depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
50,Carbon-14,109998,80,2610,gyttja,NA
80,Carbon-14,109999,70,3290,gyttja,NA
141.5,Carbon-14,110000,90,6460,gyttja,NA
142,Carbon-14,110001,70,6120,wood fragments,NA
195,Carbon-14,110002,70,9560,wood fragments,NA
260,Carbon-14,110003,80,11990,mollusc shells,NA
