depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-105,19.486,-8.386,6.139,1091
10,506,19.743,-7.743,6.511,1033.143
20,1175,19.857,-7.586,6.629,1036
29,1768,19.4,-8.143,6.13,1033.857
40,2438,19.857,-7.586,6.629,1036
50,2987,19.714,-7.829,6.502,1088.571
60,3467,19.857,-7.586,6.629,1036
70,3871,19.529,-7.257,6.661,1127.286
80,4191,19.457,-7.786,6.31,1069
85,4328,19.529,-7.257,6.661,1127.286
101,4704,19.529,-7.257,6.661,1127.286
110,4894,19.714,-7.9,6.477,1090.143
120,5105,19.6,-7.586,6.489,1055.857
125,5219,19.4,-8.143,6.13,1033.857
130,5348,19.4,-8.143,6.13,1033.857
140,5651,19.4,-8.143,6.13,1033.857
150,6001,19.857,-7.586,6.629,1036
160,6381,19.171,-8.443,5.87,1018.143
170,6772,19.4,-8.143,6.13,1033.857
180,7157,19.657,-8.414,6.169,1001
190,7519,19.657,-8.414,6.169,1001
200,7839,19.486,-8.4,6.074,1021.143
210,8101,20,-8.5,6.431,991
220,8286,19.943,-11.829,5.01,813.714
223,8327,21.186,-7.743,7.42,986
225,8351,21.514,-6.743,8.035,998.143
228,8385,20.129,-11.371,5.28,806.429
230,8407,20.071,-11.529,5.19,809.143
240,8521,19.829,-11.214,5.125,810.429
250,8679,19.8,-11.443,5.09,843.714
260,8874,20.143,-11.343,5.296,806.143
270,9092,20.229,-11.186,5.418,803.714
280,9317,20.286,-11.029,5.507,801
290,9570,20.314,-11.229,5.443,774.286
300,9878,20.3,-11.243,5.43,774.714
310,10213,20.3,-11.243,5.432,774.286
320,10544,20.3,-11.257,5.429,774.429
330,10841,20.4,-11.171,5.53,775.286
340,11074,NA,NA,NA,NA
350,11223,NA,NA,NA,NA
360,11291,NA,NA,NA,NA
370,11336,NA,NA,NA,NA
375,11357,NA,NA,NA,NA
380,11378,NA,NA,NA,NA
389,11419,NA,NA,NA,NA
400,11481,NA,NA,NA,NA
410,11557,NA,NA,NA,NA
420,11657,NA,NA,NA,NA
425,11718,NA,NA,NA,NA
440,11954,NA,NA,NA,NA
450,12163,NA,NA,NA,NA
460,12420,NA,NA,NA,NA
470,12730,NA,NA,NA,NA
475,12903,NA,NA,NA,NA
480,13083,NA,NA,NA,NA
