depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
10,Carbon-14,108451,80,2080,NA,NA
145,Carbon-14,108452,100,4920,NA,NA
213,Carbon-14,108453,205,6685,NA,NA
257.5,Carbon-14,108454,540,10700,NA,NA
260,Carbon-14,108455,40,9980,NA,NA
275,Carbon-14,108456,330,16330,NA,NA
