depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
481,Carbon-14,110480,115,5460,Ruppia seeds,Buld sediment date WIS-1791 (17040Â±210) is too old because of ancient carbon from shale and lignite.
968.5,Carbon-14,110481,120,7585,"Potamogeton,Ruppia,Carex seeds",NA
1517,Carbon-14,110482,130,8965,Potamogeton seeds,NA
1532.5,Carbon-14,110483,210,17040,bulk sediment (clay),NA
1590,Carbon-14,110484,150,9235,Ruppia seeds,NA
