depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
1017.5,Carbon-14,110458,80,1930,NA,NA
1057,Carbon-14,110459,80,4475,NA,NA
1109,Carbon-14,110460,70,5265,NA,NA
1156,Carbon-14,110461,160,6405,NA,NA
1217.5,Carbon-14,110462,120,7900,NA,NA
1256,Carbon-14,110463,110,8605,NA,NA
1296,Carbon-14,110464,120,10580,NA,NA
1326,Carbon-14,110465,100,11470,NA,NA
1357,Carbon-14,110466,100,11470,NA,NA
1385,Carbon-14,110467,115,12615,NA,NA
