year (AD),age (BP),MS (cgs)
-8634.54,10584.54,78.758
-8640.5,10590.5,88.287
-8646.45,10596.45,105.264
-8652.41,10602.41,95.596
-8658.36,10608.36,85.928
-8664.32,10614.32,67.419
-8670.28,10620.28,57.791
-8676.23,10626.23,65.982
-8682.19,10632.19,56.354
-8688.14,10638.14,55.625
-8694.1,10644.1,54.936
-8700.05,10650.05,63.068
-8706.01,10656.01,62.3
-8711.97,10661.97,89
-8717.92,10667.92,80.1
-8723.88,10673.88,80.1
-8729.83,10679.83,80.1
-8735.79,10685.79,80.1
-8741.75,10691.75,80.1
-8747.7,10697.7,89
-8753.66,10703.66,80.1
-8759.61,10709.61,97.9
-8765.57,10715.57,108.986
-8771.53,10721.53,118.55
-8777.48,10727.48,119.197
-8783.44,10733.44,111.014
-8789.39,10739.39,93.861
-8795.35,10745.35,85.625
-8801.3,10751.3,86.272
-8807.26,10757.26,86.919
-8813.21,10763.21,96.501
-8819.17,10769.17,114.966
-8825.13,10775.13,142.4
-8831.08,10781.08,160.2
-8837.29,10787.29,178
-8845.73,10795.73,186.9
-8854.16,10804.16,178
-8862.6,10812.6,169.1
-8871.03,10821.03,151.3
-8879.46,10829.46,151.3
-8887.9,10837.9,169.1
-8896.33,10846.33,186.9
-8904.77,10854.77,206.845
-8913.2,10863.2,189.861
-8921.63,10871.63,172.734
-8930.07,10880.07,164.473
-8938.5,10888.5,156.229
-8946.94,10896.94,165.767
-8954.83,10904.83,166.405
-8958.37,10908.37,158.108
-8961.92,10911.92,158.728
-8965.47,10915.47,150.555
-8969.01,10919.01,151.3
-8972.56,10922.56,142.4
-8976.11,10926.11,142.4
-8979.65,10929.65,115.7
-8983.2,10933.2,106.8
-8986.75,10936.75,97.9
-8990.29,10940.29,106.8
-8993.84,10943.84,106.8
-8997.38,10947.38,115.7
-9000.93,10950.93,106.8
-9004.48,10954.48,114.672
-9008.02,10958.02,96.097
-9011.57,10961.57,95.438
-9015.12,10965.12,94.778
-9018.66,10968.66,94.099
-9022.21,10972.21,93.421
-9025.76,10975.76,101.661
-9029.3,10979.3,109.902
-9032.85,10982.85,109.224
-9036.4,10986.4,117.329
-9039.94,10989.94,106.8
-9048.33,10998.33,124.6
-9057.34,11007.34,115.7
-9066.34,11016.34,133.5
-9075.35,11025.35,133.5
-9084.35,11034.35,124.6
-9093.36,11043.36,124.6
-9102.36,11052.36,133.5
-9111.37,11061.37,133.5
-9120.37,11070.37,133.5
-9129.38,11079.38,124.6
-9138.38,11088.38,135.842
-9147.38,11097.38,129.144
-9156.39,11106.39,148.677
-9165.39,11115.39,168.07
-9174.4,11124.4,178.609
-9183.4,11133.4,171.302
-9192.41,11142.41,164.041
-9201.41,11151.41,156.734
-9210.41,11160.41,158.42
-9219.42,11169.42,174.891
-9228.42,11178.42,155.815
-9237.43,11187.43,163.472
-9245.97,11195.97,188.994
-9253.25,11203.25,196.749
-9260.51,11210.51,231.203
-9267.78,11217.78,247.826
-9275.05,11225.05,291.049
-9280.29,11230.29,254.108
-9284.3,11234.3,199.498
-9288.3,11238.3,135.987
-9292.3,11242.3,116.943
-9296.3,11246.3,124.6
-9300.3,11250.3,115.7
-9304.3,11254.3,115.7
-9308.3,11258.3,115.7
-9313.22,11263.22,124.6
-9319.42,11269.42,124.6
-9325.61,11275.61,133.5
-9331.8,11281.8,133.5
-9338,11288,150.397
-9344.19,11294.19,140.755
-9350.38,11300.38,157.862
-9356.06,11306.06,148.301
-9361.1,11311.1,129.904
-9366.15,11316.15,129.26
-9371.2,11321.2,119.779
-9376.25,11326.25,127.147
-9381.3,11331.3,125.89
-9386.35,11336.35,134.193
-9391.4,11341.4,160.2
-9396.41,11346.41,160.2
-9401.43,11351.43,178
-9406.44,11356.44,204.7
-9411.46,11361.46,258.1
-9416.48,11366.48,275.9
-9421.49,11371.49,240.3
-9428.22,11378.22,186.9
-9436.23,11386.23,133.5
-9444.23,11394.23,115.7
-9452.24,11402.24,106.8
-9460.25,11410.25,97.9
-9468.26,11418.26,89
-9476.27,11426.27,97.9
-9484.27,11434.27,89
-9492.28,11442.28,89
-9500.29,11450.29,89
-9508.3,11458.3,106.8
-9516.3,11466.3,124.6
-9523.21,11473.21,124.6
-9528.81,11478.81,131.994
-9534.42,11484.42,122.485
-9540.03,11490.03,113.046
-9545.63,11495.63,103.607
-9551.24,11501.24,119.307
-9556.84,11506.84,136.568
-9562.45,11512.45,127.115
-9568.06,11518.06,117.497
-9573.66,11523.66,116.985
-9579.27,11529.27,116.405
-9584.86,11534.86,169.1
-9590.45,11540.45,169.1
-9596.05,11546.05,169.1
-9601.64,11551.64,186.9
-9607.23,11557.23,222.5
-9612.82,11562.82,213.6
-9618.42,11568.42,195.8
-9624.01,11574.01,195.8
-9629.6,11579.6,195.8
-9635.19,11585.19,195.8
-9640.79,11590.79,203.24
-9646.38,11596.38,202.51
-9651.97,11601.97,192.932
-9657.56,11607.56,192.236
-9663.16,11613.16,209.324
-9668.75,11618.75,199.624
-9675.29,11625.29,207.846
-9681.83,11631.83,216.051
-9688.37,11638.37,224.169
-9694.92,11644.92,223.265
-9701.46,11651.46,246.914
-9708,11658,246.228
-9714.54,11664.54,245.586
-9721.08,11671.08,253.729
-9727.62,11677.62,261.957
-9734.16,11684.16,279.114
-9740.7,11690.7,287.286
-9747.24,11697.24,304.543
-9753.79,11703.79,321.757
-9760.33,11710.33,330.057
-9766.87,11716.87,347.1
-9773.47,11723.47,347.1
-9780.63,11730.63,347.1
-9787.79,11737.79,338.2
-9794.95,11744.95,347.1
-9802.11,11752.11,338.2
-9808.79,11758.79,347.1
-9812.75,11762.75,347.1
-9816.72,11766.72,347.1
-9820.69,11770.69,347.1
-9824.66,11774.66,363.943
-9828.62,11778.62,345.577
-9832.59,11782.59,336.022
-9836.56,11786.56,335.468
-9840.53,11790.53,343.752
-9844.49,11794.49,430.725
-9848.46,11798.46,465.783
-9852.43,11802.43,518.453
-9856.4,11806.4,562.085
-9860.37,11810.37,507.866
-9864.33,11814.33,498.4
-9868.3,11818.3,480.6
-9872.27,11822.27,471.7
-9877.12,11827.12,462.8
-9885.61,11835.61,445
-9894.09,11844.09,436.1
-9902.57,11852.57,436.1
-9911.05,11861.05,427.2
-9919.53,11869.53,400.5
-9928.02,11878.02,382.7
-9936.5,11886.5,347.1
-9944.98,11894.98,354.133
-9952.69,11902.69,335.459
-9957.19,11907.19,334.664
-9961.69,11911.69,298.19
-9966.19,11916.19,288.535
-9970.69,11920.69,287.819
-9975.19,11925.19,278.164
-9979.7,11929.7,286.29
-9984.2,11934.2,294.475
-9988.7,11938.7,312.33
-9993.2,11943.2,295.045
-9997.7,11947.7,295.454
-10002.2,11952.2,287.01
-10006.7,11956.7,287.455
-10011.2,11961.2,396.524
-10015.7,11965.7,397.389
-10020.2,11970.2,415.774
-10026.2,11976.2,452.064
-10034.11,11984.11,506.095
-10042.02,11992.02,497.874
-10049.93,11999.93,548.943
-10057.84,12007.84,566.121
-10065.75,12015.75,601.023
-10073.66,12023.66,618.061
-10081.57,12031.57,635.138
-10089.48,12039.48,625.26
-10097.38,12047.38,615.611
-10105.29,12055.29,579.49
-10113.21,12063.21,525.582
-10121.11,12071.11,551.8
-10129.02,12079.02,525.1
-10136.93,12086.93,498.4
-10144.84,12094.84,480.6
-10152.32,12102.32,445
-10158.38,12108.38,427.2
-10164.44,12114.44,418.3
-10170.5,12120.5,445
-10176.56,12126.56,453.9
-10182.62,12132.62,471.7
-10188.67,12138.67,470.371
-10194.73,12144.73,478.598
-10200.79,12150.79,469.092
-10206.85,12156.85,468.318
-10212.91,12162.91,467.544
-10218.97,12168.97,475.283
-10225.13,12175.13,474.56
-10232.5,12182.5,473.87
-10239.88,12189.88,482.114
-10247.26,12197.26,490.324
-10254.63,12204.63,525.1
-10262.01,12212.01,489.5
-10269.38,12219.38,453.9
-10276.76,12226.76,418.3
-10284.14,12234.14,427.2
-10291.51,12241.51,427.2
-10298.89,12248.89,436.1
-10306.18,12256.18,453.9
-10313.44,12263.44,453.9
-10320.69,12270.69,453.9
-10327.95,12277.95,445
-10335.21,12285.21,436.1
-10342.47,12292.47,427.2
-10349.73,12299.73,427.2
-10356.99,12306.99,391.6
-10364.24,12314.24,373.8
-10371.09,12321.09,364.9
-10376.33,12326.33,373.8
-10381.58,12331.58,373.8
-10386.82,12336.82,373.8
-10392.78,12342.78,427.2
-10401.23,12351.23,462.8
-10409.69,12359.69,471.7
-10418.14,12368.14,471.7
-10423.81,12373.81,498.4
-10426.93,12376.93,480.6
-10430.04,12380.04,453.9
-10433.16,12383.16,445
-10436.28,12386.28,427.2
-10439.81,12389.81,427.2
-10446.88,12396.88,452.579
-10453.95,12403.95,415.988
-10461.01,12411.01,397.528
-10468.08,12418.08,379.015
-10474.94,12424.94,351.55
-10481.56,12431.56,324.085
-10488.18,12438.18,296.551
-10494.81,12444.81,304.738
-10501.17,12451.17,321.808
-10506.62,12456.62,347.917
-10512.06,12462.06,378.021
-10517.5,12467.5,412.198
-10522.95,12472.95,410.775
-10528.39,12478.39,382.747
-10533.83,12483.83,345.882
-10539.28,12489.28,326.849
-10544.72,12494.72,307.848
-10550.16,12500.16,288.657
-10555.6,12505.6,269.624
-10561.05,12511.05,250.559
-10566.49,12516.49,267
-10571.93,12521.93,249.2
-10577.38,12527.38,258.1
-10582.82,12532.82,267
-10588.26,12538.26,258.1
-10593.71,12543.71,240.3
-10599.15,12549.15,240.3
-10604.81,12554.81,258.1
-10612.42,12562.42,267
-10620.02,12570.02,258.1
-10627.63,12577.63,249.2
-10635.24,12585.24,275.9
-10641.17,12591.17,287.604
-10648.28,12598.28,279.427
-10654.99,12604.99,280.182
-10660.26,12610.26,289.787
-10665.53,12615.53,290.543
-10670.8,12620.8,291.248
-10676.07,12626.07,300.87
-10681.34,12631.34,301.794
-10686.61,12636.61,311.5
-10691.87,12641.87,284.8
-10697.14,12647.14,275.9
-10702.41,12652.41,275.9
-10707.68,12657.68,293.7
-10712.95,12662.95,302.6
-10718.22,12668.22,311.5
-10724.22,12674.22,320.4
-10731.23,12681.23,356
-10738.25,12688.25,382.7
-10745.26,12695.26,384.226
-10752.27,12702.27,384.997
-10759.28,12709.28,367.872
-10766.29,12716.29,324.304
-10773.3,12723.3,298.279
-10780.31,12730.31,290.053
-10787.32,12737.32,281.812
-10794.33,12744.33,282.454
-10801.34,12751.34,300.913
-10808.35,12758.35,301.572
-10815.36,12765.36,293.7
-10822.37,12772.37,275.9
-10828.93,12778.93,275.9
-10835.32,12785.32,267
-10841.7,12791.7,258.1
-10848.09,12798.09,240.3
-10854.47,12804.47,222.5
-10858.56,12808.56,222.5
-10862.3,12812.3,231.4
-10866.04,12816.04,222.5
-10869.77,12819.77,196.933
-10873.51,12823.51,179.757
-10877.25,12827.25,171.547
-10880.99,12830.99,172.269
-10884.73,12834.73,146.39
-10888.47,12838.47,129.263
-10892.21,12842.21,139.034
-10895.94,12845.94,166.637
-10899.68,12849.68,176.194
-10905.49,12855.49,132.482
-10912.43,12862.43,133.5
-10915.44,12865.44,142.4
-10918.45,12868.45,133.5
-10921.46,12871.46,124.6
-10924.47,12874.47,133.5
-10927.72,12877.72,133.5
-10931.34,12881.34,124.6
-10934.95,12884.95,124.6
-10940.1,12890.1,124.6
-10945.61,12895.61,133.5
-10951.13,12901.13,133.5
-10956.64,12906.64,133.5
-10962.15,12912.15,124.6
-10967.66,12917.66,133.5
-10973.18,12923.18,133.5
-10978.69,12928.69,133.5
-10982.87,12932.87,151.3
-10986.63,12936.63,186.9
-10990.39,12940.39,204.7
-10994.15,12944.15,213.6
-10997.92,12947.92,195.8
-11001.68,12951.68,195.8
-11005.44,12955.44,195.8
-11009.2,12959.2,195.8
-11012.96,12962.96,204.7
-11016.72,12966.72,204.7
-11020.49,12970.49,204.7
-11024.25,12974.25,204.7
-11027.67,12977.67,204.7
-11031.03,12981.03,178
-11034.4,12984.4,142.4
-11037.76,12987.76,133.5
-11041.13,12991.13,161.912
-11044.5,12994.5,153.868
-11047.86,12997.86,145.973
-11052.86,13002.86,155.814
-11058.03,13008.03,138.848
-11063.2,13013.2,139.683
-11068.37,13018.37,131.617
-11073.53,13023.53,105.837
-11078.7,13028.7,97.9
-11083.87,13033.87,97.9
-11089.04,13039.04,89
-11094.34,13044.34,89
-11099.77,13049.77,80.1
-11105.21,13055.21,80.1
-11110.65,13060.65,80.1
-11116.09,13066.09,80.1
-11121.53,13071.53,80.1
-11126.97,13076.97,71.2
-11132.41,13082.41,72.763
-11137.84,13087.84,82.356
-11142.32,13092.32,74.149
-11145.97,13095.97,74.824
-11149.63,13099.63,75.535
-11153.29,13103.29,76.298
-11156.94,13106.94,76.973
-11160.6,13110.6,86.619
-11164.25,13114.25,78.554
-11167.91,13117.91,79.336
-11171.57,13121.57,80.1
-11175.22,13125.22,80.1
-11178.88,13128.88,80.1
-11182.53,13132.53,80.1
-11186.19,13136.19,80.1
-11189.85,13139.85,80.1
-11193.5,13143.5,80.1
-11197.16,13147.16,80.1
-11200.81,13150.81,97.9
-11204.47,13154.47,106.8
-11208.12,13158.12,108.292
-11211.78,13161.78,109.013
-11215.44,13165.44,109.666
-11221.47,13171.47,99.784
-11229.07,13179.07,86.755
-11236.67,13186.67,75.796
-11244.27,13194.27,70.941
-11251.87,13201.87,59.465
-11259.47,13209.47,70.03
-11266.34,13216.34,70.347
-11271.27,13221.27,72.942
-11276.2,13226.2,85.162
-11281.12,13231.12,104.011
-11286.05,13236.05,94.288
-11290.98,13240.98,93.104
-11295.9,13245.9,82.733
-11300.83,13250.83,90.377
-11305.76,13255.76,79.787
-11313.1,13263.1,86.349
-11320.52,13270.52,85.022
-11327.93,13277.93,74.577
-11335.35,13285.35,80.995
-11342.38,13292.38,102.117
-11347.76,13297.76,98.144
-11353.13,13303.13,93.415
-11358.5,13308.5,106.863
-11363.88,13313.88,111.175
-11369.25,13319.25,109.525
-11373.85,13323.85,113.599
-11377.9,13327.9,108.633
-11381.94,13331.94,122.033
-11385.99,13335.99,127.34
-11390.04,13340.04,134.992
-11394.08,13344.08,118.871
-11398.13,13348.13,120.348
-11402.18,13352.18,139.516
-11406.23,13356.23,158.793
-11410.27,13360.27,186.97
-11414.82,13364.82,162.213
-11419.47,13369.47,128.665
-11424.12,13374.12,121.413
-11428.76,13378.76,131.774
-11433.41,13383.41,188.159
-11438.05,13388.05,198.759
-11442.7,13392.7,182.611
-11448.76,13398.76,157.769
-11455.17,13405.17,123.569
-11461.58,13411.58,107.563
-11468,13418,100.127
-11474.41,13424.41,92.659
-11480.82,13430.82,85.506
-11487.24,13437.24,78.259
-11493.86,13443.86,89
-11500.49,13450.49,89
-11507.13,13457.13,71.2
-11513.76,13463.76,80.1
-11520.4,13470.4,71.2
-11527.03,13477.03,80.1
-11533.66,13483.66,97.9
-11540.3,13490.3,89
-11546.93,13496.93,71.2
-11553.57,13503.57,53.4
-11560.2,13510.2,53.982
-11566.84,13516.84,54.748
-11573.47,13523.47,55.883
-11578.83,13528.83,56.804
-11583.74,13533.74,57.504
-11588.64,13538.64,58.263
-11593.55,13543.55,59.051
-11598.46,13548.46,59.861
-11603.37,13553.37,60.598
-11608.28,13558.28,61.386
-11613.18,13563.18,69.741
-11618.09,13568.09,77.09
-11623,13573,75.477
-11627.91,13577.91,73.773
-11632.82,13582.82,81.137
-11637.72,13587.72,79.509
-11642.63,13592.63,68.766
-11647.13,13597.13,76.038
-11651.49,13601.49,83.264
-11655.86,13605.86,72.813
-11660.23,13610.23,105.32
-11664.59,13614.59,114.508
-11668.96,13618.96,112.412
-11673.32,13623.32,110.563
-11677.69,13627.69,117.473
-11682.06,13632.06,106.917
-11686.42,13636.42,87.268
-11690.79,13640.79,85.63
-11695.16,13645.16,74.987
-11699.52,13649.52,82.178
-11703.89,13653.89,87.371
-11708.25,13658.25,84.89
-11712.9,13662.9,82.702
-11717.85,13667.85,80.392
-11722.8,13672.8,77.96
-11727.74,13677.74,73.34
-11732.69,13682.69,96.976
-11737.64,13687.64,112.296
-11742.59,13692.59,145.318
-11747.54,13697.54,169.586
-11752.49,13702.49,158.012
-11757.44,13707.44,146.048
-11762.75,13712.75,132.01
-11768.75,13718.75,113.051
-11774.74,13724.74,94.28
-11780.73,13730.73,102.124
-11786.72,13736.72,101.247
-11792.71,13742.71,100.387
-11798.71,13748.71,81.752
-11804.7,13754.7,89.809
-11810.69,13760.69,96.684
-11816.68,13766.68,95.063
-11822.67,13772.67,93.406
-11828.67,13778.67,91.785
-11834.66,13784.66,107.91
-11840.65,13790.65,114.942
-11846.64,13796.64,113.303
-11852.63,13802.63,102.87
-11858.63,13808.63,110.131
-11863.47,13813.47,117.427
-11868.26,13818.26,113.017
-11873.06,13823.06,118.327
-11877.85,13827.85,114.738
-11882.65,13832.65,110.835
-11887.44,13837.44,116.042
-11892.24,13842.24,103.796
-11897.03,13847.03,82.512
-11901.83,13851.83,77.667
-11906.62,13856.62,73.381
-11911.42,13861.42,86.442
-11916.21,13866.21,87.974
-11921,13871,86.335
-11925.8,13875.8,84.824
-11930.59,13880.59,83.157
-11935.39,13885.39,90.204
-11940.18,13890.18,88.793
-11944.98,13894.98,95.969
-11949.77,13899.77,94.672
-11954.57,13904.57,102.133
-11959.36,13909.36,99.368
-11964.16,13914.16,105.584
-11971.29,13921.29,94.991
-11978.73,13928.73,93.232
-11986.17,13936.17,82.771
-11993.61,13943.61,71.981
-12001.05,13951.05,70.419
-12008.49,13958.49,77.741
-12015.93,13965.93,85.08
-12023.38,13973.38,83.453
-12030.82,13980.82,81.99
-12038.25,13988.25,96.62
-12045.7,13995.7,94.349
-12051.83,14001.83,83.94
-12056.62,14006.62,82.157
-12061.41,14011.41,89.747
-12066.2,14016.2,96.803
-12070.99,14020.99,104.209
-12075.78,14025.78,111.509
-12080.57,14030.57,119.038
-12085.36,14035.36,117.193
-12090.15,14040.15,111.527
-12094.94,14044.94,117.744
-12099.73,14049.73,106.672
-12104.51,14054.51,113.443
-12109.3,14059.3,101.754
-12114.09,14064.09,99.795
-12118.88,14068.88,88.382
-12123.67,14073.67,77.609
-12128.46,14078.46,84.678
-12133.25,14083.25,82.442
-12138.16,14088.16,79.453
-12143.44,14093.44,87.605
-12148.71,14098.71,95.719
-12153.99,14103.99,103.687
-12159.27,14109.27,102.947
-12164.55,14114.55,111.177
-12169.83,14119.83,119.337
-12175.1,14125.1,127.312
-12180.38,14130.38,135.465
-12185.66,14135.66,152.117
-12190.94,14140.94,149.987
-12196.21,14146.21,130.61
-12201.49,14151.49,102.597
-12206.77,14156.77,91.936
-12212.05,14162.05,90.282
-12217.32,14167.32,88.66
-12222.68,14172.68,95.829
-12228.7,14178.7,93.805
-12234.72,14184.72,92.338
-12240.75,14190.75,90.746
-12246.77,14196.77,87.152
-12252.79,14202.79,83.645
-12258.81,14208.81,89.452
-12264.84,14214.84,78.233
-12270.86,14220.86,76.216
-12276.88,14226.88,83.023
-12282.9,14232.9,71.37
-12288.93,14238.93,69.465
-12294.95,14244.95,76.442
-12300.97,14250.97,82.928
-12306.99,14256.99,96.589
-12313.01,14263.01,86.116
-12319.04,14269.04,84.528
-12325.06,14275.06,82.955
-12331.08,14281.08,90.18
-12337.1,14287.1,79.372
-12343.13,14293.13,86.568
-12349.15,14299.15,76.065
-12355.17,14305.17,83.45
-12360.69,14310.69,90.544
-12363.91,14313.91,87.44
-12367.12,14317.12,94.267
-12370.34,14320.34,91.771
-12373.55,14323.55,98.309
-12376.77,14326.77,95.835
-12379.98,14329.98,93.584
-12383.2,14333.2,82.344
-12386.41,14336.41,88.792
-12389.63,14339.63,103.071
-12392.84,14342.84,91.719
-12396.06,14346.06,97.281
-12399.27,14349.27,96.474
-12402.49,14352.49,95.708
-12405.71,14355.71,77.231
-12408.92,14358.92,85.161
-12412.14,14362.14,93.206
-12415.35,14365.35,92.39
-12418.57,14368.57,100.484
-12421.78,14371.78,108.291
-12425,14375,125.382
-12428.21,14378.21,105.32
-12431.43,14381.43,103.257
-12434.64,14384.64,92.418
-12437.86,14387.86,89.834
-12441.43,14391.43,96.837
-12447.37,14397.37,86.082
-12453.3,14403.3,84.164
-12459.24,14409.24,82.184
-12465.18,14415.18,75.765
-12471.11,14421.11,82.08
-12477.05,14427.05,79.508
-12482.98,14432.98,78.461
-12488.92,14438.92,86.705
-12494.86,14444.86,94.837
-12500.79,14450.79,102.826
-12506.73,14456.73,92.974
-12512.67,14462.67,101.17
-12518.6,14468.6,109.359
-12524.54,14474.54,108.655
-12531.49,14481.49,125.616
-12538.44,14488.44,132.387
-12545.39,14495.39,139.814
-12550.55,14500.55,137.679
-12555.36,14505.36,144.7
-12560.17,14510.17,152.352
-12564.98,14514.98,150.623
-12569.79,14519.79,157.87
-12574.6,14524.6,155.991
-12579.41,14529.41,136.672
-12584.22,14534.22,143.873
-12589.03,14539.03,158.109
-12593.84,14543.84,145.415
-12598.65,14548.65,134.424
-12603.46,14553.46,114.29
-12608.27,14558.27,103.177
-12613.32,14563.32,109.597
-12618.79,14568.79,116.186
-12624.25,14574.25,114.047
-12629.72,14579.72,102.958
-12635.19,14585.19,100.551
-12640.66,14590.66,95.934
-12646.12,14596.12,93.356
-12651.59,14601.59,100.027
-12657.06,14607.06,107.026
-12662.53,14612.53,113.806
-12667.99,14617.99,118.49
-12673.46,14623.46,125.292
-12678.93,14628.93,132.182
-12684.39,14634.39,138.504
-12689.86,14639.86,145.088
-12695.33,14645.33,149.949
-12700.8,14650.8,147.98
-12706.26,14656.26,146.087
-12711.73,14661.73,152.516
-12717.2,14667.2,150.489
-12722.67,14672.67,165.741
-12728.13,14678.13,154.389
-12733.6,14683.6,159.544
-12739.07,14689.07,155.528
-12744.53,14694.53,162.324
-12750,14700,157.975
-12755.47,14705.47,146.772
-12760.94,14710.94,144.677
-12766.4,14716.4,141.857
-12771.87,14721.87,148.273
-12777.34,14727.34,154.56
-12782.81,14732.81,159.967
-12787.97,14737.97,174.404
-12793.13,14743.13,171.506
-12798.28,14748.28,195.308
-12803.44,14753.44,182.088
-12808.6,14758.6,202.626
-12813.75,14763.75,191.134
-12818.91,14768.91,188.515
-12824.07,14774.07,186.223
-12829.23,14779.23,192.013
-12834.38,14784.38,197.121
-12839.54,14789.54,215.908
-12845.14,14795.14,221.944
-12851.49,14801.49,235.514
-12857.84,14807.84,250.395
-12864.19,14814.19,256.212
-12870.53,14820.53,262.384
-12874.39,14824.39,389.366
-12879.56,14829.56,369.544
-12884.74,14834.74,358.733
-12889.91,14839.91,356.573
-12895.08,14845.08,363.368
-12900.25,14850.25,360.432
-12905.43,14855.43,375.877
-12910.6,14860.6,371.833
-12915.73,14865.73,316.766
-12920.84,14870.84,323.999
-12925.96,14875.96,340.04
-12931.07,14881.07,338.466
-12936.19,14886.19,354.345
-12941.31,14891.31,361
-12946.31,14896.31,373.891
-12952.59,14902.59,350.454
-12958.87,14908.87,334.891
-12965.14,14915.14,319.267
-12971.42,14921.42,294.985
-12977.7,14927.7,279.36
-12983.98,14933.98,282.081
-12990.25,14940.25,269.554
-12996.53,14946.53,279.15
-13002.81,14952.81,262.298
-13009.08,14959.08,254.289
-13015.36,14965.36,272.804
-13021.64,14971.64,291.378
-13027.92,14977.92,336.652
-13034.19,14984.19,390.787
-13040.47,14990.47,411.083
-13046.75,14996.75,385.677
-13053.03,15003.03,404.966
-13059.3,15009.3,408.267
-13065.58,15015.58,436.197
-13071.86,15021.86,446.424
-13078.13,15028.13,456.553
-13084.41,15034.41,449.434
-13090.69,15040.69,451.052
-13096.96,15046.96,443.738
-13103.24,15053.24,456.409
-13109.52,15059.52,440.372
-13115.8,15065.8,406.196
-13122.07,15072.07,354.22
-13128.35,15078.35,312.127
-13134.63,15084.63,295.988
-13140.9,15090.9,297.243
-13147.18,15097.18,316.331
-13153.46,15103.46,335.453
-13159.74,15109.74,354.576
-13166.01,15116.01,375.936
-13172.29,15122.29,395.813
-13178.57,15128.57,406.225
-13184.84,15134.84,408.006
-13191.12,15141.12,409.459
-13197.4,15147.4,401.954
-13203.68,15153.68,394.299
-13209.95,15159.95,395.694
-13216.23,15166.23,388.307
-13222.51,15172.51,389.79
-13228.78,15178.78,410.947
-13235.06,15185.06,402.811
-13241.34,15191.34,385.775
-13247.62,15197.62,377.562
-13253.89,15203.89,307.05
-13260.17,15210.17,370.057
-13266.45,15216.45,344.254
-13272.72,15222.72,353.937
-13279,15229,354.587
-13285.28,15235.28,346.374
-13291.56,15241.56,366.279
-13297.83,15247.83,331.707
-13304.11,15254.11,332.609
-13310.39,15260.39,324.587
-13316.67,15266.67,298.764
-13322.94,15272.94,329.776
-13329.22,15279.22,332.434
-13335.5,15285.5,324.737
-13341.77,15291.77,317.467
-13348.05,15298.05,336.871
-13354.33,15304.33,347.1
-13360.6,15310.6,382.7
-13366.88,15316.88,400.5
-13373.16,15323.16,418.3
-13379.44,15329.44,418.3
-13385.71,15335.71,373.8
-13391.99,15341.99,240.3
-13398.27,15348.27,222.5
-13404.54,15354.54,258.1
-13410.82,15360.82,240.3
-13417.1,15367.1,302.6
-13423.38,15373.38,293.7
-13429.65,15379.65,302.6
-13435.93,15385.93,320.4
-13442.21,15392.21,329.3
-13448.48,15398.48,329.3
-13454.76,15404.76,338.2
-13461.04,15411.04,311.5
-13467.32,15417.32,275.9
-13473.59,15423.59,240.3
-13479.87,15429.87,267
-13486.15,15436.15,258.1
-13492.42,15442.42,258.1
-13498.7,15448.7,258.1
-13504.98,15454.98,267
-13511.26,15461.26,275.9
-13517.53,15467.53,275.9
-13523.81,15473.81,267
-13530.09,15480.09,249.2
-13536.36,15486.36,240.3
-13542.64,15492.64,229.953
-13548.92,15498.92,211.341
-13555.2,15505.2,192.866
-13561.47,15511.47,192.342
-13567.75,15517.75,209.494
-13574.03,15524.03,217.885
-13580.3,15530.3,226.206
-13586.58,15536.58,225.255
-13592.86,15542.86,224.704
-13599.13,15549.13,224.208
-13605.41,15555.41,258.1
-13611.69,15561.69,258.1
-13617.97,15567.97,275.9
-13624.24,15574.24,275.9
-13630.52,15580.52,275.9
-13636.8,15586.8,249.2
-13643.08,15593.08,258.1
-13649.35,15599.35,258.1
-13655.63,15605.63,249.2
-13661.91,15611.91,249.2
-13668.18,15618.18,274.508
-13674.46,15624.46,291.409
-13680.74,15630.74,299.639
-13687.01,15637.01,325.581
-13693.29,15643.29,333.759
-13699.57,15649.57,333.036
-13705.85,15655.85,332.349
-13712.12,15662.12,322.832
-13718.4,15668.4,304.204
-13724.68,15674.68,276.764
-13730.96,15680.96,249.2
-13737.23,15687.23,222.5
-13743.51,15693.51,204.7
-13749.79,15699.79,195.8
-13756.06,15706.06,186.9
-13762.34,15712.34,195.8
-13768.62,15718.62,195.8
-13774.89,15724.89,222.5
-13781.17,15731.17,231.4
-13787.45,15737.45,240.3
-13793.73,15743.73,239.677
-13800,15750,221.434
-13806.28,15756.28,212.162
-13812.56,15762.56,220.68
-13818.83,15768.83,220.288
-13825.11,15775.11,219.915
-13831.39,15781.39,219.544
-13837.67,15787.67,228.051
-13843.94,15793.94,236.539
-13850.22,15800.22,236.177
-13856.5,15806.5,244.695
-13862.77,15812.77,261.569
-13869.05,15819.05,261.087
-13875.33,15825.33,278.505
-13881.61,15831.61,287.043
-13887.88,15837.88,295.591
-13894.16,15844.16,295.188
-13900.44,15850.44,303.676
-13906.71,15856.71,294.404
-13912.99,15862.99,294.072
-13919.27,15869.27,275.9
-13925.55,15875.55,258.1
-13931.82,15881.82,249.2
-13938.1,15888.1,231.4
-13944.38,15894.38,258.1
-13950.65,15900.65,284.8
-13956.93,15906.93,293.7
-13963.21,15913.21,293.7
-13969.49,15919.49,284.8
-13975.76,15925.76,284.8
-13982.04,15932.04,347.1
-13988.32,15938.32,356
