depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,-9,20.486,-7.686,6.85,925
20,389,19.886,-8.843,6.054,869.571
30,598,19.029,-9.543,5.236,853.571
40,808,19.471,-9.657,5.471,833.286
50,1017,19.629,-8.8,5.851,871.714
60,1227,19.1,-9.371,5.275,816.857
70,1436,18.671,-10.171,4.785,886.143
80,1645,19.143,-9.386,5.363,858.143
100,2064,19.814,-8.086,6.244,808.571
110,2274,19.814,-8.571,6.015,816.143
120,2483,20.043,-8.171,6.326,814.286
140,2902,20.2,-7.986,6.524,862.286
160,3321,19.957,-8.257,6.235,811.429
170,3530,20.2,-7.986,6.524,862.286
180,3740,19.714,-8.529,5.919,812.429
190,3949,19.1,-9.371,5.275,816.857
200,4158,19.929,-7.986,6.363,808.286
220,4577,19.886,-8.114,6.279,861
230,4787,19.514,-9.029,5.643,813.857
240,4898,20.029,-8.414,6.252,823.857
260,4926,20.243,-7.857,6.608,809.571
280,4953,19.714,-9.043,5.804,826
300,4981,19.886,-8.5,6.107,817.143
320,5008,19.714,-8.671,5.973,826
340,5035,19.9,-9.157,5.925,828.571
360,5063,20.314,-8.671,6.401,812.571
380,5090,20.071,-8.057,6.415,815
390,5174,19.086,-9.071,5.424,810.286
400,5328,19.657,-8.571,5.962,819.429
420,5637,19.886,-8.5,6.107,817.143
440,5945,20.071,-8.057,6.415,815
460,6253,20,-7.957,6.424,823
480,6562,19.4,-9.529,5.502,833.286
500,6870,20.314,-8.671,6.401,812.571
510,7025,20,-9.529,5.931,819.857
520,7179,20.314,-8.671,6.401,812.571
540,7487,20.457,-7.257,6.957,813.429
560,7796,19.357,-12.857,4.294,801.714
580,8104,19.971,-13.286,4.593,777.714
590,8258,19.357,-10.671,4.932,767.286
600,9725,19.3,-8.614,5.626,752.714
610,11192,NA,NA,NA,NA
