depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
87,Carbon-14,108412,65,4235,NA,NA
207,Carbon-14,108413,80,7335,NA,NA
266,Carbon-14,108414,95,9580,NA,NA
316,Carbon-14,108415,100,10485,NA,NA
