depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
237,Carbon-14,110165,240,4260,NA,NA
412,Carbon-14,110166,250,7280,NA,NA
535,Carbon-14,110167,240,9090,NA,NA
