depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-30,12.8,-1.3,5.011,2329
5,90,12.529,-0.9,5.036,2482.429
10,265,12.943,-2.557,4.508,2079.143
15,392,12.429,-4.186,3.476,1813.714
20,492,12.886,-2.743,4.388,2066.714
25,574,12.9,-0.386,5.48,2488.857
30,650,12.943,-2.557,4.508,2079.143
35,735,12.8,-1.3,5.011,2329
40,840,10.671,-3.486,3.042,1918
45,959,12.886,-2.743,4.388,2066.714
50,1089,10.671,-3.486,3.042,1918
55,1217,12.743,-2.014,4.698,2150.714
60,1319,12.5,-2.457,4.263,2148
65,1416,12.743,-1.371,4.952,2257.714
70,1539,12.943,-2.557,4.508,2079.143
75,1687,12.743,-1.371,4.952,2257.714
80,1829,12.814,-3.686,3.935,1814.714
85,1957,12.386,-2.543,4.164,2159.286
90,2101,12.471,-3.814,3.671,1955.714
95,2264,12.4,-11.086,-0.051,1021.857
100,2380,11.2,-3.143,3.325,2088.857
105,2579,12.543,-1.557,4.692,2390.429
110,2740,12.8,-1.3,5.011,2329
115,2833,10.429,-3.929,2.607,1915.286
120,2947,10.843,-2.686,3.454,2085
125,3144,12.743,-2.014,4.698,2150.714
130,3304,12.786,-1.114,5.126,2393.143
135,3426,12.9,-0.386,5.48,2488.857
140,3550,12.943,-1.143,5.251,2361.286
145,3699,12.843,-1.1,5.117,2346.857
150,3785,9.314,-9.729,-0.699,1440
155,3801,12.786,-1.114,5.126,2393.143
160,3816,12.186,-1.1,4.82,2386.571
165,3831,9.314,-9.729,-0.699,1440
170,3847,9.314,-9.729,-0.699,1440
175,3862,11.1,-7.971,1.489,1479.286
180,3877,9.6,-6.629,1.039,1712.857
185,3893,10.143,-7.029,0.869,1642.429
190,3908,9.229,-9.757,-0.771,1439.143
195,3924,12.9,-0.386,5.48,2488.857
200,3940,8.314,-13.629,-3.273,1221.286
205,3955,9.6,-6.629,1.039,1712.857
210,3971,8.314,-13.629,-3.273,1221.286
215,3987,13.429,-5.386,3.98,1559
220,4003,8.314,-13.629,-3.273,1221.286
225,4019,8.7,-9.357,-0.75,1460.857
230,4035,9,-8.986,-0.194,1464.143
235,4052,10.429,-3.929,2.607,1915.286
240,4068,8.7,-9.357,-0.75,1460.857
245,4085,9,-8.986,-0.194,1464.143
250,4102,13.7,0.229,6.338,2369
255,4120,11.7,-5.6,2.732,1727.571
260,4138,8.214,-13.529,-3.05,1248.143
265,4156,8.314,-13.629,-3.273,1221.286
270,4175,11.1,-7.957,1.499,1478.857
275,4194,8.086,-12.857,-2.695,1246.286
280,4214,8.214,-13.529,-3.05,1248.143
285,4233,8.214,-13.529,-3.05,1248.143
290,4253,9.757,-13.543,-2.106,1115.286
295,4273,8.214,-13.529,-3.05,1248.143
300,4359,7.657,-16.886,-5.164,1010.143
305,4482,9.529,-15.1,-2.904,1050.286
310,4629,9.757,-13.543,-2.106,1115.286
315,4797,9.757,-13.543,-2.106,1115.286
320,4892,7.429,-16.114,-4.587,1035.143
325,4995,8.786,-14.057,-2.6,1069.286
330,5220,8.043,-15.957,-4.367,997.857
335,5357,11.414,-11.114,0.437,1152.714
340,5475,11.543,-11.786,0.082,1154.571
345,5576,9.757,-13.543,-2.106,1115.286
350,5669,7.257,-16.429,-5.024,1023.286
355,5777,9.757,-13.543,-2.106,1115.286
360,5892,8.329,-16.014,-3.956,1062.143
365,6003,9.757,-13.543,-2.106,1115.286
370,6141,9.757,-13.543,-2.106,1115.286
375,6256,7.886,-18.086,-5.502,1018
380,6343,8.2,-17.086,-4.802,1027
385,6433,7.414,-16.157,-4.614,1036.143
390,6547,8.786,-14.057,-2.6,1069.286
395,6672,8.786,-14.057,-2.6,1069.286
400,6788,10.343,-13.9,-2.244,1123
405,6911,8.786,-14.057,-2.6,1069.286
410,7061,7.529,-16.214,-4.81,1008.286
415,7199,11.114,-11.486,-0.119,1149.429
420,7301,11.114,-11.471,-0.11,1149
425,7391,11.114,-11.471,-0.11,1149
430,7474,11.343,-12.243,-0.687,1124
435,7550,9.229,-19.986,-6.093,535.143
440,7626,20.929,4.614,12.65,1023.143
445,7711,6.743,-23.457,-9.307,404.714
450,7814,5.943,-27.643,-11.99,275.714
455,7912,5.957,-23.543,-9.681,396.143
460,8002,14.371,-12.514,0.489,898.571
465,8098,15.043,-14.229,0.955,714.571
470,8212,17.843,2.857,10.151,1316.571
475,8317,16.629,-14.614,1.527,901.571
480,8403,16.614,-14.729,1.513,887.714
485,8512,8.1,-16.543,-4.963,749.143
490,8689,7.886,-18.086,-5.502,1018
495,9004,13.7,0.229,6.338,2369
500,9209,23.443,6.786,14.976,859
505,9433,7.657,-16.886,-5.164,1010.143
510,9549,11.543,-11.786,0.082,1154.571
515,9710,17.9,-11.3,4.055,753.857
520,10094,6.714,-22.614,-9.149,367.714
525,10251,7.457,-17.943,-5.989,1004.429
530,10428,6.829,-17.771,-6.663,1075.143
535,10653,5.843,-32.486,-14.995,240.857
540,11009,NA,NA,NA,NA
545,11197,NA,NA,NA,NA
550,11322,NA,NA,NA,NA
