age (grayscale),year (AD),age (BP),depth (missing),age (BP),grayscale_detrended (grayscale),grayscale20lp_detrended (grayscale),depth (missing),age (BP),d18O_raw (permil),d13C (permil),depth (missing),age (BP),d18O (permil),d13C (permil)
135.293,-1836.73,3786.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.387,-1837.245,3787.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.38,-1837.76,3787.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.853,-1838.276,3788.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.99,-1838.791,3788.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.693,-1839.306,3789.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.813,-1839.822,3789.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.837,-1840.337,3790.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.33,-1840.852,3790.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.35,-1841.367,3791.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.237,-1841.883,3791.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.693,-1842.398,3792.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.46,-1842.913,3792.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.563,-1843.428,3793.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.84,-1843.944,3793.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.473,-1844.459,3794.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.027,-1844.974,3794.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.98,-1845.489,3795.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.307,-1846.005,3796.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.477,-1846.52,3796.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.34,-1847.035,3797.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.19,-1847.551,3797.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.313,-1848.066,3798.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.34,-1848.581,3798.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.293,-1849.096,3799.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.423,-1849.612,3799.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.88,-1850.127,3800.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.66,-1850.642,3800.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.143,-1851.158,3801.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.67,-1851.673,3801.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.113,-1852.188,3802.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131.393,-1852.703,3802.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124.737,-1853.219,3803.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116.043,-1853.734,3803.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111.247,-1854.249,3804.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114.117,-1854.764,3804.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113.487,-1855.28,3805.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.433,-1855.795,3805.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120.09,-1856.31,3806.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.667,-1856.826,3806.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.76,-1857.341,3807.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.167,-1857.856,3807.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.517,-1858.371,3808.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.78,-1858.887,3808.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.937,-1859.402,3809.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.843,-1859.917,3809.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.267,-1860.432,3810.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.69,-1860.948,3810.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.777,-1861.463,3811.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.607,-1861.978,3811.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.263,-1862.494,3812.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.64,-1863.009,3813.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.523,-1863.524,3813.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.693,-1864.04,3814.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.837,-1864.555,3814.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.113,-1865.07,3815.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.097,-1865.585,3815.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.21,-1866.101,3816.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.563,-1866.616,3816.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.767,-1867.131,3817.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.297,-1867.646,3817.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.94,-1868.162,3818.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.343,-1868.677,3818.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.783,-1869.192,3819.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.27,-1869.707,3819.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.603,-1870.223,3820.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.593,-1870.738,3820.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.29,-1871.253,3821.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.68,-1871.769,3821.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.073,-1872.284,3822.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.157,-1872.799,3822.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.913,-1873.314,3823.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.73,-1873.83,3823.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.177,-1874.345,3824.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.267,-1874.86,3824.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.46,-1875.376,3825.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.933,-1875.891,3825.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.747,-1876.406,3826.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.307,-1876.921,3826.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.513,-1877.437,3827.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.357,-1877.952,3827.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.31,-1878.467,3828.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.773,-1878.983,3828.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.65,-1879.498,3829.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.22,-1880.013,3830.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.48,-1880.528,3830.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.353,-1881.044,3831.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.77,-1881.559,3831.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.777,-1882.074,3832.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.977,-1882.59,3832.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.96,-1883.105,3833.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.54,-1883.62,3833.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.55,-1884.135,3834.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.883,-1884.651,3834.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.49,-1885.166,3835.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.78,-1885.681,3835.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.35,-1886.196,3836.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.06,-1886.712,3836.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.3,-1887.227,3837.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.18,-1887.742,3837.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127.49,-1888.257,3838.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.61,-1888.773,3838.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.937,-1889.288,3839.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.12,-1889.803,3839.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.973,-1890.319,3840.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.94,-1890.834,3840.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.65,-1891.349,3841.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.977,-1891.864,3841.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.243,-1892.38,3842.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.503,-1892.895,3842.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.743,-1893.41,3843.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.507,-1893.926,3843.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.603,-1894.441,3844.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.613,-1894.956,3844.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.22,-1895.471,3845.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.177,-1895.987,3845.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.737,-1896.502,3846.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.01,-1897.017,3847.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.54,-1897.533,3847.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.63,-1898.048,3848.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.153,-1898.563,3848.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.42,-1899.078,3849.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.097,-1899.594,3849.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.297,-1900.109,3850.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.32,-1900.624,3850.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112.83,-1901.139,3851.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109.053,-1901.655,3851.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118.057,-1902.17,3852.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.31,-1902.685,3852.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127.317,-1903.2,3853.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.677,-1903.716,3853.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.367,-1904.231,3854.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113.41,-1904.746,3854.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.823,-1905.262,3855.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.783,-1905.777,3855.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124.48,-1906.292,3856.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127.923,-1906.807,3856.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.073,-1907.323,3857.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.343,-1907.838,3857.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.473,-1908.353,3858.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.507,-1908.869,3858.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.473,-1909.384,3859.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.147,-1909.899,3859.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.16,-1910.414,3860.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.653,-1910.93,3860.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.933,-1911.445,3861.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.037,-1911.96,3861.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.047,-1912.476,3862.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.29,-1912.991,3862.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.297,-1913.506,3863.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.93,-1914.021,3864.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.493,-1914.537,3864.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.277,-1915.052,3865.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.407,-1915.567,3865.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.557,-1916.082,3866.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.03,-1916.598,3866.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.17,-1917.113,3867.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.757,-1917.628,3867.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.063,-1918.144,3868.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.423,-1918.659,3868.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,-1919.174,3869.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.47,-1919.689,3869.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.097,-1920.205,3870.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.863,-1920.72,3870.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.66,-1921.235,3871.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.947,-1921.751,3871.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.72,-1922.266,3872.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.407,-1922.781,3872.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.99,-1923.296,3873.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.48,-1923.812,3873.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.783,-1924.327,3874.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.933,-1924.842,3874.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124.583,-1925.357,3875.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123.623,-1925.873,3875.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121.04,-1926.388,3876.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123.02,-1926.903,3876.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123.773,-1927.419,3877.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127.467,-1927.934,3877.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126.887,-1928.449,3878.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.577,-1928.964,3878.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126.647,-1929.48,3879.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126.617,-1929.995,3879.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126.53,-1930.51,3880.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.147,-1931.025,3881.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127.597,-1931.541,3881.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131.4,-1932.056,3882.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.923,-1932.571,3882.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.82,-1933.087,3883.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.55,-1933.602,3883.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.163,-1934.117,3884.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.877,-1934.632,3884.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.38,-1935.148,3885.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.513,-1935.663,3885.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.517,-1936.178,3886.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.043,-1936.694,3886.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112.36,-1937.209,3887.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111.5,-1937.724,3887.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.69,-1938.239,3888.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.34,-1938.755,3888.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.05,-1939.27,3889.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.483,-1939.785,3889.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.797,-1940.301,3890.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.133,-1940.816,3890.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.197,-1941.331,3891.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.62,-1941.846,3891.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.05,-1942.362,3892.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134.617,-1942.877,3892.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.61,-1943.392,3893.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.4,-1943.907,3893.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.603,-1944.423,3894.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.867,-1944.938,3894.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.9,-1945.453,3895.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.143,-1945.968,3895.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.397,-1946.484,3896.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.677,-1946.999,3896.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.11,-1947.514,3897.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.17,-1948.03,3898.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.267,-1948.545,3898.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.89,-1949.06,3899.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.57,-1949.575,3899.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.087,-1950.091,3900.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.827,-1950.606,3900.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.907,-1951.121,3901.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.597,-1951.637,3901.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.053,-1952.152,3902.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.627,-1952.667,3902.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.143,-1953.182,3903.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.363,-1953.698,3903.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.633,-1954.213,3904.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.66,-1954.728,3904.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.583,-1955.244,3905.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.973,-1955.759,3905.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.95,-1956.274,3906.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.87,-1956.789,3906.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.687,-1957.305,3907.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.367,-1957.82,3907.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.58,-1958.335,3908.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.023,-1958.851,3908.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.113,-1959.366,3909.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.057,-1959.881,3909.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.013,-1960.396,3910.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.607,-1960.912,3910.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.023,-1961.427,3911.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.763,-1961.942,3911.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.747,-1962.457,3912.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.357,-1962.973,3912.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.853,-1963.488,3913.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.49,-1964.003,3914.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.98,-1964.518,3914.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.633,-1965.034,3915.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.47,-1965.549,3915.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.553,-1966.064,3916.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.583,-1966.58,3916.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.64,-1967.095,3917.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.9,-1967.61,3917.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.927,-1968.125,3918.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127.213,-1968.641,3918.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123.28,-1969.156,3919.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125.607,-1969.671,3919.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.273,-1970.187,3920.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.02,-1970.702,3920.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.19,-1971.217,3921.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.28,-1971.732,3921.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167.447,-1972.248,3922.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.78,-1972.763,3922.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.56,-1973.278,3923.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167.29,-1973.793,3923.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.15,-1974.309,3924.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.51,-1974.824,3924.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.79,-1975.339,3925.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.407,-1975.855,3925.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.453,-1976.37,3926.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
