depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
615,5820,15.614,-21.529,-1.751,632.857
685,6800,18.486,-15.757,2.654,757.857
695,6940,17.586,-16.471,1.831,792.714
705,7080,17.714,-16.471,1.874,797.857
715,7220,17.586,-16.471,1.831,792.714
725,7360,17.757,-16.057,2.1,787.714
735,7485,17.871,-15.671,2.332,783.143
750,7608,17.714,-16.471,1.874,797.857
770,7772,18.429,-14.929,2.97,766.429
790,7935,18.386,-14.843,2.996,771.571
810,8099,17.643,-16.586,1.783,801.286
825,8499,18.286,-14.971,2.886,776.429
835,8802,18.1,-15.943,2.37,758.286
840,8954,17.9,-16.7,1.864,770.143
845,9106,16.814,-18.643,0.287,701.429
850,9258,16.943,-18.371,0.73,700.286
855,9410,17.086,-18.543,0.507,695.286
860,9561,17.986,-16.186,2.175,788.429
865,9713,18.014,-16.871,1.889,772.143
870,9865,18.014,-16.871,1.889,772.143
875,10017,15.771,-18.971,-0.412,848.857
880,10169,15.6,-19.557,-0.745,840.857
884,10290,16.271,-22.443,-1.832,585
