depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,-24,19.043,-12.714,4.098,814.429
10,11,17.329,-13.957,2.689,965.714
20,51,17.457,-13.4,2.795,981.143
30,90,18.229,-13.171,3.299,858.857
40,413,18.129,-12.443,3.607,897.429
50,1020,18.071,-12.443,3.54,894.857
60,1626,18.157,-12.7,3.49,898.286
70,1798,18.3,-12.843,3.535,882
80,1971,18.071,-12.443,3.54,894.857
90,2143,18.457,-13.071,3.604,883.714
100,2316,18.971,-12.786,4.007,814.429
110,2488,18.686,-12.486,3.887,827.857
120,2661,19.057,-13.271,3.915,814.143
130,2833,19.057,-13.271,3.915,814.143
140,3006,18.657,-12.529,3.861,826.571
150,3178,18.071,-12.443,3.54,894.857
160,3350,18.657,-12.214,4.005,827.143
170,3523,18.657,-12.529,3.861,826.571
180,3695,18.071,-12.443,3.54,894.857
190,3868,19.071,-12.657,4.125,815.857
200,4042,19.357,-12.843,4.295,801.857
210,4215,19.343,-13.457,4.086,800.143
220,4389,19.071,-12.657,4.125,815.857
230,4563,19.057,-12.4,4.254,825.857
240,4737,19.257,-12.714,4.271,807.857
250,4910,19.343,-13.457,4.086,800.143
260,5084,19.371,-12.157,4.576,813
270,5258,18.729,-13.286,3.651,827.714
280,5432,19.343,-13.457,4.086,800.143
290,5605,19.143,-13,4.03,799.714
300,5779,18.829,-11.829,4.167,801.857
310,5953,19.257,-12.714,4.271,807.857
320,6127,19,-13.386,3.789,812.857
325,6213,19,-13.386,3.789,812.857
340,6474,18.843,-13.514,3.627,814.714
350,6648,19.157,-13.6,3.86,814.714
360,6821,19.286,-13.457,4.042,803.429
370,6995,19.229,-13.686,3.865,802.714
380,7169,19,-13.386,3.789,812.857
