year (AD),age (BP),d18O (permil)
-752.9,2702.9,-7.738
-753.7,2703.7,-7.697
-755.1,2705.1,-7.609
-758.7,2708.7,-7.504
-759.3,2709.3,-7.488
-761.4,2711.4,-7.433
-762,2712,-7.421
-763.6,2713.6,-7.406
-763.8,2713.8,-7.405
-765.7,2715.7,-7.404
-767.8,2717.8,-7.41
-768.9,2718.9,-7.41
-769.9,2719.9,-7.405
-772,2722,-7.41
-774,2724,-7.38
-774.2,2724.2,-7.378
-776.3,2726.3,-7.373
-778.2,2728.2,-7.41
-778.4,2728.4,-7.413
-779,2729,-7.426
-780.5,2730.5,-7.458
-782.7,2732.7,-7.502
-784.1,2734.1,-7.531
-784.8,2734.8,-7.535
-786.9,2736.9,-7.544
-789,2739,-7.567
-789.2,2739.2,-7.564
-791.1,2741.1,-7.526
-793.3,2743.3,-7.489
-794.3,2744.3,-7.481
-794.4,2744.4,-7.481
-795.4,2745.4,-7.483
-797.5,2747.5,-7.498
-799.3,2749.3,-7.506
-799.6,2749.6,-7.508
-801.7,2751.7,-7.524
-803.9,2753.9,-7.532
-804.4,2754.4,-7.539
-806,2756,-7.567
-808.1,2758.1,-7.658
-809.5,2759.5,-7.679
-810.2,2760.2,-7.685
-810.6,2760.6,-7.686
-812.4,2762.4,-7.697
-814.5,2764.5,-7.722
-814.6,2764.6,-7.722
-816.6,2766.6,-7.696
-818.7,2768.7,-7.629
-819.6,2769.6,-7.6
-820.8,2770.8,-7.577
-823,2773,-7.635
-824.7,2774.7,-7.718
-825.1,2775.1,-7.731
-826.9,2776.9,-7.722
-827.2,2777.2,-7.713
-829.3,2779.3,-7.635
-829.8,2779.8,-7.625
-831.4,2781.4,-7.625
-833.6,2783.6,-7.625
-834.9,2784.9,-7.631
-835.7,2785.7,-7.631
-837.8,2787.8,-7.603
-839.9,2789.9,-7.577
-839.9,2789.9,-7.577
-842.1,2792.1,-7.523
-843.1,2793.1,-7.51
-844.2,2794.2,-7.503
-845,2795,-7.494
-846.3,2796.3,-7.476
-848.4,2798.4,-7.441
-850.1,2800.1,-7.424
-852.7,2802.7,-7.386
-854.8,2804.8,-7.358
-855.2,2805.2,-7.356
-856.9,2806.9,-7.368
-859,2809,-7.374
-859.3,2809.3,-7.376
-860.2,2810.2,-7.384
-861.1,2811.1,-7.384
-863.3,2813.3,-7.349
-865.3,2815.3,-7.33
-865.4,2815.4,-7.33
-867.5,2817.5,-7.342
-869.6,2819.6,-7.381
-870.4,2820.4,-7.385
-873.9,2823.9,-7.354
-875.5,2825.5,-7.343
-875.5,2825.5,-7.343
-876,2826,-7.34
-878.8,2828.8,-7.323
-880.8,2830.8,-7.297
-881.7,2831.7,-7.287
-884.5,2834.5,-7.267
-886.2,2836.2,-7.27
-887.4,2837.4,-7.274
-890.2,2840.2,-7.269
-891.5,2841.5,-7.315
-892.6,2842.6,-7.366
-893,2843,-7.388
-895.9,2845.9,-7.38
-896.9,2846.9,-7.372
-898.7,2848.7,-7.372
-901.5,2851.5,-7.442
-902.2,2852.2,-7.454
-904.4,2854.4,-7.454
-907.2,2857.2,-7.397
-907.6,2857.6,-7.393
-909.7,2859.7,-7.381
-910.1,2860.1,-7.38
-912.9,2862.9,-7.368
-913,2863,-7.367
-915.7,2865.7,-7.369
-918.3,2868.3,-7.377
-918.6,2868.6,-7.38
-921.4,2871.4,-7.422
-923.7,2873.7,-7.425
-924.2,2874.2,-7.426
-926.9,2876.9,-7.436
-927.1,2877.1,-7.436
-929.1,2879.1,-7.44
-929.9,2879.9,-7.443
-932.7,2882.7,-7.436
-934.4,2884.4,-7.44
-935.6,2885.6,-7.44
-938.4,2888.4,-7.425
-939.8,2889.8,-7.393
-941.3,2891.3,-7.346
-944,2894,-7.269
-944.1,2894.1,-7.268
-945.2,2895.2,-7.261
-946.9,2896.9,-7.26
-949.8,2899.8,-7.264
-950.5,2900.5,-7.261
-952.6,2902.6,-7.252
-955.5,2905.5,-7.286
-955.9,2905.9,-7.29
-958.3,2908.3,-7.317
-961.1,2911.1,-7.337
-961.1,2911.1,-7.337
-961.2,2911.2,-7.336
-964,2914,-7.321
-966.6,2916.6,-7.329
-966.8,2916.8,-7.329
-969.6,2919.6,-7.327
-972,2922,-7.348
-972.5,2922.5,-7.342
-975.3,2925.3,-7.291
-977.3,2927.3,-7.275
-978.1,2928.1,-7.277
-978.3,2928.3,-7.28
-981,2931,-7.367
-982.7,2932.7,-7.399
-983.8,2933.8,-7.416
-986.7,2936.7,-7.423
-988.1,2938.1,-7.41
-989.5,2939.5,-7.415
-992.3,2942.3,-7.492
-993.4,2943.4,-7.516
-995.2,2945.2,-7.552
-995.4,2945.4,-7.557
-998,2948,-7.629
-998.8,2948.8,-7.595
-1000.8,2950.8,-7.505
-1003.7,2953.7,-7.485
-1004.1,2954.1,-7.485
-1006.5,2956.5,-7.505
-1009.4,2959.4,-7.505
-1009.5,2959.5,-7.504
-1012.2,2962.2,-7.462
-1012.5,2962.5,-7.459
-1014.9,2964.9,-7.437
-1015,2965,-7.436
-1017.9,2967.9,-7.421
-1020.2,2970.2,-7.365
-1020.7,2970.7,-7.35
-1023.6,2973.6,-7.272
-1025.6,2975.6,-7.282
-1026.4,2976.4,-7.291
-1029.2,2979.2,-7.313
-1029.6,2979.6,-7.321
-1031,2981,-7.359
-1032.1,2982.1,-7.386
-1034.9,2984.9,-7.391
-1036.3,2986.3,-7.404
-1037.7,2987.7,-7.422
-1040.6,2990.6,-7.46
-1041.7,2991.7,-7.468
-1043.4,2993.4,-7.49
-1046.2,2996.2,-7.557
-1046.8,2996.8,-7.569
-1047,2997,-7.574
-1049.1,2999.1,-7.56
-1051.9,3001.9,-7.535
-1054.8,3004.8,-7.524
-1057.6,3007.6,-7.519
-1057.8,3007.8,-7.519
-1060.4,3010.4,-7.551
-1063.1,3013.1,-7.616
-1063.3,3013.3,-7.618
-1063.9,3013.9,-7.63
-1066.1,3016.1,-7.631
-1068.5,3018.5,-7.613
-1069,3019,-7.609
-1071.8,3021.8,-7.546
-1073.9,3023.9,-7.482
-1074.6,3024.6,-7.463
-1077.5,3027.5,-7.427
-1079.2,3029.2,-7.477
-1080.3,3030.3,-7.512
-1081,3031,-7.532
-1083.1,3033.1,-7.474
-1084.6,3034.6,-7.456
-1086,3036,-7.453
-1088.8,3038.8,-7.451
-1089.9,3039.9,-7.466
-1091.7,3041.7,-7.487
-1094.5,3044.5,-7.508
-1095.3,3045.3,-7.516
-1097.3,3047.3,-7.532
-1098.2,3048.2,-7.534
-1100.2,3050.2,-7.509
-1100.7,3050.7,-7.503
-1103,3053,-7.477
-1103.8,3053.8,-7.399
-1104.5,3054.5,-7.335
-1105.3,3055.3,-7.304
-1106,3056,-7.314
-1106.1,3056.1,-7.32
-1106.9,3056.9,-7.41
-1107.6,3057.6,-7.444
-1109.2,3059.2,-7.419
-1110,3060,-7.37
-1110.7,3060.7,-7.356
-1111.4,3061.4,-7.368
-1111.5,3061.5,-7.373
-1112.3,3062.3,-7.421
-1113.1,3063.1,-7.488
-1113.8,3063.8,-7.459
-1115.3,3065.3,-7.439
-1115.4,3065.4,-7.44
-1116.2,3066.2,-7.45
-1116.8,3066.8,-7.465
-1116.9,3066.9,-7.469
-1117.7,3067.7,-7.467
-1118.5,3068.5,-7.458
-1119.3,3069.3,-7.443
-1120,3070,-7.425
-1120.8,3070.8,-7.442
-1121.6,3071.6,-7.482
-1122.1,3072.1,-7.516
-1122.4,3072.4,-7.529
-1123.1,3073.1,-7.564
-1123.9,3073.9,-7.548
-1124.7,3074.7,-7.492
-1125.5,3075.5,-7.453
-1126.2,3076.2,-7.447
-1127,3077,-7.481
-1127.5,3077.5,-7.458
-1127.8,3077.8,-7.444
-1128.5,3078.5,-7.419
-1129.3,3079.3,-7.405
-1130.1,3080.1,-7.397
-1130.9,3080.9,-7.375
-1131.6,3081.6,-7.389
-1132.4,3082.4,-7.428
-1132.4,3082.4,-7.429
-1132.9,3082.9,-7.459
-1133.2,3083.2,-7.478
-1134,3084,-7.511
-1134.7,3084.7,-7.534
-1135.5,3085.5,-7.56
-1136.3,3086.3,-7.582
-1137.1,3087.1,-7.598
-1137.8,3087.8,-7.639
-1138.2,3088.2,-7.639
-1138.6,3088.6,-7.622
-1139.4,3089.4,-7.581
-1140.2,3090.2,-7.534
-1140.9,3090.9,-7.486
-1141.7,3091.7,-7.478
-1142.5,3092.5,-7.476
-1143.3,3093.3,-7.477
-1143.6,3093.6,-7.479
-1144,3094,-7.482
-1144.8,3094.8,-7.474
-1145.6,3095.6,-7.468
-1146.4,3096.4,-7.456
-1147.1,3097.1,-7.433
-1147.9,3097.9,-7.393
-1148.7,3098.7,-7.4
-1148.9,3098.9,-7.405
-1149.5,3099.5,-7.438
-1149.6,3099.6,-7.446
-1150.2,3100.2,-7.496
-1151,3101,-7.563
-1151.8,3101.8,-7.542
-1152.5,3102.5,-7.547
-1153.3,3103.3,-7.567
-1154.1,3104.1,-7.586
-1154.3,3104.3,-7.577
-1154.9,3104.9,-7.553
-1155.6,3105.6,-7.512
-1156.4,3106.4,-7.477
-1157.2,3107.2,-7.451
-1158,3108,-7.438
-1158.7,3108.7,-7.416
-1159.5,3109.5,-7.394
-1159.7,3109.7,-7.39
-1160.3,3110.3,-7.369
-1161.1,3111.1,-7.338
-1161.8,3111.8,-7.332
-1162.6,3112.6,-7.334
-1163.4,3113.4,-7.333
-1164.2,3114.2,-7.325
-1164.9,3114.9,-7.316
-1165,3115,-7.314
-1165.7,3115.7,-7.272
-1166.5,3116.5,-7.234
-1166.7,3116.7,-7.225
-1167.3,3117.3,-7.22
-1168,3118,-7.247
-1168.8,3118.8,-7.26
-1169.6,3119.6,-7.27
-1170.4,3120.4,-7.277
-1170.4,3120.4,-7.277
-1171.1,3121.1,-7.284
-1171.9,3121.9,-7.314
-1172.7,3122.7,-7.356
-1173.5,3123.5,-7.395
-1175,3125,-7.459
-1175.8,3125.8,-7.459
-1175.8,3125.8,-7.459
-1176.5,3126.5,-7.45
-1177.3,3127.3,-7.43
-1178.1,3128.1,-7.402
-1178.9,3128.9,-7.401
-1179.6,3129.6,-7.393
-1180.4,3130.4,-7.384
-1181.1,3131.1,-7.377
-1181.2,3131.2,-7.378
-1182,3132,-7.386
-1182.7,3132.7,-7.415
-1183.5,3133.5,-7.436
-1183.8,3133.8,-7.443
-1184.3,3134.3,-7.455
-1185.1,3135.1,-7.477
-1185.8,3135.8,-7.471
-1186.5,3136.5,-7.461
-1186.6,3136.6,-7.458
-1187.4,3137.4,-7.443
-1188.2,3138.2,-7.428
-1188.9,3138.9,-7.413
-1189.7,3139.7,-7.387
-1190.5,3140.5,-7.366
-1191.3,3141.3,-7.357
-1191.8,3141.8,-7.362
-1192,3142,-7.364
-1192.8,3142.8,-7.389
-1193.6,3143.6,-7.404
-1194.4,3144.4,-7.417
-1195.1,3145.1,-7.433
-1195.9,3145.9,-7.453
-1196.7,3146.7,-7.479
-1197.2,3147.2,-7.484
-1197.5,3147.5,-7.475
-1198.2,3148.2,-7.446
-1199,3149,-7.415
-1199.9,3149.9,-7.373
-1200.4,3150.4,-7.348
-1201.7,3151.7,-7.281
-1202.6,3152.6,-7.255
-1203.1,3153.1,-7.246
-1204.4,3154.4,-7.285
-1205.8,3155.8,-7.318
-1207.1,3157.1,-7.335
-1207.5,3157.5,-7.347
-1207.9,3157.9,-7.358
-1208.5,3158.5,-7.37
-1209.8,3159.8,-7.397
-1211.2,3161.2,-7.412
-1212.5,3162.5,-7.413
-1213.3,3163.3,-7.414
-1213.9,3163.9,-7.416
-1215.2,3165.2,-7.399
-1215.2,3165.2,-7.399
-1216.6,3166.6,-7.418
-1217.9,3167.9,-7.451
-1218.7,3168.7,-7.459
-1219.3,3169.3,-7.461
-1220.6,3170.6,-7.457
-1222,3172,-7.456
-1222.9,3172.9,-7.453
-1223.3,3173.3,-7.447
-1224,3174,-7.435
-1224.7,3174.7,-7.425
-1226,3176,-7.413
-1227.4,3177.4,-7.393
-1228.7,3178.7,-7.365
-1229.4,3179.4,-7.359
-1230.1,3180.1,-7.36
-1230.6,3180.6,-7.363
-1231.4,3181.4,-7.37
-1232.8,3182.8,-7.378
-1234.1,3184.1,-7.363
-1234.7,3184.7,-7.363
-1235.5,3185.5,-7.364
-1236.8,3186.8,-7.366
-1238.2,3188.2,-7.37
-1238.2,3188.2,-7.37
-1239.6,3189.6,-7.378
-1240.1,3190.1,-7.38
-1240.9,3190.9,-7.375
-1242.3,3192.3,-7.367
-1243.6,3193.6,-7.372
-1245,3195,-7.381
-1245.5,3195.5,-7.393
-1245.9,3195.9,-7.405
-1246.3,3196.3,-7.413
-1247.7,3197.7,-7.438
-1249,3199,-7.48
-1250.4,3200.4,-7.503
-1250.8,3200.8,-7.5
-1251.7,3201.7,-7.466
-1253.1,3203.1,-7.413
-1253.6,3203.6,-7.409
-1254.4,3204.4,-7.392
-1255.8,3205.8,-7.337
-1256.2,3206.2,-7.326
-1257.1,3207.1,-7.326
-1258.5,3208.5,-7.369
-1259.8,3209.8,-7.388
-1261.2,3211.2,-7.405
-1261.3,3211.3,-7.406
-1261.6,3211.6,-7.412
-1262.9,3212.9,-7.435
-1264.6,3214.6,-7.446
-1266.3,3216.3,-7.432
-1266.9,3216.9,-7.432
-1268,3218,-7.448
-1268.9,3218.9,-7.455
-1269.7,3219.7,-7.47
-1271.4,3221.4,-7.507
-1272.3,3222.3,-7.512
-1273.2,3223.2,-7.508
-1274.9,3224.9,-7.524
-1276.6,3226.6,-7.511
-1276.6,3226.6,-7.511
-1277.6,3227.6,-7.495
-1278.3,3228.3,-7.487
-1280,3230,-7.478
-1281.7,3231.7,-7.449
-1283,3233,-7.439
-1283.4,3233.4,-7.446
-1284.3,3234.3,-7.464
-1285.1,3235.1,-7.487
-1286.9,3236.9,-7.502
-1288.4,3238.4,-7.489
-1288.6,3238.6,-7.487
-1290.3,3240.3,-7.486
-1292,3242,-7.511
-1292,3242,-7.512
-1293.7,3243.7,-7.498
-1293.7,3243.7,-7.498
-1295.4,3245.4,-7.463
-1297.1,3247.1,-7.435
-1298.9,3248.9,-7.423
-1299.1,3249.1,-7.421
-1299.6,3249.6,-7.416
-1300.6,3250.6,-7.411
-1302.3,3252.3,-7.415
-1304,3254,-7.413
-1304.5,3254.5,-7.41
-1305.7,3255.7,-7.408
-1307.3,3257.3,-7.439
-1307.4,3257.4,-7.443
-1309.1,3259.1,-7.493
-1309.8,3259.8,-7.499
-1310.8,3260.8,-7.5
-1312.6,3262.6,-7.501
-1314.3,3264.3,-7.53
-1315,3265,-7.551
-1315.2,3265.2,-7.559
-1316,3266,-7.593
-1317.7,3267.7,-7.609
-1319.4,3269.4,-7.598
-1320.6,3270.6,-7.58
-1321.1,3271.1,-7.568
-1322.7,3272.7,-7.529
-1322.8,3272.8,-7.524
-1324.6,3274.6,-7.478
-1325.9,3275.9,-7.444
-1326.3,3276.3,-7.443
-1328,3278,-7.452
-1329.7,3279.7,-7.439
-1330.3,3280.3,-7.446
-1331.3,3281.3,-7.473
-1331.4,3281.4,-7.477
-1333.1,3283.1,-7.524
-1334.8,3284.8,-7.536
-1336.5,3286.5,-7.565
-1336.6,3286.6,-7.567
-1338,3288,-7.596
-1340.3,3290.3,-7.583
-1342,3292,-7.571
-1347.4,3297.4,-7.594
-1352.7,3302.7,-7.558
-1355.5,3305.5,-7.557
-1358.1,3308.1,-7.56
-1363.5,3313.5,-7.56
-1368.8,3318.8,-7.531
-1370.6,3320.6,-7.533
-1374.2,3324.2,-7.545
-1379.5,3329.5,-7.544
-1384.9,3334.9,-7.578
-1385.7,3335.7,-7.58
-1390.3,3340.3,-7.577
-1395.6,3345.6,-7.536
-1400.9,3350.9,-7.573
-1401,3351,-7.574
-1405.8,3355.8,-7.514
-1406.4,3356.4,-7.508
-1411.7,3361.7,-7.473
-1416,3366,-7.485
-1417.1,3367.1,-7.49
-1422.4,3372.4,-7.458
-1427.8,3377.8,-7.489
-1431.1,3381.1,-7.479
-1433.2,3383.2,-7.47
-1438.5,3388.5,-7.48
-1443.9,3393.9,-7.453
-1446.3,3396.3,-7.476
-1449.3,3399.3,-7.506
-1454.6,3404.6,-7.499
-1460,3410,-7.535
-1461.4,3411.4,-7.536
-1465.3,3415.3,-7.536
-1470.7,3420.7,-7.505
-1473.6,3423.6,-7.485
-1476.1,3426.1,-7.465
-1476.5,3426.5,-7.463
-1481.4,3431.4,-7.436
-1486.8,3436.8,-7.413
-1491.7,3441.7,-7.432
-1492.2,3442.2,-7.434
-1497.5,3447.5,-7.423
-1502.9,3452.9,-7.483
-1506.9,3456.9,-7.508
-1508.3,3458.3,-7.503
-1511.7,3461.7,-7.48
-1513.6,3463.6,-7.475
-1514.7,3464.7,-7.474
-1516.5,3466.5,-7.477
-1519,3469,-7.483
-1521.4,3471.4,-7.482
-1524.3,3474.3,-7.445
-1526.2,3476.2,-7.423
-1529.7,3479.7,-7.409
-1530.1,3480.1,-7.409
-1531.1,3481.1,-7.418
-1535.1,3485.1,-7.505
-1536,3486,-7.535
-1540.4,3490.4,-7.647
-1540.8,3490.8,-7.655
-1545.5,3495.5,-7.703
-1545.7,3495.7,-7.706
-1545.8,3495.8,-7.707
-1550.5,3500.5,-7.821
-1551.2,3501.2,-7.834
-1555.4,3505.4,-7.899
-1556.5,3506.5,-7.911
-1560.3,3510.3,-7.954
-1560.9,3510.9,-7.963
-1561.9,3511.9,-7.982
-1565.1,3515.1,-8.017
-1567.2,3517.2,-7.977
-1570,3520,-7.916
-1572.6,3522.6,-7.873
-1574.9,3524.9,-7.854
-1576.3,3526.3,-7.854
-1578,3528,-7.864
-1579.7,3529.7,-7.858
-1583.3,3533.3,-7.839
-1584.6,3534.6,-7.836
-1588.7,3538.7,-7.845
-1589.4,3539.4,-7.844
-1591.7,3541.7,-7.835
-1594.1,3544.1,-7.822
-1594.3,3544.3,-7.823
-1599.2,3549.2,-7.837
-1599.4,3549.4,-7.837
-1604,3554,-7.833
-1604.8,3554.8,-7.844
-1607.2,3557.2,-7.883
-1608.9,3558.9,-7.914
-1610.1,3560.1,-7.93
-1613.7,3563.7,-7.955
-1615.5,3565.5,-7.977
-1618.6,3568.6,-8.022
-1620.9,3570.9,-8.017
-1622.6,3572.6,-8.001
-1623.5,3573.5,-8.003
-1626.2,3576.2,-8.064
-1628.3,3578.3,-8.105
-1631.6,3581.6,-8.07
-1633.2,3583.2,-8.054
-1637,3587,-8.071
-1638,3588,-8.084
-1638,3588,-8.084
-1642.3,3592.3,-8.045
-1642.9,3592.9,-8.036
-1647.7,3597.7,-7.924
-1647.8,3597.8,-7.923
-1652.6,3602.6,-7.852
-1653,3603,-7.847
-1653.4,3603.4,-7.843
-1657.5,3607.5,-7.811
-1658.4,3608.4,-7.806
-1662.3,3612.3,-7.793
-1663.8,3613.8,-7.781
-1667.2,3617.2,-7.742
-1668.8,3618.8,-7.721
-1669.1,3619.1,-7.719
-1672.1,3622.1,-7.73
-1674.5,3624.5,-7.763
-1676.9,3626.9,-7.79
-1679.9,3629.9,-7.832
-1681.8,3631.8,-7.862
-1684.2,3634.2,-7.882
-1685.2,3635.2,-7.881
-1686.7,3636.7,-7.87
-1690.6,3640.6,-7.835
-1691.5,3641.5,-7.821
-1696,3646,-7.724
-1696.4,3646.4,-7.717
-1699.7,3649.7,-7.681
-1701.2,3651.2,-7.676
-1701.3,3651.3,-7.677
-1706.1,3656.1,-7.687
-1706.7,3656.7,-7.691
-1711,3661,-7.745
-1712,3662,-7.746
-1715.1,3665.1,-7.713
-1715.8,3665.8,-7.708
-1717.4,3667.4,-7.716
-1720.7,3670.7,-7.76
-1722.8,3672.8,-7.789
-1725.5,3675.5,-7.824
-1728.1,3678.1,-7.839
-1730.4,3680.4,-7.827
-1730.5,3680.5,-7.826
-1733.5,3683.5,-7.799
-1735.3,3685.3,-7.766
-1738.9,3688.9,-7.721
-1740.1,3690.1,-7.725
-1744.2,3694.2,-7.731
-1745,3695,-7.731
-1745.9,3695.9,-7.734
-1749.6,3699.6,-7.757
-1749.8,3699.8,-7.758
-1754.7,3704.7,-7.711
-1754.9,3704.9,-7.709
-1759.6,3709.6,-7.662
-1760.3,3710.3,-7.656
-1761.3,3711.3,-7.652
-1764.4,3714.4,-7.658
-1765.7,3715.7,-7.662
-1769.3,3719.3,-7.656
-1771,3721,-7.663
-1774.1,3724.1,-7.717
-1776.4,3726.4,-7.747
-1776.7,3726.7,-7.751
-1779,3729,-7.77
-1781.8,3731.8,-7.76
-1783.9,3733.9,-7.733
-1787.1,3737.1,-7.709
-1788.7,3738.7,-7.711
-1792.2,3742.2,-7.738
-1792.5,3742.5,-7.74
-1793.6,3743.6,-7.743
-1797.8,3747.8,-7.725
-1798.5,3748.5,-7.721
-1803.2,3753.2,-7.681
-1803.3,3753.3,-7.681
-1807.6,3757.6,-7.67
-1808.2,3758.2,-7.668
-1808.6,3758.6,-7.665
-1813,3763,-7.63
-1813.9,3763.9,-7.641
-1817.9,3767.9,-7.669
-1819.3,3769.3,-7.661
-1822.8,3772.8,-7.649
-1823,3773,-7.648
-1824.7,3774.7,-7.652
-1827.6,3777.6,-7.667
-1830,3780,-7.682
-1832.5,3782.5,-7.658
-1835.4,3785.4,-7.634
-1837.3,3787.3,-7.633
-1838.4,3788.4,-7.634
-1840.7,3790.7,-7.636
-1842.2,3792.2,-7.634
-1846.1,3796.1,-7.62
-1847.1,3797.1,-7.62
-1851.5,3801.5,-7.622
-1851.9,3801.9,-7.622
-1853.8,3803.8,-7.63
-1856.8,3806.8,-7.646
-1856.8,3806.8,-7.646
-1861.6,3811.6,-7.647
-1862.2,3812.2,-7.647
-1866.5,3816.5,-7.646
-1867.6,3817.6,-7.645
-1869.3,3819.3,-7.65
-1871.4,3821.4,-7.667
-1872.9,3822.9,-7.681
-1876.2,3826.2,-7.697
-1878.3,3828.3,-7.702
-1881.1,3831.1,-7.711
-1883.7,3833.7,-7.727
-1884.7,3834.7,-7.727
-1885.9,3835.9,-7.719
-1889,3839,-7.672
-1890.8,3840.8,-7.643
-1894.4,3844.4,-7.593
-1895.7,3845.7,-7.575
-1899.7,3849.7,-7.533
-1900.1,3850.1,-7.529
-1900.5,3850.5,-7.525
-1905.1,3855.1,-7.479
-1905.4,3855.4,-7.481
-1910.3,3860.3,-7.522
-1910.5,3860.5,-7.524
-1915.1,3865.1,-7.555
-1915.5,3865.5,-7.553
-1915.8,3865.8,-7.551
-1920,3870,-7.522
-1921.2,3871.2,-7.513
-1924.8,3874.8,-7.506
-1926.6,3876.6,-7.522
-1929.7,3879.7,-7.582
-1930.9,3880.9,-7.606
-1931.9,3881.9,-7.616
-1934.6,3884.6,-7.547
-1937.3,3887.3,-7.464
-1939.4,3889.4,-7.413
-1942.6,3892.6,-7.346
-1944.3,3894.3,-7.341
-1946.3,3896.3,-7.357
-1948,3898,-7.38
-1949.1,3899.1,-7.356
-1953.4,3903.4,-7.299
-1954,3904,-7.296
-1955,3905,-7.253
-1956,3906,-7.199
-1957.1,3907.1,-7.178
-1957.5,3907.5,-7.166
-1958.1,3908.1,-7.153
-1958.7,3908.7,-7.204
-1959.1,3909.1,-7.223
-1960.1,3910.1,-7.181
-1961.1,3911.1,-7.184
-1962.1,3912.1,-7.209
-1963.2,3913.2,-7.229
-1964.1,3914.1,-7.281
-1964.2,3914.2,-7.283
-1964.3,3914.3,-7.286
-1965.2,3915.2,-7.302
-1966.2,3916.2,-7.309
-1967.2,3917.2,-7.326
-1968.2,3918.2,-7.352
-1969.3,3919.3,-7.379
-1969.5,3919.5,-7.383
-1970.3,3920.3,-7.399
-1971.2,3921.2,-7.412
-1971.3,3921.3,-7.413
-1973.3,3923.3,-7.424
-1974.4,3924.4,-7.436
-1974.8,3924.8,-7.439
-1975.4,3925.4,-7.435
-1976.4,3926.4,-7.422
-1977.4,3927.4,-7.415
-1978.1,3928.1,-7.415
-1978.4,3928.4,-7.42
-1979.4,3929.4,-7.431
-1980.2,3930.2,-7.431
-1980.5,3930.5,-7.428
-1981.5,3931.5,-7.419
-1982.5,3932.5,-7.418
-1983.5,3933.5,-7.419
-1984.5,3934.5,-7.412
-1984.9,3934.9,-7.407
-1985.5,3935.5,-7.406
-1985.6,3935.6,-7.406
-1986.6,3936.6,-7.407
-1987.6,3937.6,-7.407
-1988.6,3938.6,-7.407
-1989.6,3939.6,-7.404
-1990.6,3940.6,-7.402
-1990.9,3940.9,-7.401
-1991.7,3941.7,-7.41
-1991.8,3941.8,-7.412
-1992.7,3942.7,-7.418
-1993.7,3943.7,-7.414
-1994.7,3944.7,-7.404
-1995.7,3945.7,-7.395
-1996.3,3946.3,-7.387
-1996.8,3946.8,-7.378
-1997.8,3947.8,-7.356
-1998.6,3948.6,-7.348
-1998.8,3948.8,-7.348
-1999.8,3949.8,-7.359
-2000.8,3950.8,-7.379
-2001.6,3951.6,-7.396
-2001.8,3951.8,-7.4
-2002.9,3952.9,-7.417
-2003.9,3953.9,-7.421
-2004.9,3954.9,-7.418
-2005.5,3955.5,-7.421
-2005.9,3955.9,-7.425
-2006.9,3956.9,-7.459
-2007,3957,-7.462
-2007.9,3957.9,-7.519
-2009,3959,-7.571
-2010,3960,-7.583
-2011,3961,-7.626
-2012.4,3962.4,-7.66
-2013.8,3963.8,-7.677
-2015,3965,-7.684
-2017.7,3967.7,-7.704
-2019,3969,-7.721
-2022.9,3972.9,-7.681
-2023.1,3973.1,-7.68
-2026.9,3976.9,-7.636
-2027.5,3977.5,-7.63
-2028.4,3978.4,-7.624
-2030.9,3980.9,-7.613
-2033.8,3983.8,-7.602
-2034.9,3984.9,-7.591
-2038.9,3988.9,-7.415
-2039.2,3989.2,-7.405
-2041.3,3991.3,-7.367
-2042.8,3992.8,-7.363
-2044.5,3994.5,-7.369
-2046.8,3996.8,-7.386
-2049.9,3999.9,-7.433
-2050.8,4000.8,-7.436
-2054.8,4004.8,-7.393
-2055,4005,-7.39
-2055.3,4005.3,-7.391
-2058.7,4008.7,-7.401
-2060.6,4010.6,-7.418
-2062.7,4012.7,-7.428
-2066,4016,-7.439
-2066.7,4016.7,-7.441
-2068.8,4018.8,-7.434
-2070.7,4020.7,-7.411
-2071.4,4021.4,-7.402
-2074.7,4024.7,-7.354
-2076.7,4026.7,-7.321
-2078.6,4028.6,-7.293
-2082.1,4032.1,-7.301
-2082.5,4032.5,-7.301
-2082.6,4032.6,-7.301
-2086.6,4036.6,-7.292
-2087.4,4037.4,-7.284
-2090.6,4040.6,-7.252
-2092.8,4042.8,-7.272
-2094.6,4044.6,-7.285
-2096.3,4046.3,-7.273
-2098.2,4048.2,-7.239
-2098.5,4048.5,-7.238
-2102.5,4052.5,-7.262
-2103.5,4053.5,-7.271
-2106.5,4056.5,-7.301
-2108.9,4058.9,-7.297
-2110,4060,-7.29
-2110.5,4060.5,-7.288
-2114.3,4064.3,-7.271
-2114.5,4064.5,-7.27
-2118.4,4068.4,-7.273
-2119.6,4069.6,-7.293
-2122.4,4072.4,-7.366
-2123.8,4073.8,-7.384
-2125,4075,-7.382
-2126.4,4076.4,-7.386
-2130.3,4080.3,-7.438
-2130.4,4080.4,-7.438
-2134.3,4084.3,-7.396
-2135.7,4085.7,-7.396
-2137.5,4087.5,-7.409
-2138.3,4088.3,-7.409
-2141.1,4091.1,-7.376
-2142.3,4092.3,-7.358
-2146.3,4096.3,-7.354
-2146.4,4096.4,-7.353
-2150.3,4100.3,-7.308
-2151.3,4101.3,-7.299
-2151.8,4101.8,-7.296
-2154.2,4104.2,-7.288
-2157.2,4107.2,-7.269
-2158.2,4108.2,-7.247
-2162.2,4112.2,-7.131
-2162.5,4112.5,-7.127
-2165,4115,-7.104
-2166.2,4116.2,-7.111
-2167.9,4117.9,-7.156
-2170.2,4120.2,-7.235
