depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0.5,7,21.914,-8.457,7.673,806.857
2,28,21.829,-8.229,7.762,840.286
9,125.9,21.8,-9.686,7.146,809.429
16,223.9,21.957,-8.929,7.526,814.714
19.5,272.9,21.6,-8.971,7.271,809.429
22.5,313.9,21.329,-9.8,6.757,806.143
31,425.2,21.586,-8.243,7.542,840.571
39,530,21.529,-8.986,7.225,807.857
46.5,628.2,21.486,-8.029,7.563,893.429
54.5,732.9,21.671,-8.5,7.544,827.143
62,831.1,21.529,-8.986,7.225,807.857
69,922.7,21.414,-9.671,6.865,807.143
76.5,1020.9,21.486,-9.557,6.973,805.714
83.5,1112.6,21.271,-10.057,6.627,799.857
90.5,1204.2,21.271,-9.571,6.817,826.571
97.5,1295.9,21.343,-9.829,6.77,806.286
104.5,1387.5,21.371,-9.414,6.949,832.714
111,1472.6,21.343,-10.043,6.676,801.714
117.5,1557.7,21.6,-8.971,7.274,809.714
124,1642.8,21.271,-10.057,6.63,800.143
130.5,1728,21.4,-8.871,7.18,830
137,1813.1,21.414,-9.814,6.819,808.143
143,1891.6,21.657,-8.243,7.586,812.429
149,1970.2,21.643,-8.243,7.589,813.143
154,2069.8,21.671,-8.6,7.463,815.143
160,2230.3,21.629,-9.314,7.162,813.714
164,2337.3,21.414,-9.814,6.819,808.143
169,2460.1,21.714,-8.657,7.463,805.714
174,2571.9,21.343,-10.043,6.676,801.714
179,2683.8,21.271,-10.057,6.63,800.143
184,2795.6,21.557,-9.729,6.913,807.286
189,2907.5,21.743,-9.4,7.185,799.714
194,3019.3,21.629,-9.829,6.96,799.143
199,3131.1,21.557,-10.586,6.617,787
204,3243,21.529,-8.986,7.225,807.857
209,3354.8,22.014,-7.071,8.3,864
214,3466.7,21.743,-9.1,7.31,802.429
219,3578.5,21.943,-7.2,8.21,829
224,3690.4,21.557,-8.771,7.305,830.857
229,3802.2,21.757,-9.086,7.32,803.714
234,3914,22.086,-8.629,7.737,791
239,4025.9,21.6,-10.371,6.738,792.429
244,4137.7,21.857,-9.429,7.29,794
249,4249.6,21.786,-9.5,7.187,799.571
259,4473.3,21.8,-8.614,7.51,816.857
263,4562.7,21.586,-10.014,6.844,790.143
268,4665.1,21.771,-10.243,6.913,798.286
273,4761.2,21.786,-9.271,7.292,812.429
278,4857.3,21.557,-9.943,6.855,800.857
283,4953.4,21.9,-10.257,7.008,783.571
288,5049.5,21.786,-9.914,7.042,794
293,5145.6,21.629,-9.157,7.131,815.857
298,5241.6,21.529,-10.186,6.746,795.571
303,5337.7,22.114,-7.914,8.035,855.286
308,5433.8,21.971,-7.986,7.858,819.286
313,5529.9,21.814,-8.986,7.392,825.286
318,5626,21.757,-7.714,7.824,822.857
330,5856.6,21.929,-8.314,7.707,815.286
334,5933.5,21.971,-8.829,7.585,807.571
339,6059,22.029,-8.843,7.574,809.429
344,6204.1,21.871,-8.029,7.795,828.571
349,6349.2,22.029,-8.843,7.574,809.429
354,6494.3,22.029,-8.386,7.76,817.429
359,6639.4,22.057,-9.129,7.505,792.286
364,6784.5,21.871,-8.029,7.795,828.429
369,6929.7,22,-9.3,7.407,797.714
374,7074.8,21.871,-8.029,7.795,828.429
379,7219.9,22,-8.843,7.593,805.571
384,7365,22.029,-8.843,7.574,809.429
389,7510.1,22.029,-8.843,7.574,809.429
394,7655.2,21.957,-8.414,7.696,819.429
399,7802.8,22.129,-9.943,7.238,785.857
404,7954,21.929,-8.414,7.715,815.571
409,8105.3,21.971,-10.429,6.929,788.143
414,8256.5,22,-8.843,7.593,805.714
419,8407.8,21.214,-10.514,6.405,789.857
430,8740.5,22.114,-9.057,7.568,791.714
434,8861.5,21.657,-10.271,6.801,796.286
439,9012.7,21.614,-10.471,6.683,789.429
444,9164,22,-8.843,7.593,805.714
449,9315.2,21.857,-8.1,7.713,823.857
454,9466.5,21.5,-10.157,6.744,796.571
459,9627.1,21.614,-10.471,6.683,789.429
464,9801.8,21.514,-9.643,6.942,797.857
469,9976.4,21.214,-10.514,6.405,789.857
474,9566,21.614,-10.471,6.683,789.429
479,9701,20.914,-10.214,6.307,806.857
484,9832,21.129,-9.8,6.538,790.429
489,9963,21.871,-8.457,7.615,805.571
494,10094,21.271,-9.557,6.746,796.857
499,10225,21.043,-10.971,6.111,786.286
504,10356,21.714,-9.029,7.299,819.143
509,10483,21.5,-8.657,7.245,836.143
514,10613,20.771,-9.771,6.342,797.286
519,10742,20.257,-11.6,5.34,819.429
524,10872,20.571,-12.029,5.373,785.429
535,11157,NA,NA,NA,NA
540,11347,NA,NA,NA,NA
544,11499,NA,NA,NA,NA
550,11731,NA,NA,NA,NA
554,11839,NA,NA,NA,NA
560,12001,NA,NA,NA,NA
564,12109,NA,NA,NA,NA
568,12217,NA,NA,NA,NA
570,12271,NA,NA,NA,NA
574,12379,NA,NA,NA,NA
578,12487,NA,NA,NA,NA
580,12541,NA,NA,NA,NA
584,12653,NA,NA,NA,NA
588,12823,NA,NA,NA,NA
590,12908,NA,NA,NA,NA
596,13163,NA,NA,NA,NA
598,13248,NA,NA,NA,NA
600,13333,NA,NA,NA,NA
602,13418,NA,NA,NA,NA
603,13460,NA,NA,NA,NA
608,13673,NA,NA,NA,NA
613,13885,NA,NA,NA,NA
618,14098,NA,NA,NA,NA
623,14310,NA,NA,NA,NA
628,14522,NA,NA,NA,NA
633,14735,NA,NA,NA,NA
