depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,0,15.1,-9.686,2.167,476
100,660,15.086,-8.086,2.808,519.429
110,714,15.186,-9.1,2.489,463.857
120,776,14.843,-9.6,2.035,481.571
130,848,15.7,-8.686,2.956,453.571
300,2344,16.071,-9.414,2.994,437.143
310,2434,13.686,-10.8,0.905,513.714
320,2615,14.114,-10.671,1.196,508.429
330,2724,15.314,-9.714,2.261,478.714
340,2795,14.414,-9.614,1.841,484.714
350,2865,13.914,-10.757,1.058,503.571
360,2957,16.371,-9.329,3.137,427.571
370,3102,15.771,-9.857,2.573,458.571
380,3241,13.943,-9.286,1.61,559.857
390,3344,15.514,-9.186,2.598,448.857
400,3433,14.629,-9.543,2.015,475.571
410,3525,15.971,-6.943,3.754,497.143
420,3635,17.314,-8.671,4.055,401.571
430,3755,15.043,-10.043,2.017,479.286
440,3874,13.843,-9.643,1.417,570
450,3995,17.286,-7.643,4.363,428.143
460,4124,17.4,-4.386,5.643,555
470,4275,18.229,-7.171,5.104,403.429
480,4408,19.971,-5.1,7.02,347.857
500,4676,14.929,-9.486,2.126,474.429
510,4815,17.071,-8.871,3.867,406.143
520,4902,14.771,-8.6,2.439,538.714
530,5002,15.214,-8,2.895,514.143
540,5220,15.014,-9.029,2.406,468.714
550,5351,15.171,-9.529,2.268,467.571
560,5464,14.3,-8.9,2.026,547.429
570,5564,15.929,-8.729,3.086,447.143
580,5654,13.786,-10.443,1.098,502.286
590,5756,14.714,-10.229,1.72,492.143
600,5869,14.7,-9.471,2.138,513.143
610,5977,14.243,-10.414,1.4,491.143
620,6105,14.986,-9.429,2.265,475
630,6232,15,-10.357,1.94,463
640,6322,16.129,-9.257,3.098,470.143
650,6408,14.914,-9.943,1.97,482.714
660,6516,15.343,-9.529,2.379,463.143
670,6644,15.129,-9.457,2.346,470.714
680,6762,15.171,-9.143,2.462,467.143
690,6884,14.114,-10.671,1.196,508.429
700,7034,14.514,-10.314,1.582,487.286
710,7180,15.1,-9.843,2.093,474.143
720,7290,14.686,-10.414,1.675,494.571
730,7384,15.814,-9.929,2.606,453.286
740,7471,15.243,-10.314,2.098,468.429
750,7551,14.543,-10.5,1.564,481.571
760,7631,15.386,-9.043,2.644,455.571
770,7723,16.986,-9.043,3.813,419.857
780,7833,14.943,-10.043,1.992,451.857
790,7935,15.714,-9.157,2.832,479
800,8030,17.086,-9.043,3.707,420.714
810,8141,15.271,-10.257,2.15,474.571
820,8265,14.971,-10.5,1.99,450.714
830,8366,16.2,-9.529,2.976,439
840,8455,16.457,-9.429,3.187,428.286
850,8548,15.071,-10.343,2.012,469.714
860,8668,14.386,-9.686,1.792,503.857
870,8912,15.714,-9.886,2.565,451.571
880,9049,15.414,-9.843,2.49,437.714
890,9187,16.243,-9.5,3.012,437.429
900,9375,15.614,-10,2.465,452.143
910,9466,16.643,-9.314,3.312,434.571
920,9544,15.971,-9.757,2.735,450.857
930,9638,16.414,-9.457,3.151,429.857
940,9811,14.529,-10.614,1.662,470
950,10099,17.014,-9,3.74,412.286
960,10213,12.471,-10.557,0.687,590.143
970,10308,19.329,-7.343,5.789,322.714
980,10460,20.4,-6.1,6.886,288.429
990,10620,16.443,-9,3.574,445.714
1000,10745,14.486,-10.514,1.513,502.286
