depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
10,215,20.914,-5.771,8.067,1120.857
50,505,21.3,-5.429,8.419,1143.286
85,790,21.214,-5.543,8.319,1146.714
110,1011,21.243,-5.257,8.454,1182.571
140,1296,21.243,-5.257,8.454,1182.571
190,1814,20.114,-6.586,7.28,1136.143
210,2035,21.157,-5.329,8.392,1144.857
250,2497,21.3,-5.429,8.419,1143.286
290,2982,21.529,-4.7,8.843,1163.857
310,3231,21.614,-4.914,8.812,1096.571
350,3738,21.843,-4.386,9.218,1127
390,4251,22,-4.871,9.156,1008.429
410,4508,22.343,-4.643,9.494,1020.714
450,5018,22.171,-4.3,9.486,1097.429
470,5270,22.086,-4.357,9.39,1068.714
490,5519,21.614,-4.914,8.812,1096.571
510,5764,21.8,-4.457,9.083,1137.143
550,6239,21.5,-4.771,8.832,1101.429
590,6692,21.086,-5.414,8.337,1099.429
610,6909,19.757,-7.471,6.613,1034.429
650,7323,20.271,-6.757,7.286,1052.143
690,7710,20.386,-6.543,7.463,1094.143
710,7893,20.386,-6.543,7.463,1094.143
750,8240,20.286,-6.886,7.218,1079.286
790,8566,21.329,-5.429,8.461,1074.143
810,8723,21.386,-5.643,8.388,1076
850,9030,21.543,-4.971,8.771,1075.571
890,9337,21.914,-6.814,8.276,978.714
910,9494,21.4,-6.243,8.158,1039.714
950,9828,20.529,-11.129,5.636,777.143
980,10103,20.257,-11.386,5.35,777
1010,10410,20.314,-11.229,5.443,774.286
1050,10887,20.314,-11.243,5.437,774.429
1090,11467,NA,NA,NA,NA
1110,11806,NA,NA,NA,NA
1130,12183,NA,NA,NA,NA
1150,12603,NA,NA,NA,NA
1185,13458,NA,NA,NA,NA
1215,14331,NA,NA,NA,NA
1225,14654,NA,NA,NA,NA
1240,15172,NA,NA,NA,NA
1255,15732,NA,NA,NA,NA
1270,16337,NA,NA,NA,NA
