depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
965.5,-26.7,19.271,-9.157,5.601,1134.143
974.5,32,18.343,-10.914,4.314,1123.286
984.5,97.2,18.8,-10.014,4.936,1122.571
994.5,162.5,19.043,-9.871,5.181,1121.286
1000,314.3,18.271,-10.871,4.323,1098.143
1004.5,448,18.914,-9.914,5.127,1069
1010,611.4,18.343,-10.171,4.687,1038.429
1020,1046,19.014,-9.886,5.182,1100.714
1030,1893.1,18.029,-10.457,4.385,1045.143
1040,2740.2,18.1,-10.9,4.254,1052.143
1050,3587.3,19.257,-9.6,5.413,1097.429
1060,4249.8,18.929,-9.914,5.129,1068.714
1070,4481.3,19.1,-9.086,5.574,1077.429
1080,4712.8,18.429,-10.371,4.675,1090.857
1090,4944.3,18.314,-10.457,4.608,1063.571
1100,5175.8,18.571,-10.114,4.811,1069.714
1110,5402.2,19.186,-9.186,5.557,1027.429
1120,5583.5,19.443,-9.086,5.761,925.286
1130,5764.8,19.1,-9.171,5.506,979.857
1140,5946,19.057,-9.143,5.473,1004.571
1150,6127.3,19.414,-8.843,5.846,1070.714
1160,6329.8,19.143,-9.171,5.535,987.857
1170,6564,19.029,-9.6,5.305,980.714
1180,6798.3,19.657,-8.786,5.977,1031.286
1190,7032.5,18.814,-10.114,4.881,986.429
1200,7266.8,19.029,-9.786,5.085,874.571
1210,7501,19.486,-9.729,5.498,906.286
1220,7736.4,19.686,-8.8,5.905,875.571
1230,7975,18.771,-9.943,4.913,1052
1240,8213.7,19.329,-9.914,5.368,1055.143
1250,8452.3,18.857,-10.386,4.758,931.571
1260,8883.1,19.086,-9.986,5.057,886.857
1270,9602.1,18.371,-11.214,4.095,841.143
1280,10321.1,18.571,-10.671,4.551,985.286
1290,11040.1,NA,NA,NA,NA
1300,11538.4,NA,NA,NA,NA
1310,11705.9,NA,NA,NA,NA
1320,11873.4,NA,NA,NA,NA
1330,12040.9,NA,NA,NA,NA
1340,12208.4,NA,NA,NA,NA
1350,12375.9,NA,NA,NA,NA
1360,12637.3,NA,NA,NA,NA
1370,13117.9,NA,NA,NA,NA
1375,13358.1,NA,NA,NA,NA
1380,13598.4,NA,NA,NA,NA
1385,13838.7,NA,NA,NA,NA
1390,14078.9,NA,NA,NA,NA
1395,14319.2,NA,NA,NA,NA
1400,14559.5,NA,NA,NA,NA
