depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
940,Carbon-14,109502,40,1750,NA,NA
1000,Carbon-14,109503,45,3205,NA,NA
1066,Carbon-14,109504,45,4760,NA,NA
1118,Carbon-14,109505,45,6650,NA,NA
1160,Carbon-14,109506,60,8260,NA,NA
1222,Carbon-14,109507,85,10105,NA,NA
