depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
17.5,Carbon-14,111329,135,1795,Gyttja,NA
45,Carbon-14,111330,150,2285,Gyttja,NA
95,Carbon-14,111331,140,2855,Gyttja,NA
132.5,Carbon-14,111332,155,3460,Gyttja,NA
145,Carbon-14,111333,190,4135,Gyttja,NA
185,Carbon-14,111334,170,4880,Gyttja,NA
197.5,Carbon-14,111335,150,3765,Gyttja,NA
