depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
165.5,Carbon-14,109834,60,3450,gyttja,NA
325,Carbon-14,109835,90,7490,gyttja,NA
377.5,Carbon-14,109836,100,9270,gyttja,NA
