depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
2.5,313,14.114,-2.014,5.555,2059.857
8.75,906,14.657,-0.829,6.443,2015.429
13,1394,15.557,-1.071,6.833,1484.714
17,1928,15.357,-1.314,6.629,1620.143
21,2497,14.443,-2.414,5.598,1902.571
25,3084,15.1,-2.2,6.018,1521.571
29,3653,14.771,-1.257,6.294,1776.143
33,4316,15.186,-0.743,6.821,1640.143
37,4578,14.257,-1.829,5.758,2021.286
41,4780,14.786,-1.386,6.265,1852.429
45,4892,15.2,1.243,7.877,1663.429
49,5015,15.414,2.886,8.695,1631.857
53,5263,15.2,0.814,7.596,1545.714
57,5406,14.857,0.9,7.506,1707.714
61,5533,15.314,1.386,8.012,1649.286
65,5639,14.857,0.9,7.506,1707.714
69,5757,14.857,0.9,7.506,1707.714
73,5888,14.757,2.657,8.183,1647.143
77,6015,15.314,1.814,8.265,1527.857
81,6172,15.571,1.471,8.26,1555
85,6290,15.1,2.514,8.356,1719.143
89,6387,14.814,1.414,7.726,1513.857
93,6503,15.271,1.414,8.033,1571.714
97,6648,15.157,1.271,7.899,1585.857
101,6779,15.2,0.814,7.596,1545.714
105,6986,15.1,0.8,7.551,1608.571
109,7212,15.2,0.814,7.596,1545.714
113,7366,14.757,2.657,8.183,1647.143
117,7498,15.857,0.9,8.029,1323.714
121,7619,15.371,1.429,8.079,1508.857
125,7761,15.129,3.014,8.575,1599.286
129,7921,15.614,1.586,8.267,1425.714
133,8066,15.1,2.514,8.356,1719.143
137,8245,15.614,1.757,8.405,1527.429
141,8393,15.157,1.271,7.899,1585.857
145,8525,15.857,0.9,8.029,1323.714
149,8705,15.014,2.229,8.162,1654.143
153,9009,15.514,1.571,8.221,1488.571
157,9205,15.157,1.271,7.899,1585.857
162.5,9482,15.157,1.271,7.899,1585.857
167.5,9742,15.371,1.429,8.079,1508.857
172.5,10227,15.157,1.271,7.899,1585.857
177.5,10564,14.757,2.657,8.183,1647.143
182.5,11085,NA,NA,NA,NA
187.5,11310,NA,NA,NA,NA
192.5,11944,NA,NA,NA,NA
197.5,12506,NA,NA,NA,NA
203,12827,NA,NA,NA,NA
207,12967,NA,NA,NA,NA
211,13163,NA,NA,NA,NA
215,13341,NA,NA,NA,NA
219,13597,NA,NA,NA,NA
223,13821,NA,NA,NA,NA
227,14049,NA,NA,NA,NA
231,14389,NA,NA,NA,NA
235,14949,NA,NA,NA,NA
238,15133,NA,NA,NA,NA
242.5,15453,NA,NA,NA,NA
247.5,15879,NA,NA,NA,NA
