depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
95,Carbon-14,110614,80,4040,gyttja,NA
190,Carbon-14,110615,85,6920,gyttja,NA
275,Carbon-14,110616,90,8940,gyttja,NA
293.5,Carbon-14,110617,280,8935,gyttja,NA
300.5,Carbon-14,110618,230,9885,gyttja,NA
