year (AD),age (BP),d18O (permil)
-8699,10649,-6.277
-8705,10655,-6.339
-8711,10661,-6.385
-8717,10667,-6.335
-8723,10673,-6.286
-8729,10679,-6.23
-8735,10685,-6.16
-8741,10691,-6.132
-8747,10697,-6.152
-8753,10703,-6.185
-8759,10709,-6.226
-8765,10715,-6.267
-8771,10721,-6.185
-8777,10727,-6.075
-8783,10733,-5.97
-8789,10739,-6.005
-8795,10745,-6.036
-8801,10751,-6.051
-8807,10757,-6.077
-8813,10763,-6.13
-8819,10769,-6.182
-8825,10775,-6.139
-8831,10781,-5.997
-8837,10787,-5.856
-8843,10793,-5.858
-8849,10799,-5.924
-8855,10805,-5.991
-8861,10811,-6.057
-8867,10817,-5.988
-8873,10823,-5.908
-8879,10829,-5.842
-8885,10835,-5.906
-8891,10841,-5.97
-8897,10847,-6.007
-8903,10853,-5.964
-8909,10859,-5.863
-8915,10865,-5.649
-8921,10871,-5.559
-8927,10877,-5.631
-8933,10883,-5.704
-8939,10889,-5.665
-8945,10895,-5.541
-8951,10901,-5.418
-8957,10907,-5.541
-8963,10913,-5.769
-8969,10919,-5.74
-8975,10925,-5.646
-8981,10931,-5.824
-8987,10937,-6.032
-8993,10943,-6.217
-8999,10949,-6.055
-9005,10955,-5.894
-9011,10961,-5.827
-9017,10967,-6.048
-9023,10973,-6.179
-9029,10979,-6.159
-9035,10985,-6.14
-9041,10991,-6.115
-9047,10997,-6.085
-9053,11003,-6.001
-9059,11009,-5.892
-9065,11015,-5.782
-9071,11021,-5.787
-9077,11027,-5.814
-9083,11033,-5.841
-9089,11039,-5.868
-9095,11045,-5.803
-9101,11051,-5.737
-9107,11057,-5.674
-9113,11063,-5.672
-9119,11069,-5.67
-9125,11075,-5.681
-9131,11081,-6.052
-9137,11087,-6.412
-9143,11093,-6.35
-9149,11099,-6.288
-9155,11105,-6.227
-9161,11111,-6.212
-9167,11117,-6.183
-9173,11123,-6.019
-9179,11129,-5.854
-9185,11135,-5.79
-9191,11141,-5.988
-9197,11147,-6.004
-9203,11153,-5.837
-9209,11159,-5.897
-9215,11165,-6.008
-9221,11171,-5.959
-9227,11177,-5.759
-9233,11183,-5.746
-9239,11189,-5.886
-9245,11195,-5.958
-9251,11201,-6.082
-9257,11207,-5.948
-9263,11213,-5.637
-9269,11219,-5.839
-9275,11225,-5.787
-9281,11231,-5.819
-9287,11237,-5.831
-9293,11243,-5.559
-9299,11249,-5.35
-9305,11255,-5.605
-9311,11261,-5.49
-9317,11267,-5.302
-9323,11273,-5.544
-9329,11279,-5.785
-9335,11285,-5.585
-9341,11291,-5.279
-9347,11297,-5.115
-9353,11303,-5.241
-9359,11309,-5.313
-9365,11315,-5.354
-9371,11321,-5.494
-9377,11327,-5.641
-9383,11333,-5.765
-9389,11339,-5.851
-9395,11345,-5.936
-9401,11351,-5.92
-9407,11357,-5.87
-9413,11363,-5.751
-9419,11369,-5.632
-9425,11375,-5.626
-9431,11381,-5.695
-9437,11387,-5.61
-9443,11393,-5.514
-9449,11399,-5.625
-9455,11405,-6.019
-9461,11411,-6.003
-9467,11417,-5.857
-9473,11423,-5.776
-9479,11429,-5.886
-9485,11435,-5.916
-9491,11441,-5.89
-9497,11447,-5.881
-9503,11453,-6.055
-9509,11459,-6.112
-9515,11465,-6.002
-9521,11471,-5.891
-9527,11477,-6.07
-9533,11483,-6.203
-9539,11489,-6.053
-9545,11495,-5.903
-9551,11501,-5.723
-9557,11507,-5.537
-9563,11513,-5.704
-9569,11519,-5.871
-9575,11525,-6.022
-9581,11531,-6.156
-9587,11537,-6.063
-9593,11543,-5.921
-9599,11549,-5.851
-9605,11555,-5.952
-9611,11561,-6.053
-9617,11567,-6.155
-9623,11573,-6.238
-9629,11579,-6.171
-9635,11585,-6.183
-9641,11591,-6.299
-9647,11597,-6.415
-9653,11603,-6.065
-9659,11609,-5.754
-9665,11615,-5.714
-9671,11621,-5.627
-9677,11627,-5.504
-9683,11633,-5.383
-9689,11639,-5.316
-9695,11645,-5.249
-9701,11651,-5.182
-9707,11657,-5.115
-9713,11663,-5.238
-9719,11669,-5.396
-9725,11675,-5.553
-9731,11681,-5.711
-9737,11687,-5.73
-9743,11693,-5.676
-9749,11699,-5.63
-9755,11705,-5.642
-9761,11711,-5.654
-9767,11717,-5.666
-9773,11723,-5.631
-9779,11729,-5.581
-9785,11735,-5.549
-9791,11741,-5.567
-9797,11747,-5.585
-9803,11753,-5.525
-9809,11759,-5.437
-9815,11765,-5.348
-9821,11771,-5.344
-9827,11777,-5.479
-9833,11783,-5.614
-9839,11789,-5.571
-9845,11795,-5.498
-9851,11801,-5.482
-9857,11807,-5.574
-9863,11813,-5.564
-9869,11819,-5.505
-9875,11825,-5.452
-9881,11831,-5.4
-9887,11837,-5.313
-9893,11843,-5.188
-9899,11849,-5.063
-9905,11855,-5.311
-9911,11861,-5.493
-9917,11867,-5.461
-9923,11873,-5.429
-9929,11879,-5.425
-9935,11885,-5.422
-9941,11891,-5.33
-9947,11897,-5.237
-9953,11903,-5.316
-9959,11909,-5.522
-9965,11915,-5.484
-9971,11921,-5.416
-9977,11927,-5.349
-9983,11933,-5.281
-9989,11939,-5.217
-9995,11945,-5.154
-10001,11951,-5.13
-10007,11957,-5.275
-10013,11963,-5.342
-10019,11969,-5.331
-10025,11975,-5.32
-10031,11981,-5.309
-10037,11987,-5.322
-10043,11993,-5.387
-10049,11999,-5.452
-10055,12005,-5.352
-10061,12011,-5.22
-10067,12017,-5.171
-10073,12023,-5.123
-10079,12029,-5.237
-10085,12035,-5.459
-10091,12041,-5.324
-10097,12047,-5.156
-10103,12053,-5.07
-10109,12059,-5.109
-10115,12065,-5.091
-10121,12071,-5.051
-10127,12077,-5.058
-10133,12083,-5.25
-10139,12089,-5.247
-10145,12095,-5.068
-10151,12101,-4.89
-10157,12107,-4.98
-10163,12113,-5.07
-10169,12119,-5.16
-10175,12125,-5.25
-10181,12131,-5.149
-10187,12137,-5.021
-10193,12143,-5.042
-10199,12149,-5.063
-10205,12155,-5.121
-10211,12161,-5.204
-10217,12167,-5.091
-10223,12173,-4.959
-10229,12179,-4.853
-10235,12185,-4.787
-10241,12191,-4.8
-10247,12197,-4.846
-10253,12203,-4.901
-10259,12209,-4.998
-10265,12215,-5.035
-10271,12221,-5.011
-10277,12227,-4.987
-10283,12233,-4.958
-10289,12239,-4.943
-10295,12245,-4.964
-10301,12251,-4.985
-10307,12257,-5.04
-10313,12263,-5.086
-10319,12269,-4.945
-10325,12275,-4.804
-10331,12281,-4.946
-10337,12287,-5.292
-10343,12293,-5.254
-10349,12299,-5.175
-10355,12305,-5.082
-10361,12311,-4.967
-10367,12317,-5.051
-10373,12323,-5.212
-10379,12329,-5.312
-10385,12335,-5.179
-10391,12341,-5.087
-10397,12347,-5.033
-10403,12353,-4.98
-10409,12359,-4.968
-10415,12365,-4.954
-10421,12371,-4.935
-10427,12377,-4.917
-10433,12383,-4.818
-10439,12389,-4.701
-10445,12395,-4.585
