depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0.5,-44,27.7,18.543,23.577,1472
4.5,-2,27.7,18.529,23.562,1486.286
9.5,50,27.829,18.357,23.533,1514.143
14.5,73,27.8,18.371,23.526,1493.571
21,103,27.829,18.371,23.532,1514.143
25,122,27.829,18.357,23.531,1514.571
27,131,27.814,18.329,23.517,1512.429
31,149,27.8,18.371,23.537,1500.429
35,1472,27.729,18.529,23.58,1461
37,2133,27.786,18.329,23.511,1495.857
41,3455,27.771,18.343,23.51,1493.429
45,3555,27.771,18.343,23.508,1493
51,3704,27.786,18.329,23.508,1495.286
55,3803,27.771,18.386,23.529,1478.571
61,3952,27.771,18.357,23.515,1494.429
65,4052,27.771,18.343,23.508,1493
71,4201,27.771,18.343,23.506,1492.571
