depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,314.2,12.157,-7.243,2.329,1606.714
5,682.5,13.429,-2.3,5.206,1413.714
10,1050.7,13.643,-7.914,2.968,1130.286
15,1447,12.8,-6.414,3.024,1438.143
20,1627,15.329,2.557,8.413,1661.286
25,1808,13.771,-0.314,6.221,1665.143
27.5,1898,10.343,-25,-8,387.286
30,1989,10.729,-23.186,-6.919,334.143
40,2714,10.986,-20.629,-5.404,769.143
45,3258,12.929,-10.943,0.852,999.571
50,3803,12.157,-7.243,2.329,1606.714
55,4347,13.829,-1.929,5.638,1789.571
58,4674,13.243,-7.557,2.455,1007.143
60,4892,11.8,-7.229,2.112,1488
63,5219,12.186,-7.557,2.156,1682.143
65,5436,12.186,-7.557,2.156,1682.143
70,5892,12.629,-9.371,1.356,1589.714
75,5990,12.629,-9.371,1.356,1589.714
80,6088,10.086,-24.371,-7.965,491.857
85,6185,10.843,-18.743,-4.763,765.429
90,6283,12.486,-8.471,1.555,1609.143
95,6381,12.157,-7.243,2.329,1606.714
100,6479,11.3,-17.214,-3.558,1174.571
105,6577,11.714,-13.571,-1.396,1278
110,6675,12.486,-5.757,3.045,1989.714
115,6773,11.086,-17.914,-4.246,1098.143
120,6871,13.571,-3.857,4.694,1288.429
125,7057,11.229,-17.9,-4.175,1093.143
130,7242,10.243,-23.029,-7.294,578.429
135,7428,10.557,-21.9,-6.552,695
