depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
30,Carbon-14,110063,60,2540,organic silt,NA
280,Carbon-14,110064,90,6620,organic silt,NA
405,Carbon-14,110065,90,9350,organic silt,NA
445,Carbon-14,110066,440,14140,organic silt,NA
