depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
102.5,Carbon-14,110619,80,2860,gyttja,NA
125,Carbon-14,110620,90,6410,gyttja,NA
167.5,Carbon-14,110621,80,8590,gyttja,NA
216.5,Carbon-14,110622,110,10000,silty organic mud,NA
232,Carbon-14,110623,90,11300,silty organic mud,NA
