depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
107.5,Carbon-14,112589,145,2470,Peat material,NA
177.5,Carbon-14,112590,120,3280,Peat material,NA
242,Carbon-14,112591,100,3900,Peat material,NA
