depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
95,Carbon-14,108653,200,2520,Gyttja,NA
295,Carbon-14,108654,300,4335,Gyttja,NA
475,Carbon-14,108655,230,5680,Gyttja,NA
745,Carbon-14,108656,130,7880,Gyttja,NA
795,Carbon-14,108657,150,9230,Gyttja,NA
810,Carbon-14,108658,185,9540,Gyttja,NA
