age (Calibrated),temperature (degC)
211.677,14.061
371.014,13.846
560.86,13.716
751.299,14.055
991.329,11.541
1215.296,14.347
1912.154,12.466
2102.647,12.847
2353.781,13.099
2505.302,12.714
2657.632,12.968
3615.271,12.956
4207.719,12.651
4433.95,11.244
4896.329,10.259
5268.691,10.212
5268.691,10.212
5978.808,12.799
6081.332,9.734
6351.871,13.306
6518.485,12.835
6750.699,10.152
6918.229,10.405
6918.66,10.745
