depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
20,800,24.314,-5.486,10.408,909.571
40,1387,24.486,-3.986,11.255,963.714
60,1975,24.457,-3.857,11.28,1002.143
80,2562,25.014,-1.9,12.46,1075
100,3150,25.357,-1.571,12.821,1079.429
120,3469,23.957,-3.857,10.92,1008.857
140,3628,24.114,-4.157,10.957,1012.714
160,3786,24.386,-4.857,10.874,904.714
180,3945,24.971,-1.657,12.467,1092.143
200,4103,24.729,-2.543,12.027,1087.857
220,4227,25.914,-0.1,13.789,1074.857
240,4333,23.986,-3.829,10.98,1005.286
260,4439,22.386,-5.786,8.976,878.143
280,4546,23.857,-3.186,11.155,1043
300,4652,23.614,-3.529,10.78,957.571
320,4758,22.571,-5.614,9.285,922.429
340,4865,23.614,-4.171,10.599,1015.857
360,4971,22.786,-5.214,9.504,884.286
380,5077,23.457,-4.171,10.413,977.143
400,5184,23.9,-3.714,10.952,986.714
420,5290,23.129,-4.943,9.826,888.857
440,5428,23.029,-4.514,9.974,897.857
460,5585,24.357,-3.429,11.376,954.571
480,5741,23.914,-3.271,11.127,978.286
500,5898,22.771,-6.1,9.23,888.857
520,6055,23.2,-4.429,10.138,902.714
540,6211,23.371,-4.5,10.24,910
560,6368,23.171,-4.471,10.052,902.714
580,6525,23.857,-4.114,10.712,917.857
600,6681,23.043,-4.557,9.925,898
620,6838,24.314,-3.429,11.304,973.143
640,6995,23.071,-4.514,10.011,898
660,7151,23.543,-4.143,10.461,926.143
680,7308,23.857,-4.114,10.712,917.857
700,7465,23.957,-4.014,10.839,955.571
720,7621,22.757,-5.943,9.244,869.571
740,7713,22.486,-6.457,8.836,851.429
760,7765,23.143,-4.914,9.889,890.714
780,7817,22.771,-5.3,9.46,858.571
800,7869,23.486,-4.557,10.281,900
820,7921,23.814,-4.029,10.848,905.571
840,7974,23.843,-4.086,10.756,999.286
860,8026,25.214,-1.5,12.788,949.714
880,8078,24.443,-2.371,11.885,909.143
900,8130,24.843,-1.643,12.436,959.571
920,8183,24.1,-3.429,11.177,973
940,8235,24.071,-3.371,11.144,950.286
960,8287,23.629,-4.586,10.38,976.571
980,8556,22.186,-5.943,8.856,860.571
1000,8896,22.186,-5.943,8.856,860.571
1020,9237,22.271,-5.957,8.923,868.143
1040,9578,22.643,-5.929,9.163,878.857
1060,9918,22.586,-5.486,9.361,924.571
1080,10259,22.071,-6.514,8.506,803.571
1100,10600,22.171,-6.686,8.589,857.857
1120,10908,22.614,-5.557,9.32,870.857
1140,11121,NA,NA,NA,NA
1160,11366,NA,NA,NA,NA
1180,11710,NA,NA,NA,NA
1200,12054,NA,NA,NA,NA
1220,12398,NA,NA,NA,NA
1240,12742,NA,NA,NA,NA
1260,13087,NA,NA,NA,NA
1270,13260,NA,NA,NA,NA
