depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,9.129,-26,-9.421,304.429
2.5,57.8,5.471,-28.286,-12.45,261.714
5,115.7,7.5,-30.643,-12.743,232
7.5,260.9,6.671,-28.143,-11.819,238.429
10,493.6,5.514,-24.443,-9.965,330
12.5,726.2,4.514,-29.1,-13.364,318.857
15,958.8,7.971,-23.786,-8.564,298.286
17.5,1191.4,7.7,-24.814,-9.369,261.571
20,1424.1,8.729,-22.671,-7.898,364.143
22.5,1656.7,6.386,-15.529,-5.488,636.571
25,1889.3,7.614,-13.357,-3.638,825.429
27.5,2121.9,7.814,-14.1,-3.995,807
30,2171.3,7.6,-12.686,-3.088,910.857
32.5,2220.6,7.814,-14.1,-3.995,807
35,2270,9.071,-18.514,-5.34,754.143
37.5,2319.4,7.814,-14.1,-3.995,807
40,2368.7,8.8,-17.914,-5.288,756.143
42.5,2418.1,9.071,-18.514,-5.34,754.143
45,2467.4,7.814,-14.1,-3.995,807
47.5,2516.8,8.729,-17.857,-5.312,750.286
50,2566.1,7.814,-14.1,-3.995,807
52.5,2615.5,7.814,-14.1,-3.995,807
55,2664.8,7.814,-14.1,-3.995,807
57.5,2714.2,7.814,-14.1,-3.995,807
60,2763.5,9.071,-18.514,-5.34,754.143
62.5,2812.9,8.8,-16.543,-4.898,744.429
65,2862.2,8.729,-17.857,-5.312,750.286
67.5,2911.6,8.7,-17.9,-5.351,753
70,2961,7.814,-14.1,-3.995,807
72.5,3010.3,8.7,-17.9,-5.351,753
75,3059.7,9.071,-18.514,-5.34,754.143
77.5,3109,7.814,-14.1,-3.995,807
80,3158.4,8.586,-16.943,-4.969,736.857
82.5,3207.7,8.729,-17.857,-5.312,750.286
85,3257.1,8.729,-17.857,-5.312,750.286
87.5,3317.5,7.814,-14.1,-3.995,807
90,3389,9.043,-26.1,-9.573,256.286
92.5,3460.6,9.2,-18.771,-5.882,673.143
95,3532.1,9.071,-18.514,-5.34,754.143
97.5,3603.6,7.814,-14.1,-3.995,807
100,3675.2,8.243,-20.757,-7.315,399.286
102.5,3746.7,7.443,-13.4,-3.733,814
105,3818.2,7.171,-19.443,-7.17,413.286
107.5,3889.8,8.871,-20.743,-7.13,402.143
110,3961.3,8.143,-16.386,-5.012,727.429
112.5,4032.8,7.814,-14.1,-3.995,807
115,4104.4,6.471,-11.986,-3.517,833.571
