OriginalDateID (),TopDepthofDate (cm),BottomDepthofDate (cm),DateType (),DateBP (),Uncertaintyplus (),Uncertaintyminus (),IncludeYN (),AdditionalNotes ()
NA,NA,NA,Core top,NA,NA,NA,NA,NA
Ua-16003,57,58,C14 Uncalibrated,1520,80,80,Y,Terrestrial macroremain
Ua-16002,76,77,C14 Uncalibrated,2295,85,85,Y,Terrestrial macroremain
Ua-16001,108,109,C14 Uncalibrated,3585,80,80,Y,Terrestrial macroremain
Ua-16199,162,163,C14 Uncalibrated,7520,135,135,Y,Terrestrial macroremain
Ua-16000,207,208,C14 Uncalibrated,8505,130,130,Y,Terrestrial macroremain
