depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
139,Carbon-14,110259,60,3190,gyttja,Sample was enriched.
220.5,Carbon-14,110260,70,5040,gyttja,Sample was enriched.
294,Carbon-14,110261,100,6970,calcareous silty gyttja,Sample was enriched.
