age (BP) [1-1],d18O (permil) [1-1],age (BP) [2-1],d18O (permil) [2-1]
6977.3,-23.902,6977.6,-23.267
6987.3,-23.78,6987.6,-23.26
6997.3,-23.596,6997.6,-23.066
7007.3,-23.55,7007.6,-22.9
7017.3,-23.598,7017.6,-22.697
7027.3,-23.49,7027.6,-22.612
7037.3,-22.83,7037.6,-22.34
7047.3,-22.936,7047.6,-22.58
7057.3,-23.2,7057.6,-22.88
7067.3,-23.398,7067.6,-22.941
7077.3,-23.67,7077.6,-22.97
7087.3,-23.294,7087.6,-21.822
7097.3,-23.02,7097.6,-21.89
7107.3,-23.043,7107.6,-22.29
7117.3,-23.05,7117.6,-22.629
7127.3,-23.653,7127.6,-22.97
7137.3,-23.77,7137.6,-23.068
7147.3,-23.434,7147.6,-23.11
7157.3,-23.4,7157.6,-23.072
7167.3,-23.193,7167.6,-23.078
7177.3,-23.18,7177.6,-23.11
7187.3,-23.915,7187.6,-23.141
7197.3,-23.891,7197.6,-23.18
7207.3,-23.16,7207.6,-23.275
7217.3,-23.144,7217.6,-23.32
7227.3,-23.02,7227.6,-22.306
7237.3,-23.126,7237.6,-22.134
7247.3,-23.7,7247.6,-22.34
7257.3,-23.706,7257.6,-22.348
7267.3,-23.73,7267.6,-22.37
7277.3,-23.642,7277.6,-22.471
7287.3,-23.4,7287.6,-22.58
7297.3,-23.397,7297.6,-22.506
7307.3,-23.39,7307.6,-22.46
7317.3,-23.458,7317.6,-22.88
7327.3,-23.61,7327.6,-22.98
7337.3,-23.743,7337.6,-22.911
7347.3,-24.01,7347.6,-22.975
7357.3,-23.747,7357.6,-23.3
7367.3,-23.25,7367.6,-23.169
7377.3,-23.469,7377.6,-22.91
7387.3,-23.71,7387.6,-22.914
7397.3,-23.569,7397.6,-22.92
7407.3,-23.43,7407.6,-22.961
7417.3,-23.579,7417.6,-22.99
7427.3,-23.7,7427.6,-23.21
7437.3,-23.353,7437.6,-23.29
7447.3,-23.08,7447.6,-23.316
7457.3,-22.829,7457.6,-23.32
7467.3,-22.63,7467.6,-23.546
7477.3,-23.047,7477.6,-23.538
7487.3,-23.35,7487.6,-23.21
7497.3,-23.317,7497.6,-23.219
7507.3,-23.29,7507.6,-23.26
7517.3,-23.484,7517.6,-23.28
7527.3,-23.63,7527.6,-23.33
7537.3,-23.74,7537.6,-23.443
7547.3,-23.82,7547.6,-23.68
7557.3,-23.534,7557.6,-23.407
7567.3,-23.33,7567.6,-23.02
7577.3,-23.585,7577.6,-22.781
7587.3,-23.75,7587.6,-22.54
7597.3,-23.324,7597.6,-22.27
7607.3,-23.03,7607.6,-22.07
7617.3,-23.302,7617.6,-22.192
7627.3,-23.51,7627.6,-22.26
7637.3,-23.405,7637.6,-23.134
7647.3,-23.35,7647.6,-23.63
7657.3,-23.098,7657.6,-23.575
7667.3,-22.94,7667.6,-23.55
7677.3,-22.974,7677.6,-23.33
7687.3,-23,7687.6,-23.25
7697.3,-23.084,7697.6,-22.918
7707.3,-23.17,7707.6,-22.78
7717.3,-23.023,7717.6,-22.882
7727.3,-22.82,7727.6,-22.92
7737.3,-22.79,7737.6,-23.183
7747.3,-22.73,7747.6,-23.27
7757.3,-22.863,7757.6,-23.262
7767.3,-23.29,7767.6,-23.26
7777.3,-23.339,7777.6,-23.505
7787.3,-23.66,7787.6,-23.61
7797.3,-23.655,7797.6,-23.534
7807.3,-23.38,7807.6,-23.5
7817.3,-23.38,7817.6,-23.317
7827.3,-23.309,7827.6,-23.23
7837.3,-23.3,7837.6,-23.204
7847.3,-23.376,7847.6,-23.19
7857.3,-23.41,7857.6,-22.984
7867.3,-23.482,7867.6,-22.82
7877.3,-23.72,7877.6,-23.29
7887.3,-23.72,7887.6,-23.73
7897.3,-23.446,7897.6,-23.837
7907.3,-23.36,7907.6,-23.96
7917.3,-23.49,7917.6,-23.632
7927.3,-23.66,7927.6,-23.16
7937.3,-23.66,7937.6,-23.031
7947.3,-22.938,7947.6,-22.69
7957.3,-22.92,7957.6,-22.768
7967.3,-23.007,7967.6,-23.08
7977.3,-23.08,7977.6,-23.087
7987.3,-23.045,7987.6,-23.14
7997.3,-22.48,7997.6,-23.137
8007.3,-22.48,8007.6,-23.02
8017.3,-22.654,8017.6,-23.02
8027.3,-22.77,8027.6,-22.578
8037.3,-22.855,8037.6,-22.5
8047.3,-23.72,8047.6,-22.426
8057.3,-23.72,8057.6,-22.4
8067.3,-23.762,8067.6,-22.802
8077.3,-23.79,8077.6,-23.05
8087.3,-23.755,8087.6,-22.991
8097.3,-23.24,8097.6,-22.93
8107.3,-23.24,8107.6,-23.092
8117.3,-22.948,8117.6,-23.51
8127.3,-22.71,8127.6,-23.522
8137.3,-22.71,8137.6,-23.6
8147.3,-23.055,8147.6,-23.6
8157.3,-23.06,8157.6,-23.327
8167.3,-23.132,8167.6,-23.32
8177.3,-23.24,8177.6,-23.078
8187.3,-23.24,8187.6,-23.02
8197.3,-23.46,8197.6,-23.059
8207.3,-23.5,8207.6,-23.09
8217.3,-23.464,8217.6,-23.048
8227.3,-23.35,8227.6,-22.95
8237.3,-23.35,8237.6,-22.956
8247.3,-23.756,8247.6,-23.13
8257.3,-23.97,8257.6,-23.13
8267.3,-23.957,8267.6,-23.13
8277.3,-23.03,8277.6,-23.13
8287.3,-23.03,8287.6,-23.223
8297.3,-23.235,8297.6,-23.37
8307.3,-23.54,8307.6,-23.328
8317.3,-23.54,8317.6,-22.9
8327.3,-23.152,8327.6,-22.9
8337.3,-23.09,8337.6,-22.773
8347.3,-23.077,8347.6,-22.72
8357.3,-22.95,8357.6,-22.777
8367.3,-22.95,8367.6,-22.87
8377.3,-22.981,8377.6,-22.88
8387.3,-23.04,8387.6,-23.08
8397.3,-23.04,8397.6,-23.08
8407.3,-23.052,8407.6,-23.257
8417.3,-23.06,8417.6,-23.36
8427.3,-23.06,8427.6,-23.388
8437.3,-23.263,8437.6,-23.46
8447.3,-23.31,8447.6,-23.46
8457.3,-23.302,8457.6,-23.104
8467.3,-22.89,8467.6,-23.07
8477.3,-22.89,8477.6,-22.991
8487.3,-23.02,8487.6,-22.9
8497.3,-23.51,8497.6,-22.926
8507.3,-23.51,8507.6,-23.25
8517.3,-23.364,8517.6,-23.25
8527.3,-23.13,8527.6,-22.958
8537.3,-23.13,8537.6,-22.82
8547.3,-23.211,8547.6,-22.824
8557.3,-23.28,8557.6,-22.84
8567.3,-23.28,8567.6,-22.84
8577.3,-23.197,8577.6,-23.017
8587.3,-23.15,8587.6,-23.07
8597.3,-23.15,8597.6,-23.063
8607.3,-23.432,8607.6,-23.05
8617.3,-23.52,8617.6,-23.05
8627.3,-23.52,8627.6,-23.582
8637.3,-23.555,8637.6,-23.7
8647.3,-23.56,8647.6,-23.649
8657.3,-23.56,8657.6,-23.56
8667.3,-23.092,8667.6,-23.56
8677.3,-23.07,8677.6,-23.083
8687.3,-23.069,8687.6,-23.03
8697.3,-23.02,8697.6,-23.02
8707.3,-23.02,8707.6,-23
8717.3,-23.04,8717.6,-23
8727.3,-23.18,8727.6,-22.787
8737.3,-23.18,8737.6,-22.75
8747.3,-23.195,8747.6,-22.866
8757.3,-23.24,8757.6,-23.08
8767.3,-23.24,8767.6,-23.08
8777.3,-23.255,8777.6,-23.133
8787.3,-23.28,8787.6,-23.15
8797.3,-23.28,8797.6,-23.183
8807.3,-23.252,8807.6,-23.29
8817.3,-23.22,8817.6,-23.29
8827.3,-23.22,8827.6,-23.304
8837.3,-23.344,8837.6,-23.31
8847.3,-23.47,8847.6,-23.337
8857.3,-23.47,8857.6,-23.73
8867.3,-23.353,8867.6,-23.73
8877.3,-23.26,8877.6,-23.589
8887.3,-23.26,8887.6,-23.45
8897.3,-23.218,8897.6,-23.449
8907.3,-23.19,8907.6,-23.36
8917.3,-23.19,8917.6,-23.36
8927.3,-23.248,8927.6,-23.243
8937.3,-23.29,8937.6,-23.13
8947.3,-23.29,8947.6,-23.13
8957.3,-23.232,8957.6,-23.26
8967.3,-23.19,8967.6,-23.26
8977.3,-23.19,8977.6,-23.387
8987.3,-23.242,8987.6,-23.53
8997.3,-23.28,8997.6,-23.53
9007.3,-23.28,9007.6,-23.792
9017.3,-22.887,9017.6,-23.81
9027.3,-22.67,9027.6,-23.686
9037.3,-22.67,9037.6,-23.49
9047.3,-23.046,9047.6,-23.49
9057.3,-23.3,9057.6,-23.333
9067.3,-23.3,9067.6,-23.3
9077.3,-23.329,9077.6,-23.308
9087.3,-23.36,9087.6,-23.33
9097.3,-23.36,9097.6,-23.33
9107.3,-23.509,9107.6,-23.114
9117.3,-23.74,9117.6,-22.96
9127.3,-23.74,9127.6,-22.96
9137.3,-23.721,9137.6,-23.434
9147.3,-23.66,9147.6,-23.44
9157.3,-23.66,9157.6,-23.504
9167.3,-23.658,9167.6,-23.61
9177.3,-23.63,9177.6,-23.61
9187.3,-23.63,9187.6,-23.527
9197.3,-23.63,9197.6,-23.5
9207.3,-23.033,9207.6,-23.499
9217.3,-22.98,9217.6,-23.49
9227.3,-22.98,9227.6,-23.49
9237.3,-23.022,9237.6,-23.294
9247.3,-23.04,9247.6,-23.08
9257.3,-23.04,9257.6,-23.08
9267.3,-23.18,9267.6,-23.203
9277.3,-23.31,9277.6,-23.23
9287.3,-23.31,9287.6,-23.27
9297.3,-23.315,9297.6,-23.5
9307.3,-23.33,9307.6,-23.5
9317.3,-23.33,9317.6,-23.491
9327.3,-23.323,9327.6,-23.48
9337.3,-23.14,9337.6,-23.48
9347.3,-23.14,9347.6,-23.404
9357.3,-23.14,9357.6,-23.38
9367.3,-23.229,9367.6,-23.368
9377.3,-23.26,9377.6,-23.17
9387.3,-23.26,9387.6,-23.17
9397.3,-23.285,9397.6,-23.326
9407.3,-23.32,9407.6,-23.64
9417.3,-23.32,9417.6,-23.64
9427.3,-23.383,9427.6,-23.509
9437.3,-23.8,9437.6,-23.42
9447.3,-23.8,9447.6,-23.42
9457.3,-23.8,9457.6,-23.201
9467.3,-23.493,9467.6,-23.13
9477.3,-23.4,9477.6,-23.13
9487.3,-23.4,9487.6,-23.309
9497.3,-23.26,9497.6,-23.31
9507.3,-23.08,9507.6,-23.364
9517.3,-23.08,9517.6,-23.56
9527.3,-23.109,9527.6,-23.56
9537.3,-23.23,9537.6,-23.384
9547.3,-23.23,9547.6,-23.15
9557.3,-23.23,9557.6,-23.15
9567.3,-23.393,9567.6,-23.194
9577.3,-23.46,9577.6,-23.22
9587.3,-23.46,9587.6,-23.22
9597.3,-23.432,9597.6,-23.269
9607.3,-23.35,9607.6,-23.28
9617.3,-23.35,9617.6,-23.28
9627.3,-23.35,9627.6,-23.544
9637.3,-23.292,9637.6,-23.55
9647.3,-23.27,9647.6,-23.572
9657.3,-23.27,9657.6,-23.71
9667.3,-23.27,9667.6,-23.71
9677.3,-23.27,9677.6,-23.688
9687.3,-23.27,9687.6,-23.63
9697.3,-23.27,9697.6,-23.63
9707.3,-23.369,9707.6,-23.581
9717.3,-23.41,9717.6,-23.47
9727.3,-23.41,9727.6,-23.47
9737.3,-23.433,9737.6,-23.576
9747.3,-23.64,9747.6,-23.72
9757.3,-23.64,9757.6,-23.72
9767.3,-23.64,9767.6,-23.898
9777.3,-23.915,9777.6,-24.06
9787.3,-24.16,9787.6,-24.06
9797.3,-24.16,9797.6,-23.968
9807.3,-24.16,9807.6,-23.88
9817.3,-23.666,9817.6,-23.88
9827.3,-23.63,9827.6,-23.822
9837.3,-23.63,9837.6,-23.78
9847.3,-23.571,9847.6,-23.78
9857.3,-23.447,9857.6,-23.689
9867.3,-23.48,9867.6,-23.61
9877.3,-23.366,9877.6,-23.61
9887.3,-23.17,9887.6,-23.547
9897.3,-23.216,9897.6,-23.5
9907.3,-23.29,9907.6,-23.5
9917.3,-23.246,9917.6,-23.711
9927.3,-23.352,9927.6,-23.92
9937.3,-23.571,9937.6,-23.92
9947.3,-23.633,9947.6,-24.027
9957.3,-23.431,9957.6,-24.13
9967.3,-23.182,9967.6,-24.13
9977.3,-23.9,9977.6,-24
9987.3,-23.454,9987.6,-23.81
9997.3,-23.677,9997.6,-23.81
10007.3,-23.741,10007.6,-23.628
10017.3,-23.722,10017.6,-23.34
10027.3,-23.802,10027.6,-23.34
10037.3,-23.68,10037.6,-23.47
10047.3,-23.328,10047.6,-23.71
10057.3,-23.518,10057.6,-23.71
10067.3,-23.412,10067.6,-23.732
10077.3,-23.312,10077.6,-23.82
10087.3,-23.363,10087.6,-23.82
10097.3,-23.27,10097.6,-23.868
10107.3,-23.932,10107.6,-24.18
10117.3,-23.849,10117.6,-24.18
10127.3,-23.909,10127.6,-24.18
10137.3,-24.025,10137.6,-24.152
10147.3,-24.047,10147.6,-24.15
10157.3,-23.71,10157.6,-24.15
10167.3,-23.486,10167.6,-24.125
10177.3,-23.429,10177.6,-24.12
10187.3,-23.388,10187.6,-24.12
10197.3,-23.454,10197.6,-24.308
10207.3,-23.73,10207.6,-24.42
10217.3,-23.76,10217.6,-24.42
10227.3,-23.72,10227.6,-24.425
10237.3,-23.606,10237.6,-24.43
10247.3,-23.494,10247.6,-24.43
10257.3,-23.43,10257.6,-24.455
10267.3,-23.43,10267.6,-24.5
10277.3,-23.675,10277.6,-24.5
10287.3,-23.791,10287.6,-24.497
10297.3,-23.87,10297.6,-24.46
10307.3,-23.952,10307.6,-24.46
10317.3,-23.99,10317.6,-24.46
10327.3,-23.813,10327.6,-24.388
10337.3,-23.864,10337.6,-24.38
10347.3,-23.855,10347.6,-24.38
10357.3,-23.693,10357.6,-24.218
10367.3,-23.4,10367.6,-24.11
10377.3,-23.574,10377.6,-24.11
10387.3,-23.653,10387.6,-24.192
10397.3,-23.685,10397.6,-24.32
10407.3,-23.67,10407.6,-24.32
10417.3,-23.65,10417.6,-24.291
10427.3,-23.552,10427.6,-23.72
10437.3,-23.505,10437.6,-23.72
10447.3,-23.46,10447.6,-23.72
10457.3,-23.23,10457.6,-23.84
10467.3,-23.397,10467.6,-23.87
10477.3,-23.611,10477.6,-23.87
10487.3,-23.843,10487.6,-23.999
10497.3,-24.128,10497.6,-24.17
10507.3,-23.98,10507.6,-24.17
10517.3,-23.932,10517.6,-24.131
10527.3,-23.946,10527.6,-23.91
10537.3,-24.01,10537.6,-23.91
10547.3,-24.17,10547.6,-23.91
10557.3,-24.128,10557.6,-24.191
10567.3,-23.81,10567.6,-24.24
10577.3,-23.693,10577.6,-24.24
10587.3,-23.621,10587.6,-24.299
10597.3,-23.94,10597.6,-24.38
10607.3,-24.029,10607.6,-24.38
10617.3,-24.17,10617.6,-24.38
10627.3,-23.902,10627.6,-24.273
10637.3,-23.834,10637.6,-24.27
10647.3,-23.92,10647.6,-24.27
10657.3,-24.042,10657.6,-24.302
10667.3,-24.16,10667.6,-24.35
10677.3,-23.985,10677.6,-24.35
10687.3,-23.988,10687.6,-24.35
10697.3,-24.08,10697.6,-24.515
10707.3,-24.01,10707.6,-24.53
10717.3,-23.96,10717.6,-24.53
10727.3,-24.026,10727.6,-24.488
10737.3,-24.095,10737.6,-24.39
10747.3,-24.26,10747.6,-24.39
10757.3,-24.241,10757.6,-24.39
10767.3,-24.23,10767.6,-24.429
10777.3,-24.21,10777.6,-24.44
10787.3,-24.238,10787.6,-24.44
10797.3,-24.29,10797.6,-24.418
10807.3,-24.242,10807.6,-24.26
10817.3,-24.22,10817.6,-24.26
10827.3,-24.37,10827.6,-24.26
10837.3,-24.326,10837.6,-24.204
10847.3,-24.23,10847.6,-24.16
10857.3,-24.242,10857.6,-24.16
10867.3,-24.25,10867.6,-24.16
10877.3,-24.334,10877.6,-24.493
10887.3,-24.406,10887.6,-24.5
10897.3,-24.63,10897.6,-24.5
10907.3,-24.536,10907.6,-24.487
10917.3,-24.45,10917.6,-24.45
10927.3,-24.604,10927.6,-24.45
10937.3,-24.656,10937.6,-24.45
10947.3,-24.81,10947.6,-24.533
10957.3,-24.795,10957.6,-24.58
10967.3,-24.77,10967.6,-24.58
10977.3,-24.641,10977.6,-24.58
10987.3,-24.57,10987.6,-24.703
10997.3,-24.511,10997.6,-24.72
11007.3,-24.512,11007.6,-24.72
11017.3,-24.52,11017.6,-24.8
11027.3,-24.53,11027.6,-25.09
11037.3,-24.54,11037.6,-25.09
11047.3,-24.608,11047.6,-25.09
11057.3,-24.63,11057.6,-25.214
11067.3,-24.78,11067.6,-25.392
11077.3,-24.821,11077.6,-25.46
11087.3,-24.95,11087.6,-25.599
11097.3,-25.041,11097.6,-25.654
11107.3,-25.14,11107.6,-25.52
11117.3,-25.416,11117.6,-25.52
11127.3,-25.53,11127.6,-25.397
11137.3,-25.679,11137.6,-25.19
11147.3,-25.674,11147.6,-25.219
11157.3,-25.48,11157.6,-25.22
11167.3,-25.459,11167.6,-25.201
11177.3,-25.38,11177.6,-25.01
11187.3,-25.418,11187.6,-25.016
11197.3,-25.52,11197.6,-25.074
11207.3,-25.491,11207.6,-25.3
11217.3,-25.43,11217.6,-25.186
11227.3,-25.443,11227.6,-25.129
11237.3,-25.46,11237.6,-25.1
11247.3,-25.493,11247.6,-25.528
11257.3,-25.53,11257.6,-25.52
11267.3,-25.611,11267.6,-25.25
11277.3,-25.69,11277.6,-25.207
11287.3,-25.732,11287.6,-25.382
11297.3,-25.76,11297.6,-25.71
11307.3,-25.773,11307.6,-25.604
11317.3,-25.78,11317.6,-25.34
11327.3,-25.691,11327.6,-24.98
11337.3,-25.64,11337.6,-24.897
11347.3,-26.004,11347.6,-25.039
11357.3,-26.15,11357.6,-25.23
11367.3,-26.292,11367.6,-25.211
11377.3,-26.35,11377.6,-25.214
11387.3,-26.58,11387.6,-25.22
11397.3,-26.68,11397.6,-25.295
11407.3,-27.006,11407.6,-25.224
11417.3,-27.11,11417.6,-25.12
11427.3,-27.403,11427.6,-25.128
11437.3,-27.51,11437.6,-25.244
11447.3,-27.832,11447.6,-25.48
11457.3,-27.97,11457.6,-25.385
11467.3,-28.451,11467.6,-25.268
11477.3,-28.62,11477.6,-25
11487.3,-29.342,11487.6,-24.866
11497.3,-29.66,11497.6,-24.849
11507.3,-29.929,11507.6,-25.06
11517.3,-30.076,11517.6,-25.209
11527.3,-30.121,11527.6,-25.317
11537.3,-30.207,11537.6,-25.54
11547.3,-30.107,11547.6,-25.503
11557.3,-30.095,11557.6,-25.46
11567.3,-32.03,11567.6,-25.328
11577.3,-35.314,11577.6,-25.22
11587.3,-35.821,11587.6,-25
11597.3,-34.567,11597.6,-24.958
11607.3,-34.14,11607.6,-24.969
11617.3,-33.002,11617.6,-25.25
11627.3,-31.608,11627.6,-25.304
11637.3,-31.292,11637.6,-25.36
11647.3,-31.283,11647.6,-25.386
11657.3,-32.13,11657.6,-25.325
11667.3,-32.504,11667.6,-25.06
11677.3,-32.011,11677.6,-25.253
11687.3,-32.354,11687.6,-25.4
11697.3,-32.513,11697.6,-25.307
11707.3,-32.424,11707.6,-25.257
11717.3,-32.381,11717.6,-25.15
11727.3,-32.546,11727.6,-25.245
11737.3,-32.79,11737.6,-25.3
11747.3,-32.552,11747.6,-25.193
11757.3,-32.328,11757.6,-25.096
11767.3,-31.919,11767.6,-24.88
11777.3,-31.37,11777.6,-24.955
11787.3,-30.952,11787.6,-24.995
NA,NA,11797.6,-25.08
NA,NA,11807.6,-25.155
NA,NA,11817.6,-25.26
NA,NA,11827.6,-25.035
NA,NA,11837.6,-24.945
NA,NA,11847.6,-24.77
NA,NA,11857.6,-24.905
NA,NA,11867.6,-25.1
NA,NA,11877.6,-25.078
NA,NA,11887.6,-25.061
NA,NA,11897.6,-24.94
NA,NA,11907.6,-24.967
NA,NA,11917.6,-25.01
NA,NA,11927.6,-25.184
NA,NA,11937.6,-25.26
NA,NA,11947.6,-25.31
NA,NA,11957.6,-25.36
NA,NA,11967.6,-25.48
NA,NA,11977.6,-25.457
NA,NA,11987.6,-25.44
NA,NA,11997.6,-25.286
NA,NA,12007.6,-25.261
NA,NA,12017.6,-25.27
NA,NA,12027.6,-25.201
NA,NA,12037.6,-25.06
NA,NA,12047.6,-25.031
NA,NA,12057.6,-25.01
NA,NA,12067.6,-25.06
NA,NA,12077.6,-25.083
NA,NA,12087.6,-25.27
NA,NA,12097.6,-25.305
NA,NA,12107.6,-25.39
NA,NA,12117.6,-25.39
NA,NA,12127.6,-25.39
NA,NA,12137.6,-25.469
NA,NA,12147.6,-25.5
NA,NA,12157.6,-25.427
NA,NA,12167.6,-25.447
NA,NA,12177.6,-25.67
NA,NA,12187.6,-25.691
NA,NA,12197.6,-25.76
NA,NA,12207.6,-25.704
NA,NA,12217.6,-25.62
NA,NA,12227.6,-25.727
NA,NA,12237.6,-25.81
NA,NA,12247.6,-26.047
NA,NA,12257.6,-26.14
NA,NA,12267.6,-26.753
NA,NA,12277.6,-26.85
NA,NA,12287.6,-27.5
NA,NA,12297.6,-27.631
NA,NA,12307.6,-28.55
NA,NA,12317.6,-28.783
NA,NA,12327.6,-29.52
NA,NA,12337.6,-29.793
NA,NA,12347.6,-30.31
NA,NA,12357.6,-30.544
NA,NA,12367.6,-30.84
NA,NA,12377.6,-31.108
NA,NA,12387.6,-31.35
NA,NA,12397.6,-32.471
NA,NA,12407.6,-33.21
NA,NA,12417.6,-34.101
NA,NA,12427.6,-34.69
NA,NA,12437.6,-34.578
NA,NA,12447.6,-34.52
NA,NA,12457.6,-33.981
NA,NA,12467.6,-33.75
NA,NA,12477.6,-33.405
NA,NA,12487.6,-33.28
NA,NA,12497.6,-33.001
NA,NA,12507.6,-32.91
NA,NA,12517.6,-33.132
NA,NA,12527.6,-33.2
NA,NA,12537.6,-32.847
NA,NA,12547.6,-32.74
