depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
235,Carbon-14,111191,100,4300,NA,NA
385,Carbon-14,111192,70,4450,NA,NA
590,Carbon-14,111193,90,7450,NA,NA
