depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-3,20.214,-7.686,6.689,285.714
10,7,20.829,-5.686,7.79,264
20,18,19.829,-7.171,6.482,350.714
30,28,20.814,-4.4,8.326,282.571
50,49,19.943,-8.914,5.723,364
60,60,20.871,-5.6,7.657,303.286
70,96,20.057,-4.943,7.714,291.714
110,341,21.686,-3,9.496,225.714
190,830,21.543,-4.086,8.823,257.286
270,1320,21.443,-2.414,9.599,227.714
350,1810,18.543,-11.343,4.356,356.286
430,2300,19.6,-9.414,5.332,391.571
510,2790,19.743,-9.571,5.599,341.429
590,3279,21.129,-2.786,9.304,231.143
670,3769,19.971,-9.4,5.481,397.429
750,4259,19.714,-9.271,5.53,375.286
790,4504,21.943,-2.043,9.971,225.143
830,4749,19.814,-8.171,6.236,320.857
870,4994,20.3,-8.414,6.418,313.714
910,5239,18.157,-6.386,5.949,458.714
950,5484,19.629,-7.829,6.16,355.429
990,5729,21.329,-3.429,9.119,239.571
1030,5974,21.7,-3.629,8.851,278.857
1070,6218,22.1,-2.5,9.945,196.857
1120,6525,21.171,-3.629,8.668,289.286
1160,6769,22.143,-1.329,10.358,227.857
1200,7014,20.814,-5.714,7.256,356.714
1210,7076,20.914,-6.229,7.187,347.857
1220,7137,20.5,-6.929,7.007,288.143
1230,7198,20.743,-4.871,7.806,309.286
1240,7259,20.786,-5.9,6.996,374.286
1250,7321,21.686,-5.529,7.669,367.571
