depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
175,Carbon-14,110040,80,1660,bulk sediment,NA
520,Carbon-14,110041,70,5450,bulk sediment,NA
780,Carbon-14,110042,110,7120,bulk sediment,NA
985,Carbon-14,110043,110,10230,bulk sediment,NA
1108,Carbon-14,112592,150,12050,peat,NA
1180.5,Carbon-14,110044,200,13270,gyttja,NA
1195,Carbon-14,110045,150,11760,Picea wood,NA
1195,Carbon-14,112593,150,11840,plant remains,NA
