depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,1,16.343,-18.314,-0.358,873.857
5,157,15.271,-23.071,-3.264,679.714
10,312,15.143,-25.1,-4.265,556.286
15,467,13.743,-25.043,-4.724,621.714
20,622,14.457,-26.571,-5.174,497.571
25,778,13.971,-26.486,-5.698,497.857
30,933,13.743,-23.871,-4.055,692.143
35,1088,14.614,-26.586,-5.276,491.571
40,1243,12.886,-23.214,-4.065,737.429
45,1399,14.343,-24.471,-4.346,609.143
50,1458,15.214,-20.6,-1.882,815.857
55,1517,13.7,-23.629,-4.093,742
60,1577,14.486,-26.357,-4.998,506.571
65,1636,13.829,-23.871,-4.527,670.714
70,1695,13.629,-27.371,-6.657,417.571
75,1754,11.486,-24.171,-5.314,716.714
80,1814,14.586,-24.514,-4.351,624
85,1873,12.771,-24.757,-5.468,666.286
90,1932,14.657,-28.343,-6.339,332.714
95,1992,14.3,-26.843,-6.436,435.429
100,2051,13.829,-27.314,-6.657,435.286
105,2110,13.543,-26.129,-6.106,509.286
110,2170,13.257,-26.786,-6.485,483.429
115,2229,12.314,-25.3,-5.973,604.714
120,2288,14.829,-25.114,-4.725,552.286
125,2348,13.529,-25.957,-5.967,523.857
130,2407,13.271,-26.786,-6.485,480.429
135,2466,13.486,-26.029,-5.912,539.714
140,2525,13.7,-27.414,-6.692,425.429
145,2585,13.186,-24.271,-4.874,697.857
150,2670,13.814,-27.429,-6.76,417.143
155,2756,12.957,-26.057,-6.243,548.286
160,2842,13.443,-26.171,-6.333,514.429
165,2928,12.6,-26.214,-6.307,522.286
170,3013,13.557,-27.286,-6.619,416.286
175,3099,13.114,-26.657,-6.412,474.286
180,3185,13.386,-26.686,-6.45,493.286
185,3270,13.171,-24.6,-5.265,581.429
190,3356,14.8,-25.443,-5.281,547.857
195,3442,13.114,-24.6,-5.293,577.714
200,3528,13.729,-27.486,-6.654,424.571
205,3613,13.714,-24.671,-5.611,573.571
210,3699,13.171,-24.6,-5.265,581.429
215,3785,13.057,-26.157,-6.546,508.143
220,3870,13.029,-26.643,-6.446,468.286
225,3956,12.057,-23.357,-4.844,676
230,4042,13.029,-26.643,-6.446,468.286
235,4128,13.643,-25.286,-5.687,530.429
240,4213,13.357,-26.486,-6.4,492.857
245,4299,14.357,-23.9,-4.696,599.571
250,4345,15.543,-17.2,-0.34,1043.286
255,4392,13.643,-25.286,-5.687,530.429
260,4438,12.986,-23.243,-4.902,694.857
265,4485,14.343,-22.8,-3.98,711.143
275,4578,13.071,-24.614,-5.335,575
280,4624,14.114,-22.843,-4.114,664.286
285,4671,14.557,-22.186,-3.536,725
290,4717,15.071,-22.686,-3.783,655.286
295,4763,13.071,-24.614,-5.335,575
300,4810,14.014,-22.614,-4.179,661
305,4856,14.014,-22.743,-4.043,657.571
310,4903,14.229,-24.771,-4.929,592.429
315,4949,13.171,-24.714,-5.406,581.714
320,4996,15.243,-19.314,-1.681,897.571
325,5042,13.743,-25.271,-5.618,536.857
330,5089,15.371,-19.114,-1.531,892.429
335,5135,14.171,-21.657,-3.157,780
340,5181,13.071,-24.371,-5.33,578.143
345,5228,13.2,-22.514,-4.239,693.286
350,5274,14.129,-21.6,-3.117,744
355,5321,13.171,-24.6,-5.265,581.429
360,5367,12.929,-26.657,-6.515,461.857
365,5541,15.057,-18.329,-0.987,951.143
370,5716,15.486,-20.557,-2.415,767
375,5890,14.857,-23.357,-4.225,663.429
380,6064,13.157,-26.443,-6.487,496
385,6239,13.771,-24.971,-5.587,557.857
390,6413,13.143,-24.057,-5.263,602.714
395,6587,14.786,-25.257,-4.996,547.143
400,6761,15.114,-23.1,-3.429,673.143
405,6936,13.671,-24.057,-4.794,645.286
410,7110,14,-26.686,-6.157,464
415,7284,13.171,-24.6,-5.265,581.429
420,7459,14.3,-27.814,-6.298,366
425,7633,12.471,-22.571,-4.465,742.143
430,7808,14.829,-25.114,-4.725,552.286
435,7983,12.129,-23.986,-5.86,676.429
440,8158,13.214,-19.871,-2.885,808.571
445,8332,13.886,-17.757,-1.811,937.571
