depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,19.171,-9.429,5.514,1024.857
25,298,18.9,-9.629,5.187,997.714
50,596,19.014,-10.043,5.102,941
75,894,19.043,-10.257,5.052,1002.143
95,1133,19.557,-9.157,5.786,1001.857
125,1491,19.371,-10.2,5.232,909.714
150,1789,19.114,-9.914,5.201,965.571
175,2087,19.029,-10.071,5.099,965.857
200,2385,19.214,-9.729,5.331,1003.429
225,2683,19.514,-9.186,5.758,1002.714
250,2981,19.771,-9.529,5.758,933.571
275,3279,19.371,-10.186,5.24,932.714
300,3548,19.071,-10.157,5.071,956.571
325,3701,19.243,-9.614,5.426,979.429
350,3854,19.514,-9.657,5.563,959
375,4007,19.514,-9.657,5.563,959
400,4160,19.586,-10.257,5.414,960.286
425,4312,19.414,-9.6,5.52,1002.429
450,4465,19.157,-9.4,5.463,1056.143
475,4618,19.471,-9.814,5.483,961.429
500,5569,19.786,-9.786,5.658,939.714
525,5883,19.957,-9.986,5.685,904.714
537,6033,19.557,-9.657,5.579,949
550,6196,19.671,-11.157,5.062,837.286
562,6347,19.3,-10.271,5.18,934.714
575,6510,19.686,-8.743,6.03,1016
587,6660,19.743,-10.9,5.193,872.429
600,6823,19.729,-10.957,5.163,833.714
625,7137,19.771,-11.671,4.96,836.857
650,7450,19.657,-11.229,5.026,832.429
675,7763,19.929,-11.157,5.208,815.857
700,8231,19.771,-8.5,6.062,768.286
725,9315,20.029,-8.686,6.14,770.857
750,10399,19.871,-9.229,5.854,768.286
765,11050,NA,NA,NA,NA
775,11192,NA,NA,NA,NA
785,11335,NA,NA,NA,NA
800,11549,NA,NA,NA,NA
810,11692,NA,NA,NA,NA
820,11835,NA,NA,NA,NA
830,11977,NA,NA,NA,NA
