depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,1,21.786,-6.786,8.198,803.857
16,36,21.814,-7.871,7.8,864.143
32,71,21.7,-6.157,8.407,847.571
38,84,22,-6.014,8.682,850
52,217,21.671,-6.529,8.287,871.857
57,301,21.929,-6,8.654,890.571
64,375,22,-6.886,8.373,913.714
96,639,21.729,-6.829,8.183,846.143
128,903,21.957,-7.071,8.269,914.286
160,1167,21.929,-7.343,8.151,821.143
192,1431,21.971,-5.986,8.645,820
224,1695,22.086,-6.3,8.639,918.857
256,1959,22.186,-5.757,8.93,928.429
272,2091,22.114,-5.886,8.823,829.857
288,2222,21.871,-5.714,8.742,903.857
304,2354,21.871,-5.714,8.742,903.857
320,2583,22.114,-6.429,8.623,834.143
336,3099,22.086,-6.014,8.764,870
352,3616,22.271,-5.814,8.993,896.143
368,4133,21.871,-5.714,8.742,903.857
384,4650,22.357,-5.643,9.132,871.571
400,5166,22.286,-5.743,8.957,802.857
416,5420,21.814,-8.414,7.654,797.286
448,5781,22.057,-7.286,8.219,805.857
464,5961,22.171,-5.514,9.011,831.857
480,6141,21.9,-6.471,8.42,821.714
496,6321,22.171,-6.129,8.795,861.714
512,6501,22.043,-6.229,8.662,837
528,6682,22.2,-6.257,8.706,814.143
544,6862,21.871,-6.486,8.419,844.429
560,7042,22.229,-5.943,8.893,860.714
568,7289,22,-5.671,8.867,903.143
576,7536,22.114,-7.843,8.008,804.143
587,7875,21.929,-9.543,7.254,802
592,8030,21.229,-9.286,6.865,825.714
608,8523,21.286,-8.343,7.323,834.429
624,9319,21.086,-8.329,7.11,844.143
637,9965,21.086,-8.414,7.175,849
640,10114,20.429,-11.343,5.581,805.143
643,10263,20.914,-8.643,6.971,859.143
656,10909,20.6,-10.943,5.844,817.286
672,11153,NA,NA,NA,NA
688,11398,NA,NA,NA,NA
704,11642,NA,NA,NA,NA
720,11887,NA,NA,NA,NA
736,12133,NA,NA,NA,NA
768,12623,NA,NA,NA,NA
800,13113,NA,NA,NA,NA
816,13358,NA,NA,NA,NA
