depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,-26,19.471,-8.357,6.107,933.714
10,13,20.029,-8.6,6.331,903.286
20,57,19.6,-10.414,5.327,853.714
30,100,20.214,-8.1,6.658,931.714
40,144,20.129,-9.514,6.002,856.714
50,187,20.071,-9.157,6.115,852.143
60,231,20.114,-9.057,6.165,844
70,274,19.757,-8.414,6.194,924.857
80,317,20.029,-8.029,6.59,950.857
90,361,19.9,-8.371,6.363,924.429
100,404,19.786,-7.943,6.437,946.571
110,448,20.157,-7.386,6.97,963.571
120,491,20.171,-9.086,6.195,909.429
130,535,20.329,-8.857,6.381,905.857
140,578,20.4,-7.314,7.119,965
150,621,20.014,-8.871,6.257,949.714
160,665,19.571,-8.057,6.311,1001.143
170,708,19.857,-8.457,6.263,952.143
180,752,19.986,-7.071,6.952,1014.571
190,795,19.614,-7.757,6.413,986.429
200,839,18.957,-8.743,5.681,1013.429
210,896,19.143,-7.8,6.138,989
220,973,19.7,-7.471,6.586,977.571
230,1051,19.529,-7.429,6.5,1018.571
240,1128,19.529,-7.714,6.376,1026.143
250,1205,19.343,-8.143,6.071,961.714
260,1283,19.4,-7.871,6.22,1020.286
270,1360,19.7,-7.471,6.586,977.571
280,1438,19.471,-7.614,6.408,998.286
290,1515,19.471,-7.614,6.408,998.286
297,1569,19.829,-7.314,6.73,1033.429
310,1670,19.386,-8.129,6.183,1029
320,1748,19.857,-7.214,6.806,1007.143
330,1825,20.157,-6.871,7.076,976.429
340,1902,19.386,-7.886,6.206,977.714
350,1980,19.829,-7.343,6.682,974.714
360,2057,19.686,-7.5,6.558,980.429
370,2135,19.686,-7.4,6.602,1020.857
380,2212,19.686,-7.4,6.602,1020.857
390,2290,19.686,-7.4,6.602,1020.857
400,2367,19.529,-7.771,6.357,1044.857
410,2445,19.357,-7.971,6.164,978.714
420,2560,19.829,-7.314,6.73,1033.429
430,2675,19.414,-7.6,6.369,1027.714
440,2790,19.686,-7.5,6.558,980.429
450,2905,19.414,-7.6,6.369,1027.714
460,3020,19.686,-7.4,6.602,1020.857
470,3135,20.157,-6.871,7.076,976.429
480,3250,19.7,-7.471,6.586,977.571
490,3365,19.786,-7.471,6.63,979.143
500,3480,19.857,-7.214,6.806,1007.143
510,3595,19.114,-8.157,5.974,1002.143
520,3710,19.229,-7.586,6.277,1064.857
530,3825,19,-8.386,5.786,973
540,3940,19.971,-7.186,6.84,977.857
550,4055,19,-8.386,5.786,973
560,4170,19.8,-7.3,6.723,996.143
570,4285,19.4,-7.871,6.232,970.286
580,4400,19.5,-7.686,6.415,989.571
590,4515,19.857,-7.029,6.843,978.857
598,4607,19.329,-7.929,6.164,974.286
610,4745,19.214,-8.186,6.037,1011.714
620,4860,19.686,-7.5,6.558,980.429
630,4975,19.914,-7.186,6.806,980.143
640,5090,19.857,-7.171,6.767,1009.571
650,5660,19.586,-8.3,6.17,944.143
660,5923,19.643,-7.557,6.502,966.571
670,6186,19.257,-8.171,6.031,974.571
680,6450,19.257,-8.171,6.031,974.571
690,6713,19.7,-7.471,6.586,977.571
700,6976,19.314,-8.214,6.031,967.286
710,7240,19.686,-7.657,6.407,922
720,7589,19.457,-7.786,6.245,943.143
730,7938,19.614,-8.971,5.801,847
740,8287,19.957,-9.614,5.819,833.286
750,8637,19.971,-10.171,5.69,814.714
760,8986,19.971,-10.9,5.435,777.857
770,9335,19.857,-12.386,4.887,782.571
780,9684,19.629,-9.9,5.567,811.429
790,10034,19.957,-10.986,5.376,781.143
800,10383,19.9,-11.029,5.352,814.143
805,10558,19.871,-11.8,5.037,817.429
810,10732,19.471,-12.014,4.689,798.429
815,10907,19.557,-12.229,4.704,792.857
820,11212,NA,NA,NA,NA
825,11518,NA,NA,NA,NA
830,12534,NA,NA,NA,NA
835,13550,NA,NA,NA,NA
