depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
22.5,Carbon-14,111346,90,540,NA,NA
313,Carbon-14,111347,90,3210,NA,NA
545,Carbon-14,111348,140,6420,NA,NA
862,Carbon-14,111349,410,10200,NA,NA
936,Carbon-14,111350,180,10800,NA,NA
