depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
180,0,20.329,-13.357,4.795,725.571
184,26.9,20.857,-12.243,5.533,758
190,67.3,20.529,-13.771,4.83,703.857
194,94.2,20.171,-12.614,5.025,745.286
200,134.6,20.429,-13.571,4.806,722
204,161.5,20.271,-15.129,4.249,658.429
210,201.8,20.143,-14.114,4.406,725.714
214,228.7,19.971,-13.186,4.623,739.143
220,269.1,20.257,-13.371,4.786,734.143
224,296,20.486,-13.814,4.785,704.143
230,363.5,20.029,-12.257,5.037,765.143
234,412.2,19.786,-11.943,4.968,785.857
240,485.1,20.1,-13.714,4.573,729.714
244,533.7,20.271,-11.843,5.361,769.714
246,558.1,20.914,-12.614,5.464,742
248,582.4,20.543,-13.143,5.087,717
250,606.7,20.729,-12.871,5.28,729.714
254,655.3,20.914,-13.2,5.285,726.143
260,728.3,20.614,-12.971,5.148,725.429
264,776.9,20.529,-13.771,4.83,703.857
270,849.8,20.729,-13.757,5.021,687
274,898.5,21.029,-13.586,5.269,689
280,971.4,20.614,-13.1,5.12,715.143
284,1020.1,20.529,-13.986,4.815,693.429
290,1093,20.843,-13.443,5.17,707.857
294,1141.6,20.829,-11.7,5.696,772
300,1214.6,21.629,-12.257,6.088,735.286
310,1309,20.743,-13.971,4.988,678
320,1403.4,20.657,-14.329,4.808,669.286
330,1497.9,20.829,-14.471,4.83,657.286
340,1592.3,21.386,-12.029,6,733.714
350,1686.7,20.486,-13.814,4.846,687.143
370,1875.6,20.557,-14.157,4.788,679.571
400,2158.8,20.986,-14.429,4.935,646.571
415,2308.2,21.686,-12.443,6.051,717
430,2461.5,21.714,-12.6,5.962,717.429
450,2665.9,21.414,-12.343,5.918,740.429
470,2870.2,21.171,-13.943,5.208,674.857
490,3074.6,21.914,-12.686,6.063,714.857
510,3279,21.6,-12.829,5.867,709.857
530,3483.3,19.843,-16.329,3.357,562.857
550,3687.7,22.057,-12.514,6.262,711.857
560,3789.9,21.886,-12.9,5.849,629.857
570,3892.1,21.243,-14.414,4.812,547.286
590,4096.4,20.457,-15.471,3.94,558.857
610,4318.5,21.757,-13.014,5.761,654.429
630,4593.8,20.229,-15.729,3.78,581.429
640,4731.5,20.214,-15.829,3.698,560.286
650,4869.2,22.786,-7.843,8.511,871.571
660,5006.8,20.657,-15.4,4.151,551.429
670,5144.5,19.7,-16.457,3.111,530.286
690,5419.8,19.886,-16.571,3.13,489.286
700,5557.4,20.771,-15.214,4.28,521.571
715,5763.9,20.457,-16.029,3.686,468.286
730,5970.4,21.229,-14.857,4.743,532
750,6245.7,20.614,-15.871,3.862,457.143
770,6521,20.586,-15.971,3.796,469.286
790,6796.3,20.529,-15.829,3.795,488
800,6934,20.557,-15.814,3.836,490.571
815,7215.7,20.771,-15.129,4.369,595
830,7535.1,20.214,-16.143,3.481,490.286
850,7961,20.9,-15.429,4.177,450.571
870,8386.9,19.929,-16.643,3.21,507.571
890,8812.7,20.1,-16.314,3.373,486
900,9025.6,20.1,-16.3,3.376,488
910,9238.6,19.714,-16.771,2.926,485.286
915,9345,20.757,-15.057,4.096,460.429
925,9558,20.8,-15.171,4.115,463.714
930,9664.4,20.871,-15.486,4.119,456.714
940,9877.4,20.7,-15.2,4.363,568.143
950,10090.3,20.429,-15.9,3.705,461.857
960,10303.2,20.586,-15,4.363,613.286
970,10516.2,20.143,-15.943,3.693,588.857
980,10729.1,20.186,-13.929,4.598,714.286
990,10942,19.886,-13.457,4.517,712.714
1000,11155,NA,NA,NA,NA
1015,11474.4,NA,NA,NA,NA
