depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
806,-29,21.229,-6.271,8.015,882
825,24,20.986,-6.529,7.7,896.857
845,80,21.586,-6.229,8.31,878.286
865,136,20.957,-6.457,7.798,900.571
875,315,21.729,-5.8,8.595,872.143
883,512,21.886,-5.443,8.849,966
890,625,21.7,-5.914,8.5,876.857
898,753,21.386,-6.057,8.257,923
906,882,21.471,-5.829,8.385,914.286
914,1011,21,-6.114,7.967,958.429
922,1139,20.914,-6.471,7.76,941.714
928,1236,20.629,-6.571,7.512,948.571
938,1396,20.471,-6.557,7.461,979.429
946,1595,20.629,-6.471,7.595,959.286
954,1794,20.614,-6.714,7.482,939.714
962,1993,21.486,-6.086,8.304,924.143
970,2192,21.086,-6.157,7.982,953.143
978,2391,21,-6.429,7.819,911
986,2590,20.414,-6.7,7.311,964.857
996,2816,20.386,-6.729,7.275,957.429
1002,2898,21,-6.243,7.88,928.857
1010,3008,21,-6.243,7.88,928.857
1018,3118,20.5,-6.6,7.438,977.143
1026,3227,21.614,-5.786,8.513,913.571
1034,3337,20.614,-6.714,7.482,939.714
1042,3446,21,-6.243,7.88,928.857
1049,3542,21,-6.243,7.88,928.857
1058,3701,21,-6.243,7.88,928.857
1066,3867,21.5,-5.971,8.33,914.143
1074,4034,21.871,-5.843,8.655,874.286
1082,4200,22,-5.671,8.867,903.143
1090,4366,21.871,-5.843,8.655,874.286
1106,4699,21.829,-5.714,8.648,893.714
1116,4960,21.214,-6.129,8.055,914
1124,5231,20.829,-6.414,7.718,942.714
1132,5502,20.829,-6.414,7.718,942.714
1140,5773,21.343,-6.014,8.218,941.143
1148,6044,21.343,-6.014,8.218,941.143
1156,6315,20.443,-6.814,7.219,915.286
1164,6586,21,-6.243,7.88,928.857
1173,6873,21,-6.243,7.88,928.857
1180,7048,21.014,-6.286,7.849,919.857
1188,7248,21,-6.243,7.88,928.857
1196,7448,20.643,-6.514,7.564,950.286
1204,7648,20.614,-6.714,7.482,939.714
1208,7748,21,-6.243,7.88,928.857
1212,7848,21.243,-6.129,8.165,937.571
1216,7948,21,-6.243,7.88,928.857
1220,8048,20.571,-6.614,7.445,944.714
1224,8148,21,-6.443,7.825,956
1226,8198,21.386,-7.029,7.839,875.286
1228,8248,21.386,-7.057,7.81,860.857
1230,8298,21.2,-6.971,7.674,881
1234,8392,20.8,-8.657,6.749,842.286
1236,8438,20.529,-9.429,6.269,828.714
1240,8532,20.986,-7.9,7.189,857.429
1244,8625,21.871,-5.714,8.742,903.857
1248,8718,20.643,-9.7,6.267,804.714
1252,8812,20.629,-9.714,6.256,805
1256,8905,20.857,-9.429,6.51,802.714
1260,8998,20.5,-9.914,6.063,801
1264,9092,20.714,-10.129,6.129,780.857
1268,9185,20.486,-10.529,5.807,780
1272,9278,20.486,-9.914,6.052,800.714
1276,9372,20.4,-9.9,6.014,821.286
1284,9558,20.486,-9.914,6.052,800.714
1291,9697,20.4,-10.514,5.771,800.429
1300,9796,20.343,-11.329,5.463,791.429
1308,9884,20.343,-11.329,5.465,791
1316,9972,19.914,-10.714,5.413,780.143
1324,10060,20.329,-11.357,5.446,791.571
1332,10147,20,-11.786,5.11,790.286
1340,10235,20.3,-11.371,5.424,791.143
1348,10323,20.286,-11.229,5.427,774.143
1352,10458,20.271,-11.243,5.41,773.857
1356,10594,19.957,-10.686,5.452,783
1360,10729,20.386,-10.629,5.733,804.429
1364,10864,20.086,-10.243,5.768,802.714
1372,11134,NA,NA,NA,NA
1380,11405,NA,NA,NA,NA
1388,11675,NA,NA,NA,NA
1396,11945,NA,NA,NA,NA
