depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
15,40,20.043,-7.129,6.985,1113.286
30,98,20.029,-6.814,7.123,1142.143
55,263,19.786,-7.186,6.836,1143.143
77,475,19.8,-7.357,6.764,1110
97,689,19.357,-7.3,6.549,1165.143
111,833,19.614,-7.814,6.48,1093.857
125,961,20.357,-6.843,7.314,1093.143
145,1111,19.629,-7.614,6.583,1092
165,1440,20.357,-6.057,7.681,1124.429
185,1942,19.786,-6.714,7.071,1127
211,2619,19.7,-7.014,6.869,1119
235,3023,20.329,-6.614,7.407,1049.714
251,3130,20,-6.7,7.21,1060.143
271,3168,20.514,-6.071,7.755,1099.286
320,3467,21.143,-5.3,8.377,1095.429
338,3902,19.829,-7.2,6.868,1055.714
354,4384,20.229,-6.514,7.381,1114.143
366,4722,20.229,-6.514,7.381,1114.143
380,5008,20.043,-6.914,7.106,1091.857
405,5163,19.9,-7.1,6.938,1076.143
422,5214,19.9,-7.1,6.938,1076.143
440,5296,20.114,-6.543,7.277,1090.429
454,5396,20.114,-6.543,7.277,1090.429
470,5567,20.1,-6.986,7.121,1063.429
482,5747,20.171,-6.643,7.315,1091.286
502,6165,19.914,-7.214,6.855,1028.714
520,6661,19.829,-7.114,6.905,1094.429
535,7146,19.757,-7,6.846,1067
550,7686,19.829,-7.186,6.888,1070.286
570,8475,20.171,-6.271,7.464,1072.429
576,8724,20.043,-6.771,7.174,1038.571
604,9918,20.043,-10.114,5.792,843.714
612,10252,20.829,-10.657,6.079,816.571
622,10656,19.643,-10.657,5.327,826.857
630,10973,18.329,-12,3.91,839.429
640,11428,NA,NA,NA,NA
645,11709,NA,NA,NA,NA
651,12104,NA,NA,NA,NA
660,12792,NA,NA,NA,NA
666,13294,NA,NA,NA,NA
672,13816,NA,NA,NA,NA
679,14433,NA,NA,NA,NA
