year (AD),age (BP),d18O (permil)
1534.7,415.3,-7.62
1522.5,427.5,-7.65
1510.3,439.7,-7.53
1498.2,451.8,-7.62
1486,464,-7.46
1473.8,476.2,-7.74
1461.7,488.3,-7.52
1449.5,500.5,-7.72
1437.4,512.6,-7.57
1425.2,524.8,-7.58
1413,537,-7.75
1400.9,549.1,-7.59
1388.7,561.3,-8.04
1376.5,573.5,-7.9
1364.4,585.6,-7.93
1340,610,-7.9
1315.7,634.3,-7.97
1303.6,646.4,-7.79
1291.4,658.6,-8.04
1279.2,670.8,-7.68
1267.1,682.9,-7.78
1254.9,695.1,-7.13
1242.7,707.3,-7.94
1218.4,731.6,-7.6
1157.6,792.4,-7.06
1096.8,853.2,-7.53
1036,914,-7.61
991.5,958.5,-7.77
947,1003,-7.56
926.2,1023.8,-7.45
905.4,1044.6,-7.21
884.6,1065.4,-7.46
863.9,1086.1,-7.56
843.1,1106.9,-7.91
822.3,1127.7,-7.73
801.5,1148.5,-7.61
780.7,1169.3,-7.74
759.9,1190.1,-7.48
739.1,1210.9,-7.74
718.4,1231.6,-7.63
697.6,1252.4,-7.4
676.8,1273.2,-7.73
656,1294,-7.31
622.4,1327.6,-7.54
588.7,1361.3,-7.77
555.1,1394.9,-7.71
521.4,1428.6,-7.69
455.7,1494.3,-7.54
368.4,1581.6,-7.69
281.1,1668.9,-7.6
193.8,1756.2,-7.28
106.5,1843.5,-7.78
-120.4,2070.4,-6.93
-138,2088,-7.61
-157.6,2107.6,-7.36
-177.2,2127.2,-7.35
-196.8,2146.8,-7.19
-216.4,2166.4,-7.28
-236,2186,-7.14
-255.6,2205.6,-7.34
-275.2,2225.2,-7.75
-294.8,2244.8,-7.61
-314.3,2264.3,-7.4
-333.9,2283.9,-7.76
-353.5,2303.5,-7.71
-373.1,2323.1,-7.66
-392.7,2342.7,-7.66
-412.3,2362.3,-7.56
-431.9,2381.9,-7.6
-451.5,2401.5,-7.21
-471.1,2421.1,-7
-490.7,2440.7,-8.11
-510.3,2460.3,-6.76
-529.8,2479.8,-6.75
-549.4,2499.4,-6.64
-569,2519,-6.75
-574.1,2524.1,-6.96
-579.3,2529.3,-6.69
-584.4,2534.4,-6.72
-589.5,2539.5,-6.71
-594.7,2544.7,-7.26
-599.8,2549.8,-7.36
-605,2555,-7.35
-610.1,2560.1,-7.46
-615.3,2565.3,-7.6
-620.4,2570.4,-7.25
-625.5,2575.5,-7.37
-630.7,2580.7,-7.76
-635.8,2585.8,-7.8
-641,2591,-7.53
-646.1,2596.1,-7.35
-651.3,2601.3,-7.37
-656.4,2606.4,-8.32
-661.5,2611.5,-7.39
-666.7,2616.7,-7.67
-671.8,2621.8,-7.86
-677.1,2627.1,-7.79
-702.8,2652.8,-7.49
-728.5,2678.5,-7.67
-754.2,2704.2,-7.42
-779.9,2729.9,-6.88
-805.6,2755.6,-6.7
-831.2,2781.2,-7.36
-882.6,2832.6,-7.83
-946.9,2896.9,-7.91
-1011.1,2961.1,-7.39
-1075.4,3025.4,-7.41
-1139.6,3089.6,-7.12
-1203.8,3153.8,-7.23
-1267.6,3217.6,-7.44
-1380.4,3330.4,-7.28
-1493.2,3443.2,-7.45
-1606,3556,-8.59
-1681.2,3631.2,-8.27
-1699.2,3649.2,-8.1
-1717.2,3667.2,-7.74
-1735.2,3685.2,-7.85
-1753.2,3703.2,-7.73
-1771.1,3721.1,-7.8
-1789.1,3739.1,-8.02
-1807.1,3757.1,-8.29
-1825.1,3775.1,-8.08
-1843.1,3793.1,-8.08
-1861,3811,-8.16
-1879,3829,-8.48
-1897,3847,-8.04
-1915,3865,-8
-1933,3883,-8.46
-1951,3901,-7.88
-1968.9,3918.9,-8.05
-1986.9,3936.9,-8.15
-2004.9,3954.9,-8.25
-2022.9,3972.9,-8.16
-2040.9,3990.9,-8.2
-2058.9,4008.9,-8.15
-2080.4,4030.4,-8.21
-2095.1,4045.1,-8.31
-2099.4,4049.4,-8.18
-2103.7,4053.7,-8.38
-2107.9,4057.9,-8.12
-2112.2,4062.2,-8.13
-2116.5,4066.5,-8.38
-2120.8,4070.8,-8
-2125,4075,-8.38
-2129.3,4079.3,-8.2
-2133.6,4083.6,-8.34
-2137.9,4087.9,-8.34
-2142.1,4092.1,-8.13
-2146.4,4096.4,-8.39
-2150.7,4100.7,-8.18
-2155,4105,-8.56
-2159.2,4109.2,-8.21
-2163.5,4113.5,-8.63
-2167.8,4117.8,-8.11
-2176.3,4126.3,-8.14
-2184.9,4134.9,-8.38
-2193.4,4143.4,-8.28
-2202,4152,-7.7
-2225.5,4175.5,-7.95
-2249,4199,-8.47
-2272.4,4222.4,-8.41
-2295.9,4245.9,-7.92
-2322.9,4272.9,-8.18
-2355.3,4305.3,-8.51
-2387.7,4337.7,-8.62
-2420,4370,-8.59
-2452.4,4402.4,-8.3
-2484.8,4434.8,-8.49
-2517.1,4467.1,-8.5
-2549.5,4499.5,-7.57
-2581.9,4531.9,-8.48
-2614.2,4564.2,-8.46
-2646.6,4596.6,-8.5
-2679,4629,-7.87
-2729.8,4679.8,-7.98
-2780.5,4730.5,-8.53
-2831.3,4781.3,-8.5
-2882.1,4832.1,-8.3
-2932.8,4882.8,-8.67
-2983.6,4933.6,-8.35
-3034.3,4984.3,-8.43
-3059.7,5009.7,-8.3
-3085.1,5035.1,-8.43
-3110.5,5060.5,-8.18
-3135.8,5085.8,-8.12
-3161.2,5111.2,-8.4
-3186.6,5136.6,-8.05
-3212,5162,-7.82
-3227.3,5177.3,-7.77
-3240.2,5190.2,-8.47
-3253.1,5203.1,-8.44
-3265.9,5215.9,-7.88
-3278.8,5228.8,-8.49
-3291.6,5241.6,-8.65
-3304.5,5254.5,-8.4
-3317.3,5267.3,-8.38
-3330.2,5280.2,-8.57
-3343.1,5293.1,-8.15
-3355.9,5305.9,-8.49
-3368.8,5318.8,-8.35
-3381.6,5331.6,-8.45
-3394.5,5344.5,-8.5
-3407.3,5357.3,-8.59
-3420.2,5370.2,-8.46
-3433,5383,-8.65
-3439.5,5389.5,-8.55
-3445.9,5395.9,-8.66
-3452.4,5402.4,-8.78
-3455,5405,-8.7
-3464.1,5414.1,-8.56
-3470.5,5420.5,-8.52
-3477,5427,-8.73
-3483.5,5433.5,-8.66
-3490,5440,-8.12
-3502.9,5452.9,-8.31
-3509.4,5459.4,-8.69
-3515.9,5465.9,-8.91
-3522.4,5472.4,-8.05
-3528.8,5478.8,-8.28
-3535.3,5485.3,-8.81
-3541.8,5491.8,-8.73
-3548.3,5498.3,-8.93
-3554.7,5504.7,-8.49
-3561.2,5511.2,-8.59
-3567.7,5517.7,-8.46
-3574.2,5524.2,-8.76
-3580.6,5530.6,-8.85
-3587.1,5537.1,-8.38
-3593.6,5543.6,-8.91
-3600.1,5550.1,-8.67
-3606.6,5556.6,-8.56
-3613,5563,-8.51
-3619.5,5569.5,-8.64
-3626,5576,-8.97
-3645.4,5595.4,-8.42
-3671.3,5621.3,-8.82
-3697.2,5647.2,-9.17
-3723.1,5673.1,-9.17
-3749,5699,-9.04
-3774.9,5724.9,-8.57
-3800.8,5750.8,-9.28
-3832.1,5782.1,-8.79
-3875.8,5825.8,-8.95
-3919.5,5869.5,-8.78
-3963.2,5913.2,-9.06
-4006.9,5956.9,-8.71
-4050.6,6000.6,-8.81
-4094.3,6044.3,-8.96
-4138,6088,-8.89
-4181.7,6131.7,-9.06
-4225.4,6175.4,-8.82
-4269.1,6219.1,-8.76
-4312.8,6262.8,-9.03
-4356.5,6306.5,-8.87
-4393.5,6343.5,-8.82
-4426.2,6376.2,-8.55
-4458.8,6408.8,-8.9
-4491.4,6441.4,-8.95
-4524,6474,-8.96
-4556.6,6506.6,-8.9
-4589.2,6539.2,-8.5
-4628.4,6578.4,-8.8
-4670.4,6620.4,-8.18
-4712.4,6662.4,-8.57
-4754.3,6704.3,-8.43
-4796.3,6746.3,-8.78
-4838.2,6788.2,-8.94
-4880.2,6830.2,-8.31
-4922.2,6872.2,-8.55
-4964.1,6914.1,-8.94
-5006.1,6956.1,-8.47
-5048,6998,-8.72
-5081.5,7031.5,-8.83
-5114.9,7064.9,-8.57
-5144.9,7094.9,-8.96
-5178.4,7128.4,-9.31
-5211.8,7161.8,-8.78
-5245.2,7195.2,-9.08
-5278.6,7228.6,-8.92
-5312,7262,-9.01
-5345.4,7295.4,-9.23
-5378.9,7328.9,-9.19
-5412.3,7362.3,-8.99
-5445.7,7395.7,-9.32
-5505.4,7455.4,-9.17
-5568,7518,-9.2
-5630.6,7580.6,-8.92
-5693.2,7643.2,-9.13
-5744.2,7694.2,-9.15
-5768.1,7718.1,-9.2
-5792.1,7742.1,-8.68
-5816.1,7766.1,-9.06
-5840,7790,-9.17
-5864,7814,-9.28
-5887.9,7837.9,-9.2
-5911.9,7861.9,-9
-5935.9,7885.9,-8.95
-6024.5,7974.5,-9.07
-6036.5,7986.5,-8.8
-6048.5,7998.5,-9.08
-6060.5,8010.5,-8.56
-6065.3,8015.3,-8.96
-6067.7,8017.7,-9.2
-6070.1,8020.1,-8.91
-6072.4,8022.4,-8.84
-6077.2,8027.2,-8.91
-6079.6,8029.6,-9.26
-6082,8032,-9.01
-6084.4,8034.4,-8.75
-6089.2,8039.2,-8.82
-6091.6,8041.6,-9.13
-6094,8044,-8.7
-6096.4,8046.4,-8.59
-6098.8,8048.8,-8.95
-6101.2,8051.2,-8.14
-6103.6,8053.6,-8.63
-6106,8056,-8.69
-6108,8058,-8.8
-6111,8061,-8.7
-6113,8063,-8.61
-6114,8064,-8.7
-6116.1,8066.1,-8.8
-6118.1,8068.1,-8.74
-6120.1,8070.1,-8.71
-6121.1,8071.1,-8.7
-6122.1,8072.1,-8.93
-6123.1,8073.1,-8.64
-6124.1,8074.1,-8.47
-6125.1,8075.1,-8.64
-6126.1,8076.1,-8.86
-6127.1,8077.1,-8.18
-6128.1,8078.1,-8.26
-6130.2,8080.2,-8.71
-6131.2,8081.2,-8.71
-6132.2,8082.2,-8.67
-6133.2,8083.2,-8.58
-6134.2,8084.2,-8.72
-6135.2,8085.2,-8.61
-6136.2,8086.2,-8.7
-6137.2,8087.2,-8.83
-6138.2,8088.2,-8.44
-6140.2,8090.2,-8.45
-6141.2,8091.2,-8.57
-6142.2,8092.2,-8.68
-6143.3,8093.3,-8.56
-6144.3,8094.3,-8.57
-6145.3,8095.3,-8.56
-6146.3,8096.3,-8.69
-6147.3,8097.3,-8.49
-6148.3,8098.3,-8.51
-6150.3,8100.3,-8.8
-6151.3,8101.3,-8.96
-6152.3,8102.3,-8.84
-6153.3,8103.3,-8.71
-6154.3,8104.3,-8.68
-6155.3,8105.3,-8.65
-6156.3,8106.3,-8.68
-6157.4,8107.4,-8.76
-6158.4,8108.4,-8.64
-6159.4,8109.4,-8.76
-6160.4,8110.4,-8.65
-6161.4,8111.4,-9.02
-6162.4,8112.4,-8.96
-6163.4,8113.4,-8.96
-6164.4,8114.4,-8.87
-6165.4,8115.4,-8.86
-6166.4,8116.4,-8.7
-6167.4,8117.4,-9.13
-6168.4,8118.4,-8.98
-6169.4,8119.4,-9.02
-6170.4,8120.4,-8.93
-6171.5,8121.5,-8.76
-6172.5,8122.5,-8.65
-6173.5,8123.5,-8.97
-6174.5,8124.5,-8.85
-6175.5,8125.5,-9.08
-6176.5,8126.5,-8.94
-6177.5,8127.5,-8.8
-6178.5,8128.5,-8.91
-6179.5,8129.5,-8.97
-6180.5,8130.5,-9.16
-6181.5,8131.5,-9.13
-6182.5,8132.5,-9.2
-6183.5,8133.5,-9.04
-6184.5,8134.5,-8.96
-6185.6,8135.6,-9.26
-6186.6,8136.6,-9.04
-6187.6,8137.6,-8.98
-6188.6,8138.6,-8.87
-6189.6,8139.6,-9.11
-6190.6,8140.6,-9.39
-6191.6,8141.6,-9.27
-6192.6,8142.6,-9.32
-6193.6,8143.6,-9.06
-6194.6,8144.6,-9.26
-6195.6,8145.6,-9.21
-6196.6,8146.6,-9.36
-6197.6,8147.6,-9.41
-6198.6,8148.6,-9.24
-6199.7,8149.7,-8.94
-6200.7,8150.7,-8.93
-6201.7,8151.7,-8.9
-6202.7,8152.7,-8.89
-6203.7,8153.7,-8.93
-6204.7,8154.7,-8.83
-6205.7,8155.7,-8.96
-6206.7,8156.7,-8.98
-6207.7,8157.7,-9.02
-6208.7,8158.7,-8.77
-6209.7,8159.7,-8.95
-6210.7,8160.7,-9.35
-6211.7,8161.7,-9.42
-6212.7,8162.7,-9.4
-6213.8,8163.8,-9.19
-6214.8,8164.8,-9.03
-6215.8,8165.8,-9.31
-6216.8,8166.8,-9.01
-6217.8,8167.8,-9.14
-6218.8,8168.8,-8.81
-6219.8,8169.8,-9.33
-6220.8,8170.8,-9.18
-6221.8,8171.8,-8.8
-6222.8,8172.8,-9.33
-6223.8,8173.8,-8.69
-6224.8,8174.8,-8.55
-6225.8,8175.8,-8.7
-6226.8,8176.8,-8.95
-6227.9,8177.9,-8.83
-6228.9,8178.9,-8.98
-6229.9,8179.9,-9.4
-6230.9,8180.9,-8.94
-6231.9,8181.9,-8.8
-6232.9,8182.9,-8.85
-6233.9,8183.9,-9.02
-6234.9,8184.9,-8.92
-6235.9,8185.9,-9.29
-6236.9,8186.9,-8.96
-6237.9,8187.9,-8.97
-6238.9,8188.9,-8.85
-6239.9,8189.9,-8.91
-6240.9,8190.9,-8.84
-6243,8193,-9.13
-6244,8194,-9.33
-6245,8195,-9.39
-6246,8196,-9.45
-6247,8197,-9.14
-6249.1,8199.1,-9.02
-6251.2,8201.2,-9.15
-6253.3,8203.3,-8.87
-6255.4,8205.4,-8.76
-6257.5,8207.5,-8.88
-6259.5,8209.5,-8.73
-6261.6,8211.6,-8.974
-6263.7,8213.7,-8.876
-6265.8,8215.8,-8.636
-6267.9,8217.9,-8.908
-6270,8220,-9.051
-6272,8222,-8.841
-6274.1,8224.1,-9.071
-6276.2,8226.2,-9.196
-6278.3,8228.3,-9.048
-6280.4,8230.4,-8.873
-6282.5,8232.5,-8.804
-6284.5,8234.5,-8.634
-6286.6,8236.6,-8.801
-6288.7,8238.7,-8.836
-6290.8,8240.8,-8.726
-6292.9,8242.9,-8.951
-6295,8245,-8.798
-6297,8247,-9.034
-6299.1,8249.1,-8.851
-6301.2,8251.2,-8.908
-6303.3,8253.3,-8.904
-6305.4,8255.4,-8.823
-6307.5,8257.5,-8.303
-6309.5,8259.5,-8.309
-6311.6,8261.6,-8.988
-6313.7,8263.7,-8.907
-6315.8,8265.8,-8.738
-6317.9,8267.9,-8.711
-6320,8270,-8.778
-6322.1,8272.1,-8.558
-6324.1,8274.1,-8.746
-6326.2,8276.2,-8.712
-6328.3,8278.3,-8.921
-6330.4,8280.4,-9.006
-6332.5,8282.5,-8.797
-6334.6,8284.6,-9.244
-6355.4,8305.4,-8.94
-6376.2,8326.2,-9.07
-6397.1,8347.1,-8.96
-6417.9,8367.9,-9.07
-6438.7,8388.7,-9.41
-6459.6,8409.6,-9.2
-6480.4,8430.4,-8.85
-6501.2,8451.2,-8.79
-6522,8472,-8.84
-6548.8,8498.8,-9.06
-6575.6,8525.6,-8.77
-6602.4,8552.4,-9.39
-6629.2,8579.2,-8.99
-6656,8606,-8.96
-6682.8,8632.8,-9.29
-6709.6,8659.6,-8.97
-6736.4,8686.4,-9.29
-6763.2,8713.2,-9.07
-6790,8740,-9.03
-6816.8,8766.8,-9.34
-6843.6,8793.6,-9.43
-6870.4,8820.4,-9.14
-6897.2,8847.2,-9.16
-6924,8874,-8.87
-7047.5,8997.5,-9.04
-7065.5,9015.5,-9.31
-7083.4,9033.4,-9.2
-7101.3,9051.3,-9.34
-7119.2,9069.2,-8.49
-7137.1,9087.1,-8.01
-7155,9105,-8.01
-7184.1,9134.1,-7.88
-7213.3,9163.3,-8.14
-7242.4,9192.4,-8.15
-7271.5,9221.5,-8.33
-7300.7,9250.7,-8.52
-7329.8,9279.8,-9.18
-7358.9,9308.9,-9.03
-7388.1,9338.1,-9.07
-7417.2,9367.2,-8.92
-7446.3,9396.3,-8.8
-7475.5,9425.5,-8.83
-7504.6,9454.6,-8.79
-7533.7,9483.7,-8.94
-7562.9,9512.9,-9.08
-7592,9542,-9.22
-7621,9571,-8.65
-7650,9600,-8.29
-7679,9629,-8.25
-7708,9658,-8.66
-7737,9687,-8.91
-7766,9716,-8.42
-7795,9745,-8.18
-7824,9774,-8.88
-7853,9803,-8.88
-7882,9832,-8.72
-7911,9861,-8.75
-7940,9890,-8.66
-7969,9919,-8.56
-7998,9948,-8.01
-8027,9977,-8.31
-8045.3,9995.3,-8.69
-8063.5,10013.5,-8.44
-8081.8,10031.8,-8.58
-8100,10050,-8.93
-8118.3,10068.3,-8.99
-8136.6,10086.6,-9.02
-8154.8,10104.8,-9.06
-8173.1,10123.1,-8.8
-8191.3,10141.3,-8.26
-8209.6,10159.6,-8.49
-8227.9,10177.9,-8.59
-8246.1,10196.1,-9.16
-8264.4,10214.4,-9.15
-8282.7,10232.7,-8.86
-8300.9,10250.9,-8.64
-8319.2,10269.2,-8.9
-8337.4,10287.4,-8.79
-8355.7,10305.7,-8.94
-8374,10324,-8.99
-8392.2,10342.2,-8.65
-8410.5,10360.5,-9
-8428.7,10378.7,-8.9
-8447,10397,-8.83
-8466,10416,-8.31
-8484.9,10434.9,-8.3
-8503.9,10453.9,-8.61
-8522.8,10472.8,-8.03
-8541.8,10491.8,-8.7
-8560.8,10510.8,-8.86
-8579.7,10529.7,-8.92
-8598.7,10548.7,-8.83
-8617.7,10567.7,-9.02
-8655.6,10605.6,-8.95
-8674.5,10624.5,-8.69
-8693.5,10643.5,-8.77
-8712.5,10662.5,-9.05
-8731.4,10681.4,-8.87
-8750.4,10700.4,-8.2
-8769.3,10719.3,-8.43
-8788.3,10738.3,-8.32
-8807.3,10757.3,-8.63
-8826.2,10776.2,-8.96
-8845.2,10795.2,-8.9
-8864.2,10814.2,-8.82
-8883.1,10833.1,-7.96
-8902.1,10852.1,-7.75
-8921,10871,-7.7
-8940,10890,-7.84
-8959.1,10909.1,-7.97
-8978.2,10928.2,-8.11
-8997.4,10947.4,-8.23
-9016.5,10966.5,-8.18
-9035.6,10985.6,-8.71
-9054.7,11004.7,-8.6
-9073.8,11023.8,-8.42
-9093,11043,-8.32
-9112.1,11062.1,-8.4
-9131.2,11081.2,-8.63
-9150.3,11100.3,-8.38
-9169.4,11119.4,-8.21
-9188.6,11138.6,-8.24
-9207.7,11157.7,-8.41
-9226.8,11176.8,-8.61
-9245.9,11195.9,-7.52
-9265,11215,-7.37
-9284.2,11234.2,-7.62
-9303.3,11253.3,-7.95
-9322.4,11272.4,-8.22
-9341.5,11291.5,-8
-9360.6,11310.6,-7.45
-9379.8,11329.8,-7.57
-9398.9,11348.9,-7.45
-9418,11368,-7.76
-9434.9,11384.9,-7.73
-9451.8,11401.8,-7.37
-9468.7,11418.7,-7.44
-9485.6,11435.6,-7.36
-9502.5,11452.5,-7.36
-9519.4,11469.4,-7.54
-9536.3,11486.3,-7.42
-9553.2,11503.2,-7.42
-9570.1,11520.1,-7.27
-9587,11537,-6.93
-9604,11554,-6.89
-9620.9,11570.9,-6.85
-9637.8,11587.8,-6.76
-9654.7,11604.7,-6.76
-9671.6,11621.6,-6.86
-9688.5,11638.5,-6.8
-9705.4,11655.4,-6.62
-9722.3,11672.3,-6.63
-9739.2,11689.2,-6.34
-9756.1,11706.1,-6.29
-9773,11723,-6.57
-9794.3,11744.3,-6.59
-9815.6,11765.6,-6.38
-9836.9,11786.9,-6.12
-9858.2,11808.2,-6.77
-9879.5,11829.5,-6.73
-9900.8,11850.8,-6.89
-9922.1,11872.1,-6.74
-9943.4,11893.4,-6.66
-9964.7,11914.7,-6.8
-9986,11936,-6.87
-10007.3,11957.3,-6.63
-10028.6,11978.6,-6.87
-10049.9,11999.9,-6.45
-10071.2,12021.2,-6.7
-10092.5,12042.5,-6.5
-10113.8,12063.8,-6.84
-10135.1,12085.1,-6.49
-10156.4,12106.4,-6.51
-10177.7,12127.7,-6.65
-10199,12149,-6.49
-10229.4,12179.4,-6.6
-10259.8,12209.8,-6.7
-10290.3,12240.3,-6.86
-10320.7,12270.7,-6.96
-10351.1,12301.1,-6.31
-10381.5,12331.5,-6.56
-10411.9,12361.9,-6.71
-10442.3,12392.3,-6.82
-10472.8,12422.8,-6.8
-10503.2,12453.2,-6.94
-10533.6,12483.6,-6.95
-10564,12514,-6.62
-10592.3,12542.3,-6.48
-10620.6,12570.6,-6.52
-10648.9,12598.9,-7.18
-10677.2,12627.2,-7.28
-10705.5,12655.5,-7.15
-10733.8,12683.8,-7.29
-10762.1,12712.1,-7.11
-10790.4,12740.4,-7.41
-10818.6,12768.6,-7.49
-10846.9,12796.9,-7.17
-10875.2,12825.2,-7.44
-10903.5,12853.5,-7.34
-10931.8,12881.8,-7.47
-10960.1,12910.1,-7.52
-10988.4,12938.4,-6.92
-11016.7,12966.7,-7.23
-11045,12995,-7.27
-11051.4,13001.4,-7.05
-11057.7,13007.7,-7.31
-11064.1,13014.1,-7.85
-11070.5,13020.5,-7.85
-11076.9,13026.9,-7.74
-11083.2,13033.2,-7.59
-11089.6,13039.6,-7.57
-11096,13046,-7.53
-11102.3,13052.3,-7.81
-11108.7,13058.7,-7.92
-11115.1,13065.1,-7.88
-11121.4,13071.4,-7.85
-11127.8,13077.8,-8.13
-11134.2,13084.2,-8.24
-11140.6,13090.6,-8.1
-11146.9,13096.9,-8.07
-11153.3,13103.3,-8.15
-11159.7,13109.7,-8.4
-11166,13116,-8.17
-11172.4,13122.4,-8.38
-11178.8,13128.8,-8.49
-11185.1,13135.1,-7.83
-11191.5,13141.5,-7.73
-11197.9,13147.9,-7.77
-11204.3,13154.3,-7.85
-11210.6,13160.6,-7.81
-11217,13167,-7.93
-11232.7,13182.7,-7.88
-11248.4,13198.4,-7.87
-11264.1,13214.1,-7.81
-11279.8,13229.8,-8.05
-11295.5,13245.5,-7.47
-11311.2,13261.2,-7.86
-11326.9,13276.9,-7.78
-11342.6,13292.6,-8.07
-11358.3,13308.3,-8.03
-11374,13324,-8.05
-11389.7,13339.7,-7.75
-11405.4,13355.4,-7.91
-11421.1,13371.1,-7.87
-11436.8,13386.8,-8.01
-11452.5,13402.5,-7.9
-11468.2,13418.2,-7.87
-11483.9,13433.9,-8.09
-11499.6,13449.6,-8.03
-11515.3,13465.3,-8.01
-11531,13481,-8.2
-11546.7,13496.7,-8.29
-11562.4,13512.4,-8.09
-11609.5,13559.5,-7.98
-11625.2,13575.2,-8.15
-11640.9,13590.9,-7.94
-11656.6,13606.6,-7.89
-11672.3,13622.3,-8.03
-11688,13638,-7.97
-11716.2,13666.2,-7.9
-11744.4,13694.4,-7.94
-11772.5,13722.5,-7.86
-11800.7,13750.7,-7.91
-11828.9,13778.9,-8.11
-11857.1,13807.1,-8.27
-11885.2,13835.2,-8.22
-11913.4,13863.4,-7.45
-11941.6,13891.6,-7.9
-11969.8,13919.8,-8.16
-11997.9,13947.9,-7.95
-12026.1,13976.1,-7.53
-12054.3,14004.3,-7.33
-12167,14117,-7.68
-12204.8,14154.8,-7.4
-12242.6,14192.6,-7.53
-12280.4,14230.4,-7.35
-12318.2,14268.2,-7.68
-12355.9,14305.9,-7.27
-12393.7,14343.7,-6.64
-12431.5,14381.5,-6.78
-12469.3,14419.3,-6.92
-12507.1,14457.1,-6.72
-12544.9,14494.9,-6.35
-12582.7,14532.7,-5.92
-12620.5,14570.5,-6.93
-12658.3,14608.3,-6.33
-12696.1,14646.1,-6.69
-12733.8,14683.8,-5.71
-12771.6,14721.6,-5.45
-12809.4,14759.4,-5.15
-12847.2,14797.2,-5.45
-12885,14835,-5.32
-12929.1,14879.1,-5.27
-12973.3,14923.3,-5.18
-13017.4,14967.4,-4.96
-13061.5,15011.5,-5.29
-13105.6,15055.6,-5.07
-13149.8,15099.8,-5.29
-13193.9,15143.9,-5.33
-13238,15188,-5.64
-13282.1,15232.1,-5.52
-13326.3,15276.3,-5.34
-13370.4,15320.4,-5.72
-13414.5,15364.5,-5.12
-13458.6,15408.6,-5.24
-13502.8,15452.8,-5.28
-13546.9,15496.9,-5.16
-13591,15541,-5.1
-13617.9,15567.9,-5.15
-13644.9,15594.9,-5.08
-13671.8,15621.8,-5.08
-13698.7,15648.7,-5.08
-13725.6,15675.6,-4.94
-13752.6,15702.6,-4.96
-13779.5,15729.5,-4.92
-13806.4,15756.4,-4.84
-13833.4,15783.4,-4.89
-13860.3,15810.3,-5.14
