year (AD),age (BP),temperature (degC)
1370,580,8.8
1280,670,8.6
1190,760,8.6
1150,800,8.9
1110,840,8.8
1020,930,8.5
970,980,9.1
930,1020,8.5
890,1060,7.7
840,1110,8.3
800,1150,8.2
760,1190,8.7
710,1240,8.7
630,1320,8
580,1370,8.3
540,1410,8.2
450,1500,7.7
410,1540,8
360,1590,8
280,1670,7.8
230,1720,8
190,1760,7.5
100,1850,7.4
60,1890,6.6
20,1930,7.7
-70,2020,7.5
