depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
383.5,-31,20.8,-15.529,4.123,480.143
400,2,21.414,-13.4,5.505,703.143
432,67,20.486,-14.857,4.269,631
464,214,20.857,-13.857,4.993,701.143
496,445,21.029,-13.414,5.255,715.571
528,675,21.129,-12.457,5.62,751.429
560,905,21.5,-12.671,5.832,736.286
592,1136,21.843,-12.586,6.037,727.286
624,1366,21.771,-11.886,6.281,741.857
656,1597,22.029,-11.286,6.664,752.571
688,1853,22.171,-10.086,7.225,788.429
714.5,2065,22.086,-11.357,6.652,750.571
752,2365,21.943,-11.371,6.564,753.429
784,2622,21.8,-11.657,6.368,748.714
816,2878,22.171,-10,7.273,796.286
848,3134,22.4,-9.886,7.592,813
878,3374,21.571,-12.057,6.099,744
912,3671,21.814,-12.943,5.926,698.286
946,4013,20.829,-15.386,4.285,517.714
975,4304,20.843,-15.386,4.155,477.714
1008,4636,21.114,-15,4.456,475
1040,4958,21.057,-15.057,4.445,498.429
1072,5280,22.529,-9.686,7.565,763.286
1104,5601,20.614,-15.9,3.862,457
1136,5923,21.129,-14.986,4.464,475.286
1168,6243,20.714,-15.771,3.94,462.571
1200,6547,20.757,-15.729,4.024,454.429
1232,6852,20.829,-15.6,4.144,476.571
1264,7156,20.686,-15.729,3.911,461.429
1292,7422,20.943,-15.357,4.206,458.714
1328,7764,20.957,-15.186,4.224,452.286
1360,8068,20.686,-15.714,3.914,463.429
1388.5,8339,20.743,-15.7,4.012,454.571
1424,8676,20.771,-15.714,4.032,453.857
1456,8981,19.771,-16.686,3.058,499.143
1488,9285,20.929,-15.057,4.408,550.571
1520,9990,19.271,-11.957,4.51,751.286
1552,10789,20.143,-11.986,5.081,758.143
1600,11675,NA,NA,NA,NA
1616,11970,NA,NA,NA,NA
1648,12189,NA,NA,NA,NA
1696,12390,NA,NA,NA,NA
1728,12523,NA,NA,NA,NA
1760,12657,NA,NA,NA,NA
1792,12791,NA,NA,NA,NA
1824,12924,NA,NA,NA,NA
1856,13058,NA,NA,NA,NA
1888,13192,NA,NA,NA,NA
1920,13325,NA,NA,NA,NA
1949,13446,NA,NA,NA,NA
1957,13480,NA,NA,NA,NA
