depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0.5,-34,27.8,18.457,23.568,1515.571
1.5,-6,27.786,18.529,23.601,1501.286
2.5,22,27.771,18.4,23.535,1495.571
3.5,51,27.8,18.486,23.584,1504.143
5.5,211,27.786,18.429,23.552,1498.143
6.5,291,27.814,18.286,23.493,1508
7.5,371,27.8,18.329,23.506,1507.857
10.5,612,27.586,18.729,23.619,1460.857
12.5,797,27.6,18.729,23.625,1457.143
13.5,894,27.514,18.429,23.446,1454.143
14.5,991,27.471,17.414,22.935,1411.857
15.5,1087,27.529,18.443,23.455,1452.429
21,1619,27.5,17.714,23.089,1431.714
25,2005,27.571,18.486,23.494,1452
31,2585,27.6,18.729,23.625,1457.143
35,2972,27.514,18.443,23.449,1455.571
41,3551,27.6,18.471,23.498,1466.429
45,3706,27.614,18.471,23.505,1463.571
51,3938,27.743,18.429,23.533,1484.286
55,4093,27.714,18.486,23.548,1482.143
61,4324,27.757,18.414,23.537,1477.286
