age (BP),temperature (degC)
1091.97,-29.866
1093.7,-29.862
1095.43,-29.858
1097.16,-29.853
1098.89,-29.848
1100.62,-29.842
1102.35,-29.836
1104.09,-29.828
1105.82,-29.82
1107.55,-29.812
1109.28,-29.803
1111.01,-29.795
1112.74,-29.787
1114.47,-29.78
1116.21,-29.774
1117.94,-29.769
1119.67,-29.764
1121.4,-29.76
1123.13,-29.755
1124.86,-29.75
1126.59,-29.745
1128.33,-29.739
1130.06,-29.733
1131.79,-29.728
1133.52,-29.721
1135.25,-29.716
1136.98,-29.71
1138.72,-29.704
1140.45,-29.699
1142.18,-29.694
1143.91,-29.689
1145.64,-29.684
1147.37,-29.68
1149.1,-29.676
1150.84,-29.673
1152.57,-29.67
1154.3,-29.669
1156.03,-29.669
1157.76,-29.669
1159.49,-29.669
1161.22,-29.669
1162.96,-29.668
1164.69,-29.667
1166.42,-29.666
1168.15,-29.665
1169.88,-29.664
1171.61,-29.663
1173.34,-29.661
1175.08,-29.659
1176.81,-29.656
1178.54,-29.654
1180.27,-29.651
1182,-29.649
1183.73,-29.648
1185.46,-29.646
1187.2,-29.644
1188.93,-29.641
1190.66,-29.637
1192.39,-29.633
1194.12,-29.63
1195.85,-29.627
1197.59,-29.623
1199.32,-29.621
1201.05,-29.619
1202.78,-29.618
1204.51,-29.618
1206.24,-29.618
1207.97,-29.619
1209.71,-29.62
1211.44,-29.622
1213.17,-29.622
1214.9,-29.622
1216.63,-29.622
1218.36,-29.621
1220.09,-29.62
1221.83,-29.619
1223.56,-29.619
1225.29,-29.618
1227.02,-29.617
1228.75,-29.617
1230.48,-29.617
1232.21,-29.617
1233.95,-29.617
1235.68,-29.617
1237.41,-29.617
1239.14,-29.616
1240.87,-29.615
1242.6,-29.612
1244.33,-29.61
1246.07,-29.607
1247.8,-29.604
1249.53,-29.601
1251.26,-29.598
1252.99,-29.593
1254.72,-29.589
1256.46,-29.584
1258.19,-29.578
1259.92,-29.572
1261.65,-29.567
1263.38,-29.561
1265.11,-29.556
1266.84,-29.551
1268.58,-29.546
1270.31,-29.542
1272.04,-29.538
1273.77,-29.536
1275.5,-29.534
1277.23,-29.533
1278.96,-29.533
1280.7,-29.533
1282.43,-29.533
1284.16,-29.532
1285.89,-29.532
1287.62,-29.533
1289.35,-29.534
1291.08,-29.535
1292.82,-29.536
1294.55,-29.538
1296.28,-29.539
1298.01,-29.54
1299.74,-29.541
1301.47,-29.542
1303.21,-29.542
1304.94,-29.542
1306.67,-29.54
1308.4,-29.539
1310.13,-29.537
1311.86,-29.536
1313.59,-29.534
1315.33,-29.532
1317.06,-29.53
1318.79,-29.528
1320.52,-29.526
1322.25,-29.524
1323.98,-29.522
1325.71,-29.522
1327.45,-29.522
1329.18,-29.521
1330.91,-29.52
1332.64,-29.519
1334.37,-29.518
1336.1,-29.517
1337.83,-29.516
1339.57,-29.516
1341.3,-29.517
1343.03,-29.52
1344.76,-29.523
1346.49,-29.527
1348.22,-29.531
1349.95,-29.535
1351.69,-29.54
1353.42,-29.545
1355.15,-29.55
1356.88,-29.554
1358.61,-29.559
1360.34,-29.564
1362.08,-29.569
1363.81,-29.573
1365.54,-29.577
1367.27,-29.58
1369,-29.582
1370.73,-29.584
1372.46,-29.584
1374.2,-29.583
1375.93,-29.583
1377.66,-29.582
1379.39,-29.581
1381.12,-29.581
1382.85,-29.58
1384.58,-29.579
1386.32,-29.577
1388.05,-29.575
1389.78,-29.573
1391.51,-29.569
1393.24,-29.566
1394.97,-29.563
1396.7,-29.559
1398.44,-29.556
1400.17,-29.554
1401.9,-29.551
1403.63,-29.548
1405.36,-29.545
1407.09,-29.542
1408.82,-29.54
1410.56,-29.538
1412.29,-29.537
1414.02,-29.536
1415.75,-29.536
1417.48,-29.536
1419.21,-29.536
1420.95,-29.535
1422.68,-29.534
1424.41,-29.533
1426.14,-29.531
1427.87,-29.528
1429.6,-29.527
1431.33,-29.526
1433.07,-29.526
1434.8,-29.526
1436.53,-29.527
1438.26,-29.528
1439.99,-29.528
1441.72,-29.528
1443.45,-29.527
1445.19,-29.525
1446.92,-29.523
1448.65,-29.52
1450.38,-29.517
1452.11,-29.515
1453.84,-29.513
1455.57,-29.511
1457.31,-29.509
1459.04,-29.508
1460.77,-29.507
1462.5,-29.507
1464.23,-29.507
1465.96,-29.508
1467.69,-29.509
1469.43,-29.511
1471.16,-29.514
1472.89,-29.516
1474.62,-29.519
1476.35,-29.522
1478.08,-29.524
1479.82,-29.527
1481.55,-29.528
1483.28,-29.531
1485.01,-29.533
1486.74,-29.537
1488.47,-29.542
1490.2,-29.548
1491.94,-29.555
1493.67,-29.563
1495.4,-29.571
1497.13,-29.578
1498.86,-29.586
1500.59,-29.594
1502.32,-29.601
1504.06,-29.608
1505.79,-29.615
1507.52,-29.622
1509.25,-29.628
1510.98,-29.633
1512.71,-29.639
1514.44,-29.644
1516.18,-29.65
1517.91,-29.655
1519.64,-29.661
1521.37,-29.667
1523.1,-29.674
1524.83,-29.681
1526.56,-29.688
1528.3,-29.694
1530.03,-29.701
1531.76,-29.706
1533.49,-29.712
1535.22,-29.717
1536.95,-29.721
1538.69,-29.726
1540.42,-29.729
1542.15,-29.733
1543.88,-29.737
1545.61,-29.741
1547.34,-29.745
1549.07,-29.749
1550.81,-29.753
1552.54,-29.756
1554.27,-29.76
1556,-29.764
1557.73,-29.767
1559.46,-29.77
1561.19,-29.773
1562.93,-29.774
1564.66,-29.776
1566.39,-29.777
1568.12,-29.779
1569.85,-29.782
1571.58,-29.785
1573.31,-29.788
1575.05,-29.791
1576.78,-29.795
1578.51,-29.798
1580.24,-29.802
1581.97,-29.806
1583.7,-29.809
1585.43,-29.812
1587.17,-29.814
1588.9,-29.815
1590.63,-29.815
1592.36,-29.814
1594.09,-29.813
1595.82,-29.812
1597.56,-29.811
1599.29,-29.809
1601.02,-29.809
1602.75,-29.808
1604.48,-29.808
1606.21,-29.809
1607.94,-29.81
1609.68,-29.812
1611.41,-29.815
1613.14,-29.818
1614.87,-29.821
1616.6,-29.823
1618.33,-29.825
1620.06,-29.826
1621.8,-29.827
1623.53,-29.827
1625.26,-29.827
1626.99,-29.827
1628.72,-29.827
1630.45,-29.826
1632.18,-29.825
1633.92,-29.824
1635.65,-29.823
1637.38,-29.822
1639.11,-29.822
1640.84,-29.82
1642.57,-29.819
1644.3,-29.819
1646.04,-29.818
1647.77,-29.818
1649.5,-29.818
1651.23,-29.819
1652.96,-29.819
1654.69,-29.819
1656.43,-29.818
1658.16,-29.817
1659.89,-29.816
1661.62,-29.816
1663.35,-29.816
1665.08,-29.816
1666.81,-29.816
1668.55,-29.816
1670.28,-29.815
1672.01,-29.815
1673.74,-29.814
1675.47,-29.812
1677.2,-29.811
1678.93,-29.809
1680.67,-29.808
1682.4,-29.807
1684.13,-29.807
1685.86,-29.808
1687.59,-29.808
1689.32,-29.808
1691.05,-29.808
1692.79,-29.807
1694.52,-29.806
1696.25,-29.804
1697.98,-29.802
1699.71,-29.8
1701.44,-29.799
1703.17,-29.797
1704.91,-29.796
1706.64,-29.794
1708.37,-29.791
1710.1,-29.787
1711.83,-29.783
1713.56,-29.778
1715.3,-29.774
1717.03,-29.77
1718.76,-29.766
1720.49,-29.763
1722.22,-29.761
1723.95,-29.759
1725.68,-29.758
1727.42,-29.757
1729.15,-29.757
1730.88,-29.758
1732.61,-29.759
1734.34,-29.761
1736.07,-29.763
1737.8,-29.764
1739.54,-29.766
1741.27,-29.769
1743,-29.772
1744.73,-29.775
1746.46,-29.778
1748.19,-29.781
1749.92,-29.783
1751.66,-29.785
1753.39,-29.787
1755.12,-29.789
1756.85,-29.791
1758.58,-29.793
1760.31,-29.794
1762.04,-29.795
1763.78,-29.795
1765.51,-29.794
1767.24,-29.794
1768.97,-29.793
1770.7,-29.792
1772.43,-29.79
1774.17,-29.788
1775.9,-29.785
1777.63,-29.782
1779.36,-29.778
1781.09,-29.773
1782.82,-29.768
1784.55,-29.761
1786.29,-29.755
1788.02,-29.749
1789.75,-29.743
1791.48,-29.737
1793.21,-29.733
1794.94,-29.728
1796.67,-29.724
1798.41,-29.72
1800.14,-29.716
1801.87,-29.712
1803.6,-29.708
1805.33,-29.703
1807.06,-29.699
1808.79,-29.695
1810.53,-29.691
1812.26,-29.687
1813.99,-29.684
1815.72,-29.68
1817.45,-29.676
1819.18,-29.672
1820.91,-29.667
1822.65,-29.663
1824.38,-29.658
1826.11,-29.653
1827.84,-29.647
1829.57,-29.639
1831.3,-29.631
1833.04,-29.623
1834.77,-29.614
1836.5,-29.606
1838.23,-29.598
1839.96,-29.589
1841.69,-29.579
1843.42,-29.57
1845.16,-29.562
1846.89,-29.553
1848.62,-29.546
1850.35,-29.539
1852.08,-29.533
1853.81,-29.527
1855.54,-29.521
1857.28,-29.516
1859.01,-29.512
1860.74,-29.509
1862.47,-29.507
1864.2,-29.505
1865.93,-29.503
1867.66,-29.501
1869.4,-29.5
1871.13,-29.499
1872.86,-29.499
1874.59,-29.499
1876.32,-29.499
1878.05,-29.5
1879.78,-29.501
1881.52,-29.504
1883.25,-29.506
1884.98,-29.509
1886.71,-29.513
1888.44,-29.516
1890.17,-29.52
1891.91,-29.524
1893.64,-29.529
1895.37,-29.534
1897.1,-29.539
1898.83,-29.545
1900.56,-29.551
1902.29,-29.556
1904.03,-29.562
1905.76,-29.567
1907.49,-29.573
1909.22,-29.58
1910.95,-29.588
1912.68,-29.595
1914.41,-29.603
1916.15,-29.611
1917.88,-29.619
1919.61,-29.627
1921.34,-29.635
1923.07,-29.643
1924.8,-29.651
1926.53,-29.659
1928.27,-29.668
1930,-29.677
1931.73,-29.686
1933.46,-29.695
1935.19,-29.704
1936.92,-29.713
1938.65,-29.723
1940.39,-29.732
1942.12,-29.742
1943.85,-29.75
1945.58,-29.758
1947.31,-29.762
1949.04,-29.766
1950.78,-29.769
1952.51,-29.771
1954.24,-29.774
1955.97,-29.776
1957.7,-29.778
1959.43,-29.78
1961.16,-29.781
1962.9,-29.782
1964.63,-29.782
1966.36,-29.783
1968.09,-29.784
1969.82,-29.784
1971.55,-29.785
1973.28,-29.786
1975.02,-29.788
1976.75,-29.79
1978.48,-29.791
1980.21,-29.793
1981.94,-29.795
1983.67,-29.797
1985.4,-29.799
1987.14,-29.801
1988.87,-29.803
1990.6,-29.805
1992.33,-29.806
1994.06,-29.808
1995.79,-29.808
1997.53,-29.808
1999.26,-29.807
2000.99,-29.805
2002.72,-29.803
2004.45,-29.801
2006.18,-29.798
2007.91,-29.796
2009.65,-29.793
2011.38,-29.79
2013.11,-29.786
2014.84,-29.783
2016.57,-29.78
2018.3,-29.777
2020.03,-29.774
2021.77,-29.771
2023.5,-29.769
2025.23,-29.766
2026.96,-29.763
2028.69,-29.761
2030.42,-29.758
2032.15,-29.756
2033.89,-29.753
2035.62,-29.751
2037.35,-29.748
2039.08,-29.746
2040.81,-29.743
2042.54,-29.741
2044.27,-29.739
2046.01,-29.738
2047.74,-29.737
2049.47,-29.737
2051.2,-29.736
2052.93,-29.736
2054.66,-29.734
2056.4,-29.733
2058.13,-29.731
2059.86,-29.729
2061.59,-29.728
2063.32,-29.727
2065.05,-29.725
2066.78,-29.723
2068.52,-29.722
2070.25,-29.719
2071.98,-29.717
2073.71,-29.715
2075.44,-29.711
2077.17,-29.707
2078.9,-29.703
2080.64,-29.698
2082.37,-29.694
2084.1,-29.688
2085.83,-29.684
2087.56,-29.679
2089.29,-29.674
2091.02,-29.669
2092.76,-29.664
2094.49,-29.659
2096.22,-29.655
2097.95,-29.651
2099.68,-29.648
2101.41,-29.646
2103.14,-29.645
2104.88,-29.644
2106.61,-29.643
2108.34,-29.643
2110.07,-29.643
2111.8,-29.644
2113.53,-29.644
2115.27,-29.644
2117,-29.645
2118.73,-29.644
2120.46,-29.644
2122.19,-29.643
2123.92,-29.643
2125.65,-29.642
2127.39,-29.642
2129.12,-29.641
2130.85,-29.64
2132.58,-29.639
2134.31,-29.639
2136.04,-29.638
2137.77,-29.636
2139.51,-29.634
2141.24,-29.633
2142.97,-29.631
2144.7,-29.629
2146.43,-29.628
2148.16,-29.626
2149.89,-29.623
2151.63,-29.621
2153.36,-29.619
2155.09,-29.617
2156.82,-29.616
2158.55,-29.615
2160.28,-29.614
2162.01,-29.612
2163.75,-29.611
2165.48,-29.61
2167.21,-29.61
2168.94,-29.61
2170.67,-29.611
2172.4,-29.611
2174.14,-29.612
2175.87,-29.612
2177.6,-29.613
2179.33,-29.614
2181.06,-29.616
2182.79,-29.617
2184.52,-29.619
2186.26,-29.62
2187.99,-29.622
2189.72,-29.623
2191.45,-29.624
2193.18,-29.625
2194.91,-29.627
2196.64,-29.628
2198.38,-29.629
2200.11,-29.629
2201.84,-29.63
2203.57,-29.63
2205.3,-29.63
2207.03,-29.628
2208.76,-29.627
2210.5,-29.625
2212.23,-29.623
2213.96,-29.621
2215.69,-29.619
2217.42,-29.618
2219.15,-29.616
2220.88,-29.615
2222.62,-29.614
2224.35,-29.612
2226.08,-29.611
2227.81,-29.608
2229.54,-29.606
2231.27,-29.604
2233.01,-29.603
2234.74,-29.601
2236.47,-29.599
2238.2,-29.597
2239.93,-29.596
2241.66,-29.595
2243.39,-29.593
2245.13,-29.591
2246.86,-29.589
2248.59,-29.587
2250.32,-29.585
2252.05,-29.584
2253.78,-29.584
2255.51,-29.583
2257.25,-29.582
2258.98,-29.581
2260.71,-29.579
2262.44,-29.578
2264.17,-29.577
2265.9,-29.575
2267.63,-29.574
2269.37,-29.571
2271.1,-29.569
2272.83,-29.568
2274.56,-29.567
2276.29,-29.567
2278.02,-29.567
2279.75,-29.567
2281.49,-29.567
2283.22,-29.567
2284.95,-29.567
2286.68,-29.567
2288.41,-29.567
2290.14,-29.567
2291.88,-29.568
2293.61,-29.568
2295.34,-29.569
2297.07,-29.57
2298.8,-29.571
2300.53,-29.571
2302.26,-29.572
2304,-29.574
2305.73,-29.576
2307.46,-29.578
2309.19,-29.58
2310.92,-29.582
2312.65,-29.583
2314.38,-29.585
2316.12,-29.587
2317.85,-29.59
2319.58,-29.592
2321.31,-29.594
2323.04,-29.596
2324.77,-29.598
2326.5,-29.601
2328.24,-29.604
2329.97,-29.607
2331.7,-29.61
2333.43,-29.613
2335.16,-29.617
2336.89,-29.62
2338.62,-29.623
2340.36,-29.627
2342.09,-29.631
2343.82,-29.635
2345.55,-29.639
2347.28,-29.643
2349.01,-29.648
2350.75,-29.651
2352.48,-29.654
2354.21,-29.658
2355.94,-29.661
2357.67,-29.666
2359.4,-29.671
2361.13,-29.676
2362.87,-29.681
2364.6,-29.686
2366.33,-29.691
2368.06,-29.696
2369.79,-29.701
2371.52,-29.706
2373.25,-29.71
2374.99,-29.714
2376.72,-29.717
2378.45,-29.719
2380.18,-29.722
2381.91,-29.725
2383.64,-29.727
2385.37,-29.73
2387.11,-29.733
2388.84,-29.735
2390.57,-29.738
2392.3,-29.739
2394.03,-29.741
2395.76,-29.743
2397.49,-29.744
2399.23,-29.745
2400.96,-29.746
2402.69,-29.747
2404.42,-29.747
2406.15,-29.747
2407.88,-29.746
2409.62,-29.746
2411.35,-29.746
2413.08,-29.746
2414.81,-29.746
2416.54,-29.746
2418.27,-29.746
2420,-29.746
2421.74,-29.745
2423.47,-29.745
2425.2,-29.744
2426.93,-29.744
2428.66,-29.743
2430.39,-29.743
2432.12,-29.743
2433.86,-29.742
2435.59,-29.742
2437.32,-29.742
2439.05,-29.741
2440.78,-29.741
2442.51,-29.739
2444.24,-29.738
2445.98,-29.736
2447.71,-29.734
2449.44,-29.733
2451.17,-29.732
2452.9,-29.731
2454.63,-29.73
2456.36,-29.728
2458.1,-29.726
2459.83,-29.723
2461.56,-29.719
2463.29,-29.716
2465.02,-29.713
2466.75,-29.71
