depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
30,Carbon-14,109346,70,4970,charcoal,NA
36,Carbon-14,109347,60,6630,wood,NA
54,Carbon-14,109348,85,8470,wood,NA
70,Carbon-14,109349,110,9630,bulk sediment,NA
